GSM31251.tmn_LEVEL	GSM6641.tmn_LEVEL	GSM6654.tmn_LEVEL	GSM6652.tmn_LEVEL	GSM31548.tmn_LEVEL	GSM31382.tmn_LEVEL	GSM31504.tmn_LEVEL	GSM31481.tmn_LEVEL	GSM6629.tmn_LEVEL	GSM31510.tmn_LEVEL	GSM31502.tmn_LEVEL	GSM6668.tmn_LEVEL	GSM6661.tmn_LEVEL	GSM31428.tmn_LEVEL	GSM7601.tmn_LEVEL	GSM6665.tmn_LEVEL	GSM6669.tmn_LEVEL	GSM31356.tmn_LEVEL	GSM6655.tmn_LEVEL	GSM7592.tmn_LEVEL	GSM6628.tmn_LEVEL	GSM31314.tmn_LEVEL	GSM6671.tmn_LEVEL	GSM31403.tmn_LEVEL	GSM6673.tmn_LEVEL	GSM31545.tmn_LEVEL	GSM31440.tmn_LEVEL	GSM31256.tmn_LEVEL	GSM7580.tmn_LEVEL	GSM6670.tmn_LEVEL	GSM31351.tmn_LEVEL	GSM31594.tmn_LEVEL	GSM31368.tmn_LEVEL	GSM31470.tmn_LEVEL	GSM31578.tmn_LEVEL	GSM31587.tmn_LEVEL	GSM6624.tmn_LEVEL	GSM6659.tmn_LEVEL	GSM31585.tmn_LEVEL	GSM6625.tmn_LEVEL	GSM6644.tmn_LEVEL	GSM6672.tmn_LEVEL	GSM31260.tmn_LEVEL	GSM6651.tmn_LEVEL	GSM6676.tmn_LEVEL	GSM31388.tmn_LEVEL	GSM7574.tmn_LEVEL	GSM31418.tmn_LEVEL	GSM6666.tmn_LEVEL	GSM31445.tmn_LEVEL	GSM6664.tmn_LEVEL	GSM31559.tmn_LEVEL	GSM31358.tmn_LEVEL	GSM6643.tmn_LEVEL	GSM6633.tmn_LEVEL	GSM6640.tmn_LEVEL	GSM6656.tmn_LEVEL	GSM6632.tmn_LEVEL	GSM31520.tmn_LEVEL	GSM31357.tmn_LEVEL	GSM6637.tmn_LEVEL	GSM31376.tmn_LEVEL	GSM31349.tmn_LEVEL	GSM31489.tmn_LEVEL	GSM6635.tmn_LEVEL	GSM6647.tmn_LEVEL	GSM6646.tmn_LEVEL	GSM31344.tmn_LEVEL	GSM31276.tmn_LEVEL	GSM31480.tmn_LEVEL	GSM31363.tmn_LEVEL	GSM31496.tmn_LEVEL	GSM31566.tmn_LEVEL	GSM31309.tmn_LEVEL	GSM6648.tmn_LEVEL	GSM31518.tmn_LEVEL	GSM31575.tmn_LEVEL	GSM31485.tmn_LEVEL	GSM7589.tmn_LEVEL	GSM31519.tmn_LEVEL	GSM31567.tmn_LEVEL	GSM31265.tmn_LEVEL	GSM31416.tmn_LEVEL	GSM6630.tmn_LEVEL	GSM31593.tmn_LEVEL	GSM31302.tmn_LEVEL	GSM6627.tmn_LEVEL	GSM31511.tmn_LEVEL	GSM31479.tmn_LEVEL	GSM31601.tmn_LEVEL	GSM31366.tmn_LEVEL	GSM31506.tmn_LEVEL	GSM6667.tmn_LEVEL	GSM31487.tmn_LEVEL	GSM6677.tmn_LEVEL	GSM6658.tmn_LEVEL	GSM31422.tmn_LEVEL	GSM7577.tmn_LEVEL	GSM6645.tmn_LEVEL	GSM31305.tmn_LEVEL	GSM31471.tmn_LEVEL	GSM6662.tmn_LEVEL	GSM31499.tmn_LEVEL	GSM31462.tmn_LEVEL	GSM31614.tmn_LEVEL	GSM31586.tmn_LEVEL	GSM31547.tmn_LEVEL	GSM31441.tmn_LEVEL	GSM7571.tmn_LEVEL	GSM31437.tmn_LEVEL	GSM31266.tmn_LEVEL	GSM31554.tmn_LEVEL	GSM6657.tmn_LEVEL	GSM6636.tmn_LEVEL	GSM6649.tmn_LEVEL	GSM31590.tmn_LEVEL	GSM31399.tmn_LEVEL	GSM31407.tmn_LEVEL	GSM6634.tmn_LEVEL	GSM31277.tmn_LEVEL	GSM31527.tmn_LEVEL	GSM31429.tmn_LEVEL	GSM31456.tmn_LEVEL	GSM31600.tmn_LEVEL	GSM6626.tmn_LEVEL	GSM7598.tmn_LEVEL	GSM31308.tmn_LEVEL	GSM31537.tmn_LEVEL	GSM31562.tmn_LEVEL	GSM31371.tmn_LEVEL	GSM31613.tmn_LEVEL	GSM6660.tmn_LEVEL	GSM31201.tmn_LEVEL	GSM6631.tmn_LEVEL	GSM6642.tmn_LEVEL	GSM31534.tmn_LEVEL	GSM31528.tmn_LEVEL	GSM31378.tmn_LEVEL	GSM6653.tmn_LEVEL	GSM31556.tmn_LEVEL	GSM31589.tmn_LEVEL	GSM6650.tmn_LEVEL	GSM31602.tmn_LEVEL	GSM7583.tmn_LEVEL	GSM31392.tmn_LEVEL	GSM31546.tmn_LEVEL	GSM31532.tmn_LEVEL	GSM31526.tmn_LEVEL	GSM7595.tmn_LEVEL	GSM31409.tmn_LEVEL	GSM31304.tmn_LEVEL	GSM31569.tmn_LEVEL	GSM7568.tmn_LEVEL	GSM31512.tmn_LEVEL	GSM6674.tmn_LEVEL	GSM6639.tmn_LEVEL	GSM31564.tmn_LEVEL	GSM31394.tmn_LEVEL	GSM31384.tmn_LEVEL	GSM6638.tmn_LEVEL	GSM6675.tmn_LEVEL	GSM31609.tmn_LEVEL	GSM7586.tmn_LEVEL	GSM31472.tmn_LEVEL	GSM31420.tmn_LEVEL	GSM31224.tmn_LEVEL	GSM6663.tmn_LEVEL
ENSG00000124767	3013.22	2169.08	2713.97	2294.73	1446.74	1940.25	1992.2	1759.02	2542.58	1956.36	1892.16	2212.92	2088.82	3359.3	2437.6	2453.8	2470.39	1812.66	2451.87	3101.1	2776.84	2755.89	2584.13	2598.06	2276.34	3661.43	2440.33	2744.01	2096.46	3923	3135.7	3383.29	2426.25	3532.66	2214.43	2289.21	2093.47	2401.83	3613.19	2482.94	2732.25	2782.76	1734.44	2342.02	2721.13	2415.86	1542.08	2261.52	1948.43	2074.97	1744.42	1475.24	1582.25	2410.66	2218.63	2304.54	3257.59	2338.02	2219.56	2161.41	2423.63	2089.57	2719.37	2420.24	2695.74	2612.14	3004.7	3059.02	2566.34	2130.62	1883.09	950.594	2179.74	2440.75	2688.27	2134.06	2416.74	2164.43	2112.2	2312.35	1970.24	2484.36	2485.23	2514.86	3359.72	2541.57	2681.98	2921.44	1639.97	2566.3	2506.78	2380.35	1643.87	1697.2	2167.8	2928.14	3033.87	1304.99	2824.38	2901.05	1844.92	1315.57	2294.09	2643.65	3184.37	2643.52	2994.41	2595.86	1654.25	2370.56	2103.95	2831.36	2919.75	2175.09	2487.6	3264.43	2072.79	2631.2	2511.2	2422.97	2210.77	2560.01	3054.28	2879.5	2333.03	3420.61	2490.42	1951.11	1419.34	1979.39	3222.34	3238.6	3811.85	2585.37	2724.75	1723.21	2435.35	1866.46	2792.35	1846.85	3276.4	2461.9	2751.14	2558.18	2679.16	3084.35	1561.55	3016.61	2770.72	2540.26	2448.66	2124.03	1797.98	1870.72	1729.24	2299.84	2045.45	945.816	1697.09	2628.6	1885.21	2718.7	2422.74	1343.8	2800.2	2056.34	1555.71
ENSG00000124783	1813.05	1613.83	1024.5	1180.67	534.921	745.353	677.073	1174.47	1204.78	999.447	1296.68	1937.15	2330.75	1323.54	1084.19	1229.97	1666.99	1253.78	1356.3	1472.3	760.369	951.902	1313.92	1463.55	1842.45	1444.92	931.781	1210.29	1233.2	1513.75	1046.58	1352.57	790.695	919.652	1307.34	1500.99	594.857	621.683	1371.98	897.595	688.198	1680.22	661.919	1005.1	1457.12	507	2264.09	911.85	1562.64	604.274	1380.42	483.958	1342.87	1372.85	1240.9	1225.24	792.862	1219.05	726.248	1117.56	1995.06	702.069	553.608	929.84	1242.01	982.97	798.883	788.5	1204.98	807.825	1093.63	402.11	1405.36	906.49	1575.99	603.687	1625.84	960.581	1435.69	856.572	573.222	656.377	1119.35	837.816	1948	1356.19	1316.21	1529.82	1300.75	653.568	1073.15	1107.98	1141.97	571.735	1141.51	539.63	960.214	1092.29	1327.07	950.629	1123.53	1982.12	868.07	317.944	1510.46	1555.01	1113.35	728.764	1007.09	672.222	1024.32	1220.32	984.534	1487.21	1635.6	1551.63	1337.99	916.464	945.222	1207.81	520.239	807.151	688.369	892.977	1041.54	1067.02	1136.36	2245.08	910.707	741.393	1060.15	2452.45	1340.89	938.85	1487.15	1849.41	764.991	801.845	1051.39	950.905	1785.9	899.065	837.726	1264.31	1156.75	1142.53	1018.62	1306.62	1144.3	774.735	968.766	1056.84	1611.05	1007.38	987.76	970.954	1472.85	555.35	698.961	813.759	1243.71	1133.88	1622.98	970.426	671.095	970.392	1095.96
ENSG00000124795	951.581	799.836	587.771	679.054	629.783	393.505	590.997	828.761	692.454	318.323	745.456	846.574	1252.47	725.411	524.385	541.951	601.533	615.343	561.315	1014.74	581.901	771.345	733.631	520.692	532.521	594.036	509.744	824.402	601.492	1202.49	444.833	875.681	240.587	717.747	612.92	494.894	647.678	736.319	1082.99	735.661	678.991	809.885	293.699	514.113	979.789	582.784	688.104	737.098	715.291	407.737	550.92	342.406	659.7	618.666	703.497	548.765	666.004	552.637	331.716	492.407	733.371	655.049	406.469	257.276	662.2	740.215	540.18	409.399	553	330.887	707.518	243.127	970.441	429.139	807.792	342.475	640.859	566.167	821.411	423.821	402.065	341.694	429.594	720.975	1061.8	801.269	454.731	832.574	660.602	208.501	499.713	637.121	670.903	568.305	608.631	655.266	551.672	828.573	612.839	641.712	656.098	881.638	500.319	377.919	668.36	562.113	683.655	562.706	685.929	513.578	412.969	887.338	746.04	633.615	732.43	562.206	495.732	682.141	393.616	418.207	188.906	710.748	437.203	449.414	501.418	739.015	732.011	682.061	450.172	347.928	731.766	3045.09	774.314	829.082	689.12	744.047	376.427	558.1	788.568	573.033	708.409	479.294	324.878	810.932	705.76	838.211	916.87	492.397	842.212	507.486	626.105	344.064	1048.82	545.882	478.754	718.304	441.871	109.163	617.867	692.737	689.454	534.503	740.048	622.507	636.716	574.559	819.758
ENSG00000124831	449.666	272.562	269.873	421.405	413.24	308.999	307.286	302.647	314.435	221.442	331.327	598.089	482.391	329.045	260.817	373.735	403.757	277.767	399.604	261.713	324.932	370.068	360.139	344.822	501.053	190.731	303.088	397.485	315.309	487.49	278.664	196.93	258.739	214.987	302.473	261.802	399.971	413.125	257.957	397.729	447.548	327.228	237.746	346.804	434.178	323.693	416.27	427.121	373.351	291.151	522.072	375.147	334.495	403.125	406.756	314.322	310.854	412.845	294.538	353.048	406.779	325.039	276.72	274.074	394.426	370.163	415.055	353.504	350.102	453.531	357.176	79.1974	247.067	254.174	345.648	490.294	232.338	544.798	354.199	267.093	358.84	280.062	280.736	461.531	339.256	384.471	487.679	499.126	273.705	164.954	329.087	392.707	343.655	328.333	278.15	372.464	349.493	355.976	344.352	503.616	235.247	461.287	245.704	282.197	279.034	217.579	267.946	294.571	246.629	355.243	264.385	316.603	331.963	278.493	396.327	243.764	356.403	393.792	312.193	560.097	316.92	412.929	414.658	181.078	287.6	254.245	383.623	311.26	368.69	257.322	243.364	1427.44	403.226	516.134	346.207	343.671	348.433	471.009	442.518	245.169	188.997	340.899	253.542	432.532	332.883	217.373	577.132	259.042	269.899	217.408	343.452	339.061	431.162	369.103	305.558	538.418	294.606	92.9115	486.797	336.76	277.718	244.311	370.545	188.479	475.366	355.25	371.427
ENSG00000125037	1707.04	1437.08	1434.29	1182.38	1068.17	1387.31	1580.27	1327.36	1301.7	1018.27	978.297	1010.64	1481.09	1427.26	1959.1	1304.56	1161.08	1552.1	1584.14	1393.34	1316.93	1124.7	1440.7	1140.01	1854.35	1378.06	1421.46	1608.57	1599.96	1319.01	1597.36	1595.59	1495.43	1445.62	1371.23	1183.17	1033.03	1297.53	1444.21	1323.22	1043.7	1275.79	863.164	1297.74	1741.52	1305.23	1210.1	518.506	1928.63	1113.87	1339.95	1361.76	1748.94	654.296	1551.56	1322.75	1208.21	1271.8	1377.06	1459.62	1406.08	1449.03	1686.43	1329.84	908.51	792.215	984.099	1613.24	1469.23	1488.87	1718.85	978.669	1675.04	1372.33	1254.13	1537.06	1302	1377.41	1001.15	1560.96	1346.26	439.849	1324.56	1261.64	1190.23	1703.3	1169	1473.04	776.089	1747.75	1272.48	879.001	1543.65	1404.31	1128.06	1241.73	1536.61	1140.66	1301.29	1320.95	1522.7	1127.17	1431.69	1213.69	1442.25	1499.78	2107.22	1352.99	1257.75	1394.16	1183.75	1591.87	1370.62	1377.75	1328.2	1499.57	1498.6	1310.29	1184.63	1128.58	1133.51	1663.52	1212.55	1282.78	816.145	1448.99	1522.12	1623.87	1239.03	1334.83	1662.18	432.46	1487.17	1483.82	748.597	1507.25	1631.15	892.354	1275.53	1564.25	1294.7	1258.22	1420.14	1769.43	1035.08	1593.28	1478.99	1007.93	1409.51	1303.09	1431.22	1544.13	1726.28	754.023	1611.72	1070.48	1138.34	762.568	1272.53	587.755	1486.08	1322.09	1929.25	932.013	1359.1	1305.29	967.866
ENSG00000125107	1377.49	1402.24	1226.99	1443.69	1708.97	1144.61	963.844	1533.44	1117.12	1223.38	493.759	1253.46	1295.11	1367.23	818.135	1064.11	1531.7	1238.03	1126.69	1760.73	1051.86	968.781	1041.44	1242.72	1455.63	1863.52	1112.95	1700.04	1272.67	1441.38	1024.3	1889.95	1403.9	1595.01	1929.98	2128.28	1275.54	1049.04	1468.25	1315.31	1213	1251.85	1704.06	1020.79	1201.12	1239.29	989.964	1293.81	1204.52	1083.93	1123.37	870.742	1129.5	1338.34	1463.74	961.517	1239.61	946.308	1254.2	1259.29	1063.6	1261.82	1131.41	1487.29	1229.67	1060.85	1591.53	1385.94	1681.08	1284.49	1231.94	382.46	1662.82	1232.78	1109.73	1537.62	2024.86	127.399	1044.39	851.438	712.22	1160.08	1238.19	1152.21	1548.53	1362.86	1085.47	1732.39	847.48	1670.15	1433.41	1315.07	1472.64	926.875	1307.31	895.303	1237.98	1042.11	1252.03	1113.74	882.35	1127.45	1091.49	1253.1	1256.36	1672.41	1010.72	1333.75	1221.46	1105.5	918.237	1268.92	1002.73	1059.08	1163	1367.29	1241.15	1228.19	1364.11	1543.95	1563.25	1004.11	756.823	1847.77	1254.14	1875.09	1286.94	1145.96	886.781	1008.93	1246.02	362.976	2253.09	1302.19	1026.47	994.251	1264.92	1360.45	1401.59	1552.59	1762.12	1170.85	1689	1317.4	1582.15	1445.19	1255.38	1608.44	1348.11	1017.56	1018.58	992.916	771.044	1507.4	1339.5	1172.2	1820.27	241.846	986.568	1614.78	1274.91	1133.4	1225.51	669.64	1001.11	944.578	1071.14
ENSG00000125304	1338.37	920.136	778.325	780.605	257.019	715.56	1005.02	605.053	900.961	592.015	518.372	701.115	918.787	743.41	1524.29	493.412	698.904	1020.07	921.288	1181.5	744.876	1242.77	736.848	875.369	1036.97	691.237	995.707	1280.92	685.844	1070.45	980.729	807.047	738.906	728.118	708.996	618.038	909.32	855.45	610.84	908.373	787.957	748.693	340.132	976.2	1239.74	806.695	703.979	783.478	1243.85	656.379	656.395	520.687	853.067	783.913	1006.87	747.093	655.608	787.318	472.247	725.322	943.837	757.597	803.877	577.66	817.461	631.662	551.793	879.329	869.567	529.378	612.089	483.232	909.514	693.291	1009.84	436.055	784.912	566.941	945.875	500.877	756.886	552.698	793.824	733.877	689.245	1102.63	693.005	688.773	359.624	766.308	758.656	699.303	766.336	604.974	690.046	894.147	986.587	1095.5	708.624	933.341	395.27	522.55	894.832	375.98	1157.26	1101.29	1273.44	943.69	764.626	801.442	785.649	774.625	989.809	979.765	982.302	1255.53	998.99	919.882	775.63	774.474	474.649	1186.37	633.647	781.339	731.658	744.33	1235.44	983.732	698.301	405.507	1009.44	472.173	842.933	1096.14	836.791	973.711	572.477	668.925	818.255	711.779	525.915	835.758	638.745	961.375	765.075	694.666	644.136	511.743	1071.49	1095.04	805.779	527.768	1417.94	536.748	1068.76	763.452	560.673	344.21	907.196	418.856	1108	839.209	1042.8	597.667	818.026	785.145	455.713
ENSG00000125356	4026.43	6356.57	9162.73	6996.39	7038.93	10231.4	10795.6	9956.64	3832.75	11913.2	7166.96	4595.72	7770.87	5074.62	5530.48	9278.36	9932.31	9203.31	8200.84	8953.57	12547.6	6801.21	10163.5	4295.48	3405.9	13182.2	7137.5	4974.37	9472.93	8765.04	11919.6	11490.4	11154.6	13829.3	8678.12	9792.83	10440.4	9826.29	9323.45	7908.35	11595.3	8650.16	13758.1	7940.18	7540.48	10311.4	5573.88	8836.67	9281.54	13160.1	7726.32	7608.32	11452.6	8313.86	4315.23	10398.7	10379.8	6368.78	11937.3	12511.3	5790.29	8699.17	12383.8	12970.8	9316.1	7764.64	14916.6	11090.9	5135.93	12833.7	10233.6	3796.06	9861.13	6807.64	5305.07	12623.6	8771.7	8025.44	7518.43	13071.8	9827.74	16151.8	9949.19	9785.91	8534.53	3481.87	9628.29	15622.8	6798.83	14200.1	12014.1	9013.88	10068.5	12497.7	13559.8	11048.8	9611.23	5663.39	5531.25	6565.63	11821.2	7572.11	11373.7	10717.5	11204.4	8134.78	10339.2	9606.76	6095.86	10282.9	14839.7	12414.3	6349.17	8680.02	3946.21	11944.6	3200.29	9763.52	12216.3	6013.31	11847.2	6413.29	12622.3	13738.2	11225	9247.04	4749.53	9174.04	8350.83	12394.8	9969.04	16740.4	7469.56	6079.05	8883.87	10019.5	11007.9	8399.55	4959.62	8453.57	10700.3	7568.71	13018.8	9776.69	9597.74	9874.71	7285.91	10871.3	8572.67	12681.2	8720.96	11794.2	6051.79	11902.5	10263.6	7218.71	10173.4	2020.7	10542.9	12441.4	10616.1	11456.7	8518.44	8333.2	7574.31	11374.9	10674
ENSG00000125445	350.679	516.008	634.951	312.516	992.715	753.518	490.817	949.368	684.229	952.898	251.036	302.303	857.227	693.104	614.098	394.252	558.952	1025.2	573.13	560.604	566.695	591.784	609.153	520.076	521.933	660.497	541.058	487.225	881.662	596.464	732.165	593.618	599.656	1049.23	509.428	519.902	527.955	450.316	531.203	502.63	487.118	428.047	897.703	775.451	403.981	625.232	480.927	576.662	768.103	476.138	298.563	542.545	723.634	713.193	543.517	629.779	608.005	650.111	1288.63	852.685	453.592	542.064	709.148	654.954	482.986	432.081	387.079	811.222	666.819	647.626	836.904	94.857	967.565	748.052	455.196	1549.91	643.867	686.862	708.26	1414.62	608.507	553.518	758.594	509.801	411.005	685.579	708.108	398.647	775.345	1158.16	883.462	323.243	739.352	492.707	467.7	405.888	501.378	538.972	640.392	493.066	735.469	707.974	709.824	567.848	512.92	510.401	543.038	566.303	630.663	476.095	809.355	440.408	581.409	686.361	628.719	502.212	608.111	461.232	518.886	623.668	996.831	382.825	576.782	713.39	512.517	505.048	488.763	858.849	460.762	632.349	504.654	83.0588	332.698	427.665	518.984	632.547	850.037	469.655	552.497	853.461	483.057	829.122	725.545	843.187	885.723	650.118	721.487	387.092	605.247	613.733	669.863	856.078	480.792	688.38	610.331	545.699	1226.46	52.7151	483.262	420.963	777.752	658.034	590.202	524.149	260.121	381.472	913.815
ENSG00000125629	145.074	170.213	156.04	198.587	184.756	91.6143	88.1869	118.084	280.229	102.64	168.269	347.455	320.611	129.927	150.715	187.684	290.414	163.37	214.105	197.075	111.129	149.042	278.428	265.381	176.629	189.212	214.507	142.853	120.677	282.337	148.365	169.366	151.207	155.92	215.238	178.135	157.037	152.266	223.513	201.798	159.779	308.016	142.317	188.835	411.193	169.492	159.954	154.924	215.54	135.583	217.997	139.985	240.099	231.725	278.347	163.776	182.309	226.869	110.774	185.035	322.867	155.351	204.581	184.729	240.719	123.691	128.958	150.473	161.06	185.173	137.867	227.414	251.866	108.395	205.247	126.834	249.647	283.91	174.624	227.734	162.476	172.302	233.585	230.935	176.824	251.123	193.829	157.641	181.742	144.343	128.063	140.274	195.398	144.537	211.643	153.516	159.813	195.934	214.204	157.075	175.48	177.113	196.834	89.3404	188.447	174.934	198.642	141.375	160.718	167.065	263.457	140.272	238.498	246.545	172.704	183.361	169.761	123.736	228.358	108.179	88.121	187.474	159.08	100.143	100.35	204.371	136.206	113.763	108.366	119.799	217.564	155.012	97.5569	220.863	180.656	121.386	110.549	100.426	117.386	137.758	191.479	139.555	76.8476	95.8146	169.922	201.023	170.497	132.629	172.601	139.036	216.919	86.559	214.635	187.898	178.745	199.996	180.436	152.226	103.741	181.663	236.166	161.604	102.145	162.063	112.031	233.834	167.998
ENSG00000125652	714.792	768.891	863.72	940.385	1211.62	852.221	698.201	850.852	1059.4	958.273	644.379	816.763	667.048	983.535	1045.64	790.312	771.956	731.598	999.322	985.111	931.384	736.382	681.362	888.064	974.28	1084.61	729.113	788.552	560.698	935.372	938.636	900.256	1105.18	931.685	938.432	759.037	966.37	951.281	1081.79	927.925	1055.4	1103.84	946.294	803.675	765.249	982.207	745.584	711.875	609.452	835.843	599.33	585.139	786.24	683.325	963.914	871.594	1044.9	776.576	794.313	840.933	649.083	876.128	941.575	1233.68	1036.63	1044.66	1097.29	1110.95	1020.43	940.219	768.133	1983.74	825.161	942.826	779.567	774.216	840.302	799.797	614.059	670.624	658.96	1313.58	1051.31	969.762	890.723	910.414	899.469	736.618	717.869	1002.45	1075.58	966.603	818.953	663.043	881.988	901.112	950.927	736.312	902.279	926.458	791.552	772.216	839.413	1125.85	1124.61	891.662	722.724	831.35	782.238	812.763	1022.96	1043.75	846.605	839.007	919.089	1256.72	886.5	613.776	1183.49	1051.49	1524.68	934.854	938.903	1219.04	1132.2	971.395	796.288	605.619	726.974	1327.95	992.291	431.597	807.92	810.15	919.077	708.915	899.796	903.2	747.671	1008.54	947.676	1003.86	1213.99	500.271	780.055	953.273	622.847	1203.67	974.906	744.649	950.428	770.618	682.823	1010.48	833.851	1089.6	904.732	1323.17	799.37	931.404	842.549	1247.27	570.747	664.254	915.44	766.266	629.354
ENSG00000125675	454.76	301.384	321.527	402.651	116.359	223.079	264.554	126.835	256.333	198.301	218.583	260.507	164.149	219.766	87.4602	170.679	191.192	207.41	337.558	129.409	246.543	342.251	187.678	282.578	337.681	113.475	288.759	401.502	235.341	235.91	190.354	139.531	177.922	134.839	131.616	51.3934	248.054	346.382	121.788	296.089	165.437	277.922	127.36	312.327	358.534	214.826	177.274	220.201	393.523	201.472	174.938	242.056	141.403	255.824	401.395	233.531	269.198	287.528	114.561	220.34	268.021	393.756	161.635	113.124	343.092	196.182	167.771	188.439	265.509	117.949	305.137	137.089	46.9718	205.387	332.078	72.6609	116.046	274.543	359.272	43.6734	244.78	181.253	225.57	269.515	152.665	431.516	263.999	322.988	174.228	47.8615	192.203	240.298	441.784	235.121	280.385	312.461	232.698	193.89	273.353	273.36	179.199	190.403	172.072	114.24	96.2556	91.547	191.649	211.344	159.764	264.102	252.728	132.111	317.401	242.015	354.837	56.7329	239.639	251.389	226.297	312.425	29.8134	240.019	173.933	50.3855	264.996	107.106	357.897	125.669	209.943	125.645	67.1304	182.567	187.125	389.062	276.162	99.923	102.316	317.763	356.49	55.8492	70.7341	239.357	59.9873	267.768	248.272	133.078	136.195	110.199	166.902	219.362	318.459	130.79	136.269	253.574	291.712	230.808	75.0315	146.909	303.862	155.01	365.578	81.856	290.564	251.793	219.209	173.62	224.075
ENSG00000125691	861.115	338.989	321.734	441.298	466.705	339.381	425.578	637.965	358.8	376.404	618.958	499.367	835.232	726.661	196.593	387.186	343.695	429.196	440.81	576.833	319.037	380.982	378.261	565.785	313.841	862.047	384.995	791.096	389.503	564.055	732.643	865.458	495.83	531.026	588.388	547.114	570.991	376.489	924.936	374.506	668.294	513.733	580.77	504.375	332.477	430.162	661.512	354.284	397.806	219.265	407.378	473.109	557.574	432.562	276.191	508.746	452.591	484.775	327.645	477.679	517.318	417.915	586.989	607.271	342.695	418.89	553.955	457.362	565.204	555.075	502.322	179.522	871.4	548.55	513.133	360.488	349.301	376.491	193.814	496.823	485.562	443.268	354.437	433.949	321.238	320.752	383.216	381.435	594.71	792.258	534.753	272.491	317.731	403.81	314.93	583.92	403.738	676.693	350.802	384.323	478.682	512.71	427.448	443.058	550.883	588.294	239.393	339.51	668.239	346.421	329.316	736.535	390.721	584.056	508.974	560.179	632.373	533.438	322.488	497.846	412.368	385.617	690.454	826.076	463.614	678.179	431.935	880.798	513.994	447.721	491.409	1865.16	500.225	413.214	360.863	571.565	222.294	476.447	367.981	570.88	1043.84	204.06	743.647	381.165	497.27	837.512	562.091	556.428	294.537	480.493	294.151	411.59	727.14	261.038	341.116	736.01	949.432	119.295	174.605	248.895	465.369	400.566	289.263	473.751	520.174	407.803	657.413
ENSG00000125743	1227.34	2848.13	3433.39	2750.77	8136.51	3076.65	2761.53	3973.2	3695.72	3954.96	1072.43	2335.82	4011.8	4508.63	2119.26	2873.56	1678.03	2800.67	4228.36	3761.91	3540.67	3974.16	2083.25	3717	2464	4243.74	2985.11	1391.57	2505.78	3250.29	3991.48	5192.66	4243.1	4235.05	4880.49	4707.95	3674.7	2928.36	5262.22	2976.96	3636.96	3132.2	4978.36	2682.24	2945.8	3819.05	2300.42	3230.31	2306.28	3410.33	3239.69	2123.6	2895	3024.98	3842.46	4081.62	3756.33	3245.1	4324.88	4079.37	2462.77	2677.23	3567.19	5315.28	3126.45	3569.43	2350.37	4083.5	4578.69	4682.52	3697.12	2859.22	7035.05	4765.65	2467.45	4972.75	5107.82	2125.85	2752.38	4667.43	2693.93	4865.22	4451.82	3065.12	4743.91	3239.91	2989.67	1200.7	3398.06	4047.45	4352.59	2983.63	2775.02	3184.47	1896.5	3089	3608.18	3326.84	3318.56	4381.02	3601.39	2386.85	2414.07	2972.14	4160.62	4963.81	3837.14	3772.21	2734.85	2923.78	3950.35	4337.71	3519.53	3878.81	3254.31	4364.94	3450.72	2810.93	4013.55	4397.22	6394.65	3282.49	1913.68	5605.87	4029.52	4055.6	3977.98	5499.45	1758.37	4230.07	3581.36	55.1186	1519.16	3351.29	4317.49	4507.78	3420.34	2362.3	2232.29	7988.59	5030.06	4265.7	5941.84	1642.54	3370.81	4474.42	3704.36	5922.02	2976.45	3142.33	3276.6	3739.75	3430.02	3220.75	1456.96	3350.02	8952.21	1330.16	2772.35	3838.37	3247.98	5090.15	1551.78	2017.31	3543.58	3116.95	3547.05
ENSG00000125753	509.434	564.921	885.854	901.563	1498.73	916.636	620.984	1274.05	534.283	779.462	1286.64	1225.98	855.715	702.687	1230.21	1067.45	1379.41	863.313	605.78	1128.28	741.21	596.624	885.758	641.526	762.333	784.284	767.685	553.506	856.69	975.928	676.835	936.55	1025.81	796.771	1432.04	937.421	622.099	856.513	688.524	908.572	783.222	727.881	451.433	790.891	995.593	1196.69	1287.88	1126.39	1349.41	1074.99	807.067	1331.86	1662.74	852.248	530.989	599.189	868.311	1002.26	943.394	1207.63	940.707	1238.52	858.687	691.933	1002.16	906.907	792.081	895.265	876.791	1089.28	1090.29	4682.31	1442.1	927.897	648.651	969.265	1396.92	1006.38	1294.21	1280.49	912.876	817.11	827.173	1051.55	883.074	917.173	651.55	566.014	1516.26	1225.22	950.985	988.005	786.754	1057.99	769.235	558.683	803.15	969.717	692.29	943.154	703.364	1512.6	798.863	808.874	894.977	1233.49	845.178	544.18	1063.07	1003.44	835.657	474.944	712.276	615.829	622.015	1001.54	1027.58	771.924	858.594	771.879	1201.38	958.003	603.402	1132.97	886.367	1170.83	1024.12	949.967	1383.58	774.657	1228.21	283.623	652.012	783.974	924.291	1060.79	1152.75	751.852	852.912	1408.23	555.521	815.734	966.484	966.369	1073.97	603.352	1373.96	646.713	1185.86	658.545	892.52	815.658	867.035	1164.13	710.263	785.68	1292.19	3511.74	1141.33	321.046	890.506	824.388	738.19	791.192	1435.31	882.678	912.479
