GSM31251.tmn_LEVEL	GSM6641.tmn_LEVEL	GSM6654.tmn_LEVEL	GSM6652.tmn_LEVEL	GSM31548.tmn_LEVEL	GSM31382.tmn_LEVEL	GSM31504.tmn_LEVEL	GSM31481.tmn_LEVEL	GSM6629.tmn_LEVEL	GSM31510.tmn_LEVEL	GSM31502.tmn_LEVEL	GSM6668.tmn_LEVEL	GSM6661.tmn_LEVEL	GSM31428.tmn_LEVEL	GSM7601.tmn_LEVEL	GSM6665.tmn_LEVEL	GSM6669.tmn_LEVEL	GSM31356.tmn_LEVEL	GSM6655.tmn_LEVEL	GSM7592.tmn_LEVEL	GSM6628.tmn_LEVEL	GSM31314.tmn_LEVEL	GSM6671.tmn_LEVEL	GSM31403.tmn_LEVEL	GSM6673.tmn_LEVEL	GSM31545.tmn_LEVEL	GSM31440.tmn_LEVEL	GSM31256.tmn_LEVEL	GSM7580.tmn_LEVEL	GSM6670.tmn_LEVEL	GSM31351.tmn_LEVEL	GSM31594.tmn_LEVEL	GSM31368.tmn_LEVEL	GSM31470.tmn_LEVEL	GSM31578.tmn_LEVEL	GSM31587.tmn_LEVEL	GSM6624.tmn_LEVEL	GSM6659.tmn_LEVEL	GSM31585.tmn_LEVEL	GSM6625.tmn_LEVEL	GSM6644.tmn_LEVEL	GSM6672.tmn_LEVEL	GSM31260.tmn_LEVEL	GSM6651.tmn_LEVEL	GSM6676.tmn_LEVEL	GSM31388.tmn_LEVEL	GSM7574.tmn_LEVEL	GSM31418.tmn_LEVEL	GSM6666.tmn_LEVEL	GSM31445.tmn_LEVEL	GSM6664.tmn_LEVEL	GSM31559.tmn_LEVEL	GSM31358.tmn_LEVEL	GSM6643.tmn_LEVEL	GSM6633.tmn_LEVEL	GSM6640.tmn_LEVEL	GSM6656.tmn_LEVEL	GSM6632.tmn_LEVEL	GSM31520.tmn_LEVEL	GSM31357.tmn_LEVEL	GSM6637.tmn_LEVEL	GSM31376.tmn_LEVEL	GSM31349.tmn_LEVEL	GSM31489.tmn_LEVEL	GSM6635.tmn_LEVEL	GSM6647.tmn_LEVEL	GSM6646.tmn_LEVEL	GSM31344.tmn_LEVEL	GSM31276.tmn_LEVEL	GSM31480.tmn_LEVEL	GSM31363.tmn_LEVEL	GSM31496.tmn_LEVEL	GSM31566.tmn_LEVEL	GSM31309.tmn_LEVEL	GSM6648.tmn_LEVEL	GSM31518.tmn_LEVEL	GSM31575.tmn_LEVEL	GSM31485.tmn_LEVEL	GSM7589.tmn_LEVEL	GSM31519.tmn_LEVEL	GSM31567.tmn_LEVEL	GSM31265.tmn_LEVEL	GSM31416.tmn_LEVEL	GSM6630.tmn_LEVEL	GSM31593.tmn_LEVEL	GSM31302.tmn_LEVEL	GSM6627.tmn_LEVEL	GSM31511.tmn_LEVEL	GSM31479.tmn_LEVEL	GSM31601.tmn_LEVEL	GSM31366.tmn_LEVEL	GSM31506.tmn_LEVEL	GSM6667.tmn_LEVEL	GSM31487.tmn_LEVEL	GSM6677.tmn_LEVEL	GSM6658.tmn_LEVEL	GSM31422.tmn_LEVEL	GSM7577.tmn_LEVEL	GSM6645.tmn_LEVEL	GSM31305.tmn_LEVEL	GSM31471.tmn_LEVEL	GSM6662.tmn_LEVEL	GSM31499.tmn_LEVEL	GSM31462.tmn_LEVEL	GSM31614.tmn_LEVEL	GSM31586.tmn_LEVEL	GSM31547.tmn_LEVEL	GSM31441.tmn_LEVEL	GSM7571.tmn_LEVEL	GSM31437.tmn_LEVEL	GSM31266.tmn_LEVEL	GSM31554.tmn_LEVEL	GSM6657.tmn_LEVEL	GSM6636.tmn_LEVEL	GSM6649.tmn_LEVEL	GSM31590.tmn_LEVEL	GSM31399.tmn_LEVEL	GSM31407.tmn_LEVEL	GSM6634.tmn_LEVEL	GSM31277.tmn_LEVEL	GSM31527.tmn_LEVEL	GSM31429.tmn_LEVEL	GSM31456.tmn_LEVEL	GSM31600.tmn_LEVEL	GSM6626.tmn_LEVEL	GSM7598.tmn_LEVEL	GSM31308.tmn_LEVEL	GSM31537.tmn_LEVEL	GSM31562.tmn_LEVEL	GSM31371.tmn_LEVEL	GSM31613.tmn_LEVEL	GSM6660.tmn_LEVEL	GSM31201.tmn_LEVEL	GSM6631.tmn_LEVEL	GSM6642.tmn_LEVEL	GSM31534.tmn_LEVEL	GSM31528.tmn_LEVEL	GSM31378.tmn_LEVEL	GSM6653.tmn_LEVEL	GSM31556.tmn_LEVEL	GSM31589.tmn_LEVEL	GSM6650.tmn_LEVEL	GSM31602.tmn_LEVEL	GSM7583.tmn_LEVEL	GSM31392.tmn_LEVEL	GSM31546.tmn_LEVEL	GSM31532.tmn_LEVEL	GSM31526.tmn_LEVEL	GSM7595.tmn_LEVEL	GSM31409.tmn_LEVEL	GSM31304.tmn_LEVEL	GSM31569.tmn_LEVEL	GSM7568.tmn_LEVEL	GSM31512.tmn_LEVEL	GSM6674.tmn_LEVEL	GSM6639.tmn_LEVEL	GSM31564.tmn_LEVEL	GSM31394.tmn_LEVEL	GSM31384.tmn_LEVEL	GSM6638.tmn_LEVEL	GSM6675.tmn_LEVEL	GSM31609.tmn_LEVEL	GSM7586.tmn_LEVEL	GSM31472.tmn_LEVEL	GSM31420.tmn_LEVEL	GSM31224.tmn_LEVEL	GSM6663.tmn_LEVEL
ENSG00000123131	868.016	584.653	521.718	412.751	900.975	571.142	691.339	517.914	583.869	641.537	705.937	409.843	638.389	627.244	1490.97	385.172	616.734	687.807	624.322	1117.11	636.195	679.162	752.149	606.229	525.018	1010.27	656.871	824.339	655.543	687.087	857.846	1183.79	603.242	1012.21	999.834	948.113	482.27	449.035	1135.42	511.715	693.818	410.216	484.247	451.882	498.673	821.671	696.394	602.949	482.686	520.916	399.375	451.395	773.882	520.62	585.482	642.081	556.359	503.376	535.839	646.426	633.559	471.069	728.558	740.366	556.13	573.675	703.644	993.352	457.933	740.329	622.918	524.75	1326.54	550.496	545.348	618.536	967.677	505.317	535.547	839.832	452.6	697.776	562.902	397.152	984.08	579.206	565.943	643.225	555.169	843.646	490.635	518.949	445.938	702.892	519.201	653.148	757.354	738.967	645.152	581.93	775.005	450.49	760.778	675.358	1010.54	1240.88	1062.36	635.352	708.487	583.902	499.585	835.246	622.378	567.771	560.976	1046.73	566.013	532.718	513.808	448.187	849.757	656.972	786.515	579.142	535.596	1061	559.176	665.79	464.632	424.943	950.306	438.857	933.971	495.236	339.866	708.049	709.603	459.478	569.782	1446.05	1326.4	477.255	590.57	718.471	867.765	815.304	524.857	723.785	803.687	732.467	567.278	500.952	725.53	330.364	657.577	482.017	1339.81	324.025	520.985	477.594	664.949	834.391	777.895	453.516	791.247	361.373	505.114
ENSG00000123144	2929.53	2320.57	1765.08	2634.18	4083.21	3121.84	3302.28	4146.06	1561.97	2366.06	2862.4	1574.79	3152.12	2454.18	2772.22	2617.95	2344.67	3011.7	1959.91	2811.91	2464.75	2262.8	3132.86	1811.53	2107.05	3002.57	1882.53	3184.33	3040.69	2444.65	3190.84	2898.9	3101.47	3511.46	3626.48	2805.41	2339.33	2101.87	3280.44	2305.86	2418.8	2587.74	2675.55	2458.58	2456.36	2737.18	3699.06	1700.94	3206.38	2884.66	3403.81	2807.1	3493.66	2167.1	1289.11	1925.5	2320.11	2208.74	3691.78	3467.23	2307.32	2472.43	2734	3635.74	1934.49	2985.76	3103.28	3289.94	2057.11	3337.79	3039.79	3436.71	3676.05	2575.39	2143.06	3592.56	3253.68	2865.46	2651.62	3809.2	2582.79	2103.62	1621.36	2325.27	2458.59	1569.11	2200.35	1961.69	3888.63	6340.62	2580.91	2042.24	2404.94	3167.4	2558.06	2806.38	2331.1	3589.37	1889.33	2586.05	3443.81	2520.14	2411.63	2884.49	2862.24	3454.43	3085.68	2767.13	3443.34	2604.11	2070.66	2506.25	2141.94	2301.35	2232.68	3106.58	1617.14	2708.34	2327.35	2376.99	3929.69	2310.76	2639.34	5003.18	2128.95	2649.99	1567.77	3209.39	3594.56	3057.99	2252.04	4968.96	3355.29	1656.03	1601.92	3668.22	3134.4	3080.25	2143.94	3430.03	3975.09	3013.56	4203.8	2905.44	3019.15	2617.6	3555.12	1827.43	2861.88	2700.72	1661.41	3425.51	3478.88	2208.92	2451.97	2576.26	4432.35	2155.31	2596.77	3092.08	2728.45	3443.58	2503.55	3240.73	3679.11	2759.89	3612.91
ENSG00000123329	137.965	175.959	133.234	128.124	452.603	171.072	194.385	241.963	196.023	181.882	267.84	240.891	192.64	220.699	525.982	174.417	323.354	219.417	127.436	513.268	153.99	177.752	299.098	171.349	163.236	347.962	188.73	149.643	183.017	148.934	241.598	439.74	226.072	341.706	438.704	602.447	148.147	171.395	351.114	145.163	210.146	120.599	265.393	123.553	106.202	292.44	332.748	166.633	111.478	153.375	99.3138	127.843	225.48	154.448	135.699	123.934	139.014	180.393	305.828	218.332	164.408	170.232	274.581	264.858	149.74	212.624	208.191	269.219	148.443	314.404	238.36	343.036	452.784	217.754	146.344	256.051	341.108	168.553	180.809	334.499	197.506	216.265	141.571	163.957	462.983	141.399	108.922	207.548	248.762	491.282	342.898	216.227	128.829	225.033	134.331	221.032	170.644	221.264	179.797	182.192	238.363	160.231	232.437	330.072	414.095	488.167	260.651	142.455	214.469	135.348	87.588	343.767	184.033	139.664	167.914	366.535	196.927	163.881	161.709	146.276	510.45	199.65	156.587	455.368	173.508	454.264	190.682	274.725	218.245	208.147	388.488	298.51	296.441	174.89	99.6739	304.39	340.833	169.273	147.913	525.336	501.141	123.236	507.207	161.404	394.052	284.46	261.275	222.364	286.325	141.864	124.969	191.03	224.66	185.811	156.306	136.125	489.763	231.28	191.166	173.797	128.316	359.65	197.564	294.69	179.128	202.581	202.083
ENSG00000123360	904.246	1086.74	894.304	1574.09	714.536	1010.98	840.628	759.057	1057.94	1146.08	746.773	1017.5	371.174	1140.78	461.786	856.418	1223.66	836.693	1248.46	370.207	1187.5	1058.84	472.526	1129.26	1011.74	460.209	1007.4	930.656	734.847	515.744	1189.57	550.166	1415.08	876.169	459.307	400.369	1321.84	1035.79	282.05	851.471	1343.58	923.598	1368.21	1268.79	737.813	1216.22	636.634	1193.05	722.553	1251.67	1151.14	948.879	808.057	843.393	1033.42	1102.75	1195.1	1180.62	1062.87	937.712	958.874	949.682	1226.48	1459.91	1324.62	1039.25	1193.26	1292.18	1434.99	1243.79	932.926	1598.38	489.353	1537.02	1209.85	929.715	384.744	1011.28	422.034	544.126	610.945	1102.98	1055.81	1202.09	322.468	1024.69	1080.33	886.771	634.891	853.824	1182.46	964.186	683.395	982.451	1096.36	1212.5	954.886	514.81	1060.52	1443.09	820.89	1131.71	849.433	1317.89	453.122	408.928	692.155	1428.81	558.396	1180.79	912.989	497.065	1039.88	991.349	1260.93	449.695	1145.51	1298.64	1276.81	1657.14	1112.73	886.871	906.703	810.739	1445.32	303.236	985.059	382.081	1061.54	1333.89	430.501	280.378	663.757	1189.11	1140.18	515.496	966.987	1210.32	1168.08	365.397	331.526	1421.83	740.588	589.206	886.087	588.049	645.17	884.642	496.458	1043.13	1316.29	1032.35	460.043	864.52	904.489	1021.14	315.637	1985.36	1041.02	1354.21	714.175	795.715	555.43	852.237	865.914	750.723	607.154
ENSG00000123384	971.823	3719.06	3276.76	3128.95	5869.77	2761.53	2757.62	3361.02	2752.36	3885.04	2682.5	1996.05	2944.7	3788.67	3123.55	3051.57	1599.4	3458.3	2993.03	3660.6	3036.36	3315.79	2212.08	2875.94	3160.16	5945.73	1991.5	869.326	2870.04	2700.73	4119.38	4702.19	4586.13	5314.62	4627.14	4829.09	3685.37	2684.72	3739.19	2803.49	3668.46	1817.77	4615.31	3624.96	2473.25	3603.29	2558.9	2096.74	2316.16	3644.67	3152.38	2573.34	2920.41	3501.94	2794.99	3545.22	2879.27	3211.78	4856.23	2960.72	3827.84	2501.47	4232.78	4926.58	3135.83	3341.65	2059.53	4449.82	3312.62	4749.93	2859.5	3139.19	6181.38	3824.23	3741.42	4623.36	4094.59	2336.91	1971.31	3159.21	2343.5	4446.84	2158.69	3186.4	4740.9	1771.53	3141.59	1381.1	2804.19	6293.23	4611.9	2365.15	2337.77	2679.27	3090.45	3235.09	3731.71	2516.65	1950.81	3021.58	3726.54	1517.35	3662.23	4139.93	5617.8	4065.91	2356.63	3515.27	2735.71	3022.13	3281.96	4773.99	1949.42	3651.44	3344.57	4399.63	3313.45	2899.71	3030.05	3341.47	5736.45	3003.51	3378.39	6875.69	3535.34	3142.24	2966.21	3229.89	2200.12	3606.81	5934.15	588.174	1779.24	2466.15	3576.65	2039.43	3726.89	2465.73	2768.36	6075.21	5360.7	3709.54	6022.09	1947.59	3274.15	4520.54	3090.24	4501.1	3289.01	3419.83	1896.1	3168.23	1857.91	3151.99	3578.1	3797.57	6367.11	2132.14	2456.35	4724.39	2617.21	6255.26	2150.24	3343.38	3717.77	3067.15	2879.8
ENSG00000124160	393.425	554.579	441.238	503.71	447.445	477.239	508.325	586.089	631.079	526.661	425.111	808.317	944.243	545.914	433.383	643.796	939.276	672.194	523.126	730.237	455.762	540.295	708.678	562.427	662.195	676.36	682.038	384.368	642.834	717.415	568.946	599.076	691.722	648.967	633.836	618.705	536.318	578.651	543.401	622.388	586.717	624.017	458.042	704.436	639.94	540.589	668.098	494.203	556.081	545.304	406.5	442.353	680.521	547.545	484.566	463.275	561.111	532.137	706.78	475.026	742.612	484.122	639.212	520.348	563.191	613.165	473.399	715.178	544.773	649.287	603.411	413.403	887.346	581.735	675.105	686.432	494.854	435.731	546.411	812.865	508.411	527.489	454.297	546.979	699.038	573.226	452.184	346.753	673.524	730.105	621.287	410.892	484.752	508.936	509.762	510.876	540.685	653.768	573.882	487.241	626.964	697.489	625.113	465.994	688.99	598.344	638.293	600.702	536.253	549.475	434.859	701.815	570.758	503.717	609.126	764.769	645.968	504.057	416.721	579.279	602.816	605.454	557.129	695.392	455.403	689.962	601.005	665.066	502.553	679.669	856.412	170.989	410.4	613.403	490.249	696.738	782.343	478.752	529.414	830.203	604.664	591.169	458.311	518.807	716.885	663.61	569.945	509.876	602.365	558.739	500.781	438.968	672.025	525.385	414.89	495.333	771.574	253.371	483.959	504.561	472.789	710.698	512.567	497.535	551.587	513.622	740.222
ENSG00000124193	648.25945	783.0875	518.395	698.009	537.9956	522.38195	543.59655	625.908	929.907	532.2307	480.642	784.8125	987.9595	705.8349	928.886	799.056	750.968	865.6098	874.4515	1215.699	592.6485	693.9535	789.4005	875.475	661.596	565.36515	924.4625	634.401	796.7405	942.207	805.22255	721.8562	681.41215	508.1852	1064.6775	843.1645	525.86225	644.2415	928.9385	898.133	628.9405	641.4941	334.4695	632.6585	846.6925	747.2405	590.485	637.907	781.538	594.42	416.2965	769.5705	397.6138	996.0855	934.7195	983.99	905.9505	701.0865	660.4438	706.9925	951.353	666.125	677.4912	541.62895	898.6925	579.829	522.7444	676.02565	648.55835	746.61155	668.446	424.6945	1037.43725	747.8746	820.4825	496.22905	1128.6325	708.0945	921.5205	848.8315	827.3715	438.1595	841.211	771.465	797.1575	782.859	817.9715	698.205	749.0185	488.22785	641.9446	627.849	746.8705	672.2975	627.53805	552.494	843.1205	777.6835	1049.4635	628.2621	640.146	511.72	798.2495	674.9307	688.1813	1082.1024	657.7405	398.9597	875.2755	726.9585	658.6455	709.8015	888.331	851.099	767.429	838.7125	558.32995	666.9065	874.2085	531.361	569.937	576.0935	578.5259	377.68145	696.0555	931.907	733.3685	823.3495	685.694	760.74835	784.138	385.5105	789.41575	787.991	697.951	770.9184	803.98535	535.435	488.7005	849.59985	845.66205	623.9462	560.12645	833.5325	607.3456	794.48875	789.5415	1028.6425	1009.008	554.286	619.738	690.4055	905.2365	611.8205	615.7595	451.9285	1030.98765	424.007	563.52155	411.0985	739.1485	770.00735	866.0815	320.35335	464.373	424.89	676.3105
ENSG00000124207	1104.525	885.2795	765.027	814.225	1055.9805	679.811	842.535	1008.82	861.944	755.286	826.015	682.949	1369.135	971.558	890.7085	772.177	587.5705	1027.9625	897.228	916.719	859.857	943.766	756.874	1021.217	1053.117	834.956	829.182	1079.565	879.3795	829.419	914.792	845.7765	660.309	920.06	873.8485	839.3595	879.5365	773.4785	906.596	876.1815	767.523	780.126	747.066	919.9715	907.9055	732.5155	1216.1025	895.228	931.777	763.735	474.319	735.866	1043.21	824.914	890.066	885.8175	810.465	761.7545	819.9785	1000.6935	1098.385	891.469	817.5855	490.4615	871.147	742.8775	728.375	837.515	858.8195	714.2145	1031.7185	416.306	1080.888	838.4025	1037.4765	1014.305	965.951	737.2135	756.0235	1044.477	495.2835	683.3445	796.8045	817.3335	854.906	979.531	787.9035	973.8745	1041.6115	530.145	820.6925	686.938	832.753	905.051	763.9405	791.7125	911.579	1287.305	817.6955	960.039	1198.145	639.658	890.4405	547.7235	728.3485	938.969	900.511	772.411	1172.485	850.566	845.3255	790.322	876.4775	896.694	1016.8875	739.3905	932.5975	921.8145	830.1925	812.729	642.892	956.6015	739.0495	596.3285	754.3215	777.9105	864.3355	1110.46	660.817	654.973	749.771	2487.26	1018.1595	610.535	890.1125	1282.005	752.548	705.4995	1069.573	1082.775	954.774	911.4875	625.3825	1022.5615	929.6685	890.3345	1192.84	725.739	772.086	874.9545	861.764	706.4195	1559.145	726.7315	907.795	904.623	1059.1165	538.2385	773.384	814.623	893.6455	665.5005	889.4475	907.837	801.239	754.0925	1098.22
ENSG00000124214	646.231	663.835	684.47	588.755	444.996	571.556	563.14	657.288	581.913	591.722	355.399	770.549	654.694	739.628	479.99	603.308	701.242	592.712	656.365	592.881	571.655	670.127	785.94	689.73	730.559	711.339	660.511	544.745	660.73	549.092	603.253	550.037	564.018	612.404	712.364	533.75	561.119	734.024	647.68	678.515	629.271	607.28	625.191	575.79	776.127	469.544	464.618	496.444	674.523	549.228	595.922	512.511	548.77	731.255	665.21	749.605	747.483	524.15	449.165	544.966	623.424	522.55	651.443	696.336	682.938	616.294	528.828	693.109	620.724	645.39	531.138	67.7117	867.598	630.055	578.511	701.109	613.622	424.66	728.496	620.682	580.104	556.787	648.887	680.355	659.764	819.843	673.547	556.399	709.291	366.784	633.972	646.043	713.85	622.74	611.476	698.256	622.748	545.381	854.322	642.172	640.506	731.667	533.566	732.075	658.976	627.678	680.421	551.42	519.489	665.664	686.753	641.495	632.246	589.395	626.888	548.459	557.274	623.441	659.847	566.42	458.266	714.144	481.814	416.741	653.142	502.685	672.012	551.473	478.125	834.299	655.972	48.5181	664.15	704.225	765.769	740.971	464.693	534.946	404.035	787.681	596.51	715.582	527.628	487.384	595.158	708.732	642.461	747.365	570.399	562.831	753.099	566.586	512.594	629.565	552.057	637.002	646.924	190.948	610.07	567.254	712.411	709.916	577.306	467.997	567.638	655.656	619.251
ENSG00000124357	235.862	258.958	243.216	343.308	1134.92	254.267	305.101	329.998	306.812	307.861	429.029	852.416	295.975	239.684	370.571	301.629	800.722	273.979	166.389	450.809	241.156	207.39	353.996	194.332	228.571	316.139	411.845	272.204	287.386	400.694	253.156	501.78	257.212	343.943	563.449	602.179	261.016	233.086	409.765	299.325	349.451	310.17	287.838	311.332	254.094	314.568	346.951	339.444	290.192	307.003	362.272	463.72	296.714	302.178	274.001	276.746	232.235	256.363	256.835	293.141	295.059	288.681	233.713	239.257	292.331	365.156	228.295	277.998	233.414	283.974	228.457	656.874	593.735	282.586	289.487	375.644	455.818	229.167	313.462	378.569	193.53	219.195	251.434	314.225	445.479	289.756	314.687	237.815	330.659	773.404	316.461	286.06	224.697	261.53	327.168	393.803	291.679	216.845	279.861	222.839	331.423	509.744	342.906	312.702	411.228	493.969	356.487	303.439	337.601	246.774	272.227	326.361	239.429	231.505	224.951	381.049	281.339	329.948	244.544	276.862	391.181	305.056	201.843	516.913	232.533	491.857	277.809	450.203	282.114	227.838	412.595	93.5471	340.385	190.552	251.796	355.002	272.831	243.943	317.056	621.524	419.332	401.93	467.235	247.216	402.584	393.839	481.487	371.19	345.125	309.455	174.58	229.879	269.525	290.444	274.242	371.832	788.948	510.092	204.512	374.096	247.469	491.472	236.891	384.879	285.728	312.251	478.611
ENSG00000124374	720.558	426.892	650.378	523.326	276.012	677.543	416.835	268.612	549.984	561.798	150.414	289.727	575.124	599.832	158.546	266.441	289.451	590.629	502.679	172.164	441.99	697	368.467	731.086	581.374	308.172	520.811	589.181	581.781	482.643	537.005	215.827	511.08	687.222	202.868	156.772	353.705	616.068	300.054	551.245	388.803	442.288	394.966	551.842	1043.63	572.766	55.1884	373.084	716.722	278.13	372.201	244.194	536.945	446.976	604.6	457.587	571.232	629.26	379.265	501.43	493.545	654.317	488.708	364.839	596.918	450.755	190.363	721.418	907.259	156.983	486.766	134.095	201.141	694.362	654.707	283.119	268.634	530.492	781.017	351.85	362.411	418.545	523.272	608.994	246.259	653.203	334.193	452.665	476.242	276.056	581.095	272.273	634.263	381.371	328.562	397.367	486.726	170.872	571.65	599.62	395.332	312.112	575.275	394.581	219.876	227.226	424.855	330.911	219.117	386.257	385.57	318.429	556.334	452.22	698.199	231.848	657.527	411.485	530.885	663.753	216.923	428.824	318.259	208.221	386.832	173.795	634.64	417.357	87.4674	397.745	307.953	70.1416	196.988	532.122	563.414	534.186	412.817	554.022	363.96	129.59	274.979	460.419	247.64	425.516	683.707	370.699	179.935	373.129	201.673	556.196	637.195	544.48	185.458	424.459	608.656	390.488	177.982	41.5683	504.52	220.472	789.945	220.016	500.521	89.9045	589.536	326.512	270.121
ENSG00000124486	2410.99	1686.38	1723.1	1584.61	375.336	1386.77	1200.25	1155.55	1899.58	1219.6	982.987	1609.9	1635.89	1598.42	1671.19	1677.06	1367.76	1480.89	1778.25	1186.57	1396.86	1614.94	1325.56	1865.78	1690.66	1484.98	1819.43	2346.03	1408.27	1308.72	1771.35	1110.42	1573.12	1653.5	1220.27	1177.24	1087.37	1405.53	1243.09	1667.37	1214.63	1558.55	1651.42	1274.33	1830.08	1457	528.949	1241.19	1701.26	1168.61	1390.7	1103.49	1470.07	1670.76	2032.42	1754.74	1696.08	1705.79	730.961	1629.53	1896.71	1515.19	1246.07	1435.64	1788.29	1207.48	1265.75	1610.87	1830.04	1067.62	1543.77	514.994	691.103	1914.24	1506.21	743.171	1824.28	1381.14	1532.95	660.498	1356.87	508.315	1812.85	1598.14	1058.05	1860.72	1611.79	2286.73	1093.84	833.974	1539.66	1565.62	1649.49	1014.87	1298.04	1517.18	1684.8	1191.5	1757.28	1585.31	1353.44	1363.43	638.302	1318.86	1258.07	1142.89	1264.31	1100.87	1164.05	1377.02	2049.2	1063.7	1596.4	1506.96	1904.52	1230.64	1585.34	1341.45	1803.7	1883.88	592.913	1475.58	1170.5	808.788	1243.37	1132.56	1399.89	1359.4	1002.72	1076.55	948.67	3727.29	1921.79	1602.9	1525.92	1084.9	854.767	1522.71	1329.64	545.706	1374.27	1489.14	942.069	1771.98	1575.14	1374.21	1116.63	1564.74	1167.08	1409.62	1627.71	1185.91	1062.65	1417.67	1265.9	1306.59	622.697	490.823	1329.26	941.447	1513.92	1140.62	1517.77	962.832	1274.61	1341.3	1217.36
ENSG00000124562	319.7826	892.3545	953.1855	816.175	1386.4575	1076.2585	938.029	1357.3895	880.3785	1014.5955	947.4855	794.635	1093.285	746.411	1303.235	943.4735	770.4215	1066.4005	998.107	1190.9965	900.0405	877.9725	1095.3475	848.567	796.92	1272.575	878.914	326.4099	1007.753	984.2315	1107.722	1397.486	1046.542	855.6595	1542.735	1480.185	860.1	848.5665	1341.3065	720.239	871.975	887.546	810.6	983.327	873.169	1061.284	930.8565	852.3565	999.925	869.9275	804.1365	950.885	1196.7705	1018.2095	987.768	1025.7765	939.589	784.3305	1400.565	1159.5345	990.072	913.722	1117.72	1056.049	898.142	962.4035	798.457	970.2535	890.1	1089.496	1154.2635	1018.571	1966.765	920.322	934.738	1576.815	1402.965	888.261	903.738	1448.295	891.4365	1028.499	946.323	743.435	1271.3905	919.0395	809.9895	458.568	1382.063	1250.7145	964.353	955.376	1217.983	998.9085	1056.905	765.433	846.8785	1100.5195	865.7115	894.079	1249.023	795.1855	895.3975	1257.043	1250.505	1348.8	1112.1985	823.5035	1163.061	942.881	928.9265	1162.599	959.299	1077.4655	929.3995	1230.15	901.1125	767.1585	977.3515	862.1445	1625.51	932.901	728.9785	1400.08	998.55	1162.646	814.056	1463.53	814.5145	1008.26	1243.145	309.24435	481.8419	847.4895	962.8685	1386.46	1330.73	907.633	685.755	2240.08	1402.355	893.4885	1622.345	612.097	826.6925	1028.526	1190.285	1299.155	1169.866	933.194	1006.6775	1052.6875	1078.7565	1151.992	856.899	993.8375	2166.755	1645.067	955.4525	923.6355	934.5155	1185.575	802.478	934.767	961.6835	973.724	1185.298
ENSG00000124733	1020.67	1098.29	1474.14	1065.29	1733.62	1018.37	1032.15	1515.84	1297.11	1419.04	810.228	1341.61	838.684	1552.13	1237.33	832.583	1378.37	1202.25	1452.1	1494.28	1459.69	1134.27	1323.66	1305.81	1077.51	1593.37	1247.81	1060.59	992.972	1228.79	1286.73	1663.51	1611.32	1246.77	1422.98	1374.18	1238.34	1148.13	1431.86	1097.25	1061.8	1157.89	1545.04	1519.4	1016.87	1167.44	1530.66	1350.26	758.357	1644.49	941.454	1298.27	1018.31	1276.75	1350.72	1379.62	1383.45	1276.3	1679.32	1378.55	1169.13	1142.63	1263.53	1637.39	1154.5	1620.69	1152.66	1331.37	1419.57	1720.14	1202.13	1967.29	1477.01	1538.51	1355.79	1789.97	1180.95	1125.36	1050.9	1616.33	1079.91	1659.6	1521.33	1127.27	1403	1538.24	1398.96	810.425	1407.49	1910.15	1508.2	1348.02	1139.74	1103.08	1297.72	1040.75	1105.21	1225.55	1250.18	1159.13	1428.81	1747.96	1132.67	1151.07	1503.72	1194.03	1548.52	1270.88	1525.89	1298.91	1175.6	1192.62	1224.25	1492.52	1215.79	1466.61	1399.78	1026.67	1359.43	1596.81	2044.85	1164.08	737.704	1649.68	1237.84	1913.74	1115.47	1480.33	1226.25	1837.25	1513.01	151.364	1214.34	1208.25	1325.8	1406.2	1384.2	1310.06	1293.45	2035.94	1410.79	1616.88	1691.4	779.914	1163.4	1429.58	1018.01	1478.41	1663.27	1427.71	1667.64	1318.73	1101.76	1559.67	1065.56	1221.65	2309.88	1768.02	949.448	1601.98	1160.08	1388.23	991.209	971.017	1004.14	1239.13	1418.54
