GSM7573.tmn_LEVEL	GSM31427.tmn_LEVEL	GSM31323.tmn_LEVEL	GSM4473.tmn_LEVEL	GSM4476.tmn_LEVEL	GSM31494.tmn_LEVEL	GSM31468.tmn_LEVEL	GSM31370.tmn_LEVEL	GSM31474.tmn_LEVEL	GSM31361.tmn_LEVEL	GSM4458.tmn_LEVEL	GSM4469.tmn_LEVEL	GSM31421.tmn_LEVEL	GSM31514.tmn_LEVEL	GSM4446.tmn_LEVEL	GSM4443.tmn_LEVEL	GSM4432.tmn_LEVEL	GSM4480.tmn_LEVEL	GSM31379.tmn_LEVEL	GSM31465.tmn_LEVEL	GSM31503.tmn_LEVEL	GSM4454.tmn_LEVEL	GSM31553.tmn_LEVEL	GSM4445.tmn_LEVEL	GSM31565.tmn_LEVEL	GSM31426.tmn_LEVEL	GSM31377.tmn_LEVEL	GSM31336.tmn_LEVEL	GSM31347.tmn_LEVEL	GSM31444.tmn_LEVEL	GSM31606.tmn_LEVEL	GSM4429.tmn_LEVEL	GSM4451.tmn_LEVEL	GSM31607.tmn_LEVEL	GSM31252.tmn_LEVEL	GSM31402.tmn_LEVEL	GSM7588.tmn_LEVEL	GSM4461.tmn_LEVEL	GSM31516.tmn_LEVEL	GSM7594.tmn_LEVEL	GSM4486.tmn_LEVEL	GSM31372.tmn_LEVEL	GSM31523.tmn_LEVEL	GSM31404.tmn_LEVEL	GSM4438.tmn_LEVEL	GSM31531.tmn_LEVEL	GSM31501.tmn_LEVEL	GSM31591.tmn_LEVEL	GSM7579.tmn_LEVEL	GSM31438.tmn_LEVEL	GSM31592.tmn_LEVEL	GSM31387.tmn_LEVEL	GSM4474.tmn_LEVEL	GSM31570.tmn_LEVEL	GSM7585.tmn_LEVEL	GSM31393.tmn_LEVEL	GSM4466.tmn_LEVEL	GSM31579.tmn_LEVEL	GSM4465.tmn_LEVEL	GSM31615.tmn_LEVEL	GSM4453.tmn_LEVEL	GSM4439.tmn_LEVEL	GSM31517.tmn_LEVEL	GSM31374.tmn_LEVEL	GSM31355.tmn_LEVEL	GSM4448.tmn_LEVEL	GSM31193.tmn_LEVEL	GSM31596.tmn_LEVEL	GSM7567.tmn_LEVEL	GSM4463.tmn_LEVEL	GSM31612.tmn_LEVEL	GSM31259.tmn_LEVEL	GSM4430.tmn_LEVEL	GSM31530.tmn_LEVEL	GSM31463.tmn_LEVEL	GSM31543.tmn_LEVEL	GSM31544.tmn_LEVEL	GSM31275.tmn_LEVEL	GSM31301.tmn_LEVEL	GSM31408.tmn_LEVEL	GSM4479.tmn_LEVEL	GSM4449.tmn_LEVEL	GSM31227.tmn_LEVEL	GSM31195.tmn_LEVEL	GSM4456.tmn_LEVEL	GSM31436.tmn_LEVEL	GSM31327.tmn_LEVEL	GSM31255.tmn_LEVEL	GSM4457.tmn_LEVEL	GSM31571.tmn_LEVEL	GSM31417.tmn_LEVEL	GSM31282.tmn_LEVEL	GSM31346.tmn_LEVEL	GSM4444.tmn_LEVEL	GSM7591.tmn_LEVEL	GSM4455.tmn_LEVEL	GSM31313.tmn_LEVEL	GSM31326.tmn_LEVEL	GSM31398.tmn_LEVEL	GSM31605.tmn_LEVEL	GSM31307.tmn_LEVEL	GSM4478.tmn_LEVEL	GSM31325.tmn_LEVEL	GSM31369.tmn_LEVEL	GSM4459.tmn_LEVEL	GSM4452.tmn_LEVEL	GSM4460.tmn_LEVEL	GSM31588.tmn_LEVEL	GSM31228.tmn_LEVEL	GSM31348.tmn_LEVEL	GSM31505.tmn_LEVEL	GSM31386.tmn_LEVEL	GSM31375.tmn_LEVEL	GSM31271.tmn_LEVEL	GSM4428.tmn_LEVEL	GSM31552.tmn_LEVEL	GSM31312.tmn_LEVEL	GSM7597.tmn_LEVEL	GSM4434.tmn_LEVEL	GSM4475.tmn_LEVEL	GSM31583.tmn_LEVEL	GSM4468.tmn_LEVEL	GSM31352.tmn_LEVEL	GSM31362.tmn_LEVEL	GSM31460.tmn_LEVEL	GSM7600.tmn_LEVEL	GSM31535.tmn_LEVEL	GSM4450.tmn_LEVEL	GSM31495.tmn_LEVEL	GSM31540.tmn_LEVEL	GSM4441.tmn_LEVEL	GSM4464.tmn_LEVEL	GSM31549.tmn_LEVEL	GSM31322.tmn_LEVEL	GSM31279.tmn_LEVEL	GSM7570.tmn_LEVEL	GSM31461.tmn_LEVEL	GSM31477.tmn_LEVEL	GSM31667.tmn_LEVEL	GSM4427.tmn_LEVEL	GSM31476.tmn_LEVEL	GSM4483.tmn_LEVEL	GSM31490.tmn_LEVEL	GSM31486.tmn_LEVEL	GSM4436.tmn_LEVEL	GSM4471.tmn_LEVEL	GSM31560.tmn_LEVEL	GSM4481.tmn_LEVEL	GSM4442.tmn_LEVEL	GSM31435.tmn_LEVEL	GSM4437.tmn_LEVEL	GSM4447.tmn_LEVEL	GSM31331.tmn_LEVEL	GSM4440.tmn_LEVEL	GSM31508.tmn_LEVEL	GSM31573.tmn_LEVEL	GSM4426.tmn_LEVEL	GSM4462.tmn_LEVEL	GSM31576.tmn_LEVEL	GSM31608.tmn_LEVEL	GSM31419.tmn_LEVEL	GSM4435.tmn_LEVEL	GSM7582.tmn_LEVEL	GSM4482.tmn_LEVEL	GSM4484.tmn_LEVEL	GSM4472.tmn_LEVEL	GSM4485.tmn_LEVEL	GSM7576.tmn_LEVEL	GSM31555.tmn_LEVEL	GSM4470.tmn_LEVEL	GSM31261.tmn_LEVEL	GSM31467.tmn_LEVEL	GSM31804.tmn_LEVEL	GSM31484.tmn_LEVEL	GSM4431.tmn_LEVEL	GSM31529.tmn_LEVEL	GSM31262.tmn_LEVEL	GSM31581.tmn_LEVEL	GSM31367.tmn_LEVEL
ENSG00000130734	2462.21	1522.22	1947.03	2522.46	1976.41	1461.06	1849.46	1647.99	2147.07	1828	2115.03	2204.75	1585.25	2400.78	1630.66	1857.1	1746.22	1632.76	1842.25	2176.15	2063.33	1643.11	2221.51	2017.7	2503.52	1430.73	1877.94	2110.36	1590.31	1737.84	1572.62	1609.02	1422.47	1816.37	1264.74	1674.74	3998.85	1745.51	2571.39	2066.31	2348.09	1750.99	2388.39	1912.38	1468.83	2363.51	1814.63	1915.27	1644.6	1703.98	2205.29	1403.6	2132.65	2566.46	1947.12	1495.52	2549.05	1659.61	1518.54	1760.43	1936.6	1563.01	2568.82	1779.08	1922.04	1613.79	2269.84	1698.78	2113.46	1394.99	1504.11	1536.68	1591.95	2452.18	1597.43	2060.25	2000.83	1477.2	2067.02	1775.71	1543.51	1893.23	1876.22	2747.97	1792.19	1665.51	1901.04	1109.06	1815.03	2757.07	1873.14	2206.01	1533.45	1615.95	2029.81	1555.14	1598.05	2065.39	1529.03	2204.69	1707.36	1920.89	1327.71	1829.13	2195.69	1635.17	1892.12	1686.33	1561.88	1428.21	1970.16	1309.73	1818.11	1529.46	1550.43	2285.07	1465.59	2395.64	1575.63	2064.67	1453.74	2493.04	1989.9	1829.34	1477.32	2151.14	2126.72	2319.17	1282.21	1844.94	1795.94	1526.95	1923.37	1846.1	1900.83	2632.45	1492.12	1339.4	1462.19	1826.28	1824.31	1952.93	1677.13	1896.18	1530.81	2629.81	2218.88	1293.87	2015.31	2096.13	1747.62	1857.83	1879.34	1520.18	1748.96	1640.86	1586.31	1435.45	1458.88	1910.79	1537.53	1557.87	1560.33	2012.22	2168.68	2286.45	1414.17	2458.98	3582.18	2968.04	1339.96	1926.58	2112.12	1814.11	1554.88	1808.19	1765.49	1852.84	1706.59
ENSG00000130770	1029.02	797.82	1337.58	917.547	847.284	871.364	972.072	896.374	802.375	853.903	863.373	737.948	1152.15	1276.86	684.054	618.647	974.248	842.406	976.686	1019.35	1046.61	778.295	1224.38	1068.32	864.623	780.245	1192.69	1102.87	965.68	759.608	54.8284	1044.26	781.216	564.047	875.407	963.108	300.945	777.366	1090.33	1186.87	595.484	743.524	914.406	988.134	873.458	878.354	613.434	983.073	788.439	719.054	906.605	1149.42	1041.3	913.633	926.758	989.208	844.669	760.91	685.51	845.607	932.414	1027.54	951.021	852.693	1092.08	637.065	764.04	902.515	1168.1	815.66	671.949	683.092	940.813	799.426	623.23	673.938	802.131	986.47	1296.87	811.003	784.979	696.167	907.517	734.812	782.168	797.637	936.849	998.186	618.362	854.483	787.278	779.972	772.679	1055.47	1190.04	812.567	807.605	1130.96	773.53	994.208	1016.09	742.862	1097.76	1142.68	1024.86	1100.17	785.738	889.539	935.159	912.797	1148.24	1013.96	1175.03	1153.66	1064.23	840.489	938.824	1029.73	760.015	927.521	759.972	640.123	1081.29	977.636	774.378	1344.51	863.256	973.547	854.137	764.995	798.842	888.869	708.542	658.871	924.175	1273.13	726.668	1028.87	995.255	828.369	1109.45	903.853	590.456	856.331	907.548	787.852	1085.94	745.47	717.232	936.835	928.542	856.655	659.052	751.963	946.824	650.314	1036.28	876.009	951.229	777.275	1030.83	959.775	1020.28	895.095	766.551	525.704	1118.77	1023.19	1687.82	905.805	948.784	957.454	907.849	914.452	797.303	1041.11	958.214	929.868	788.847
ENSG00000130811	4391.89	2637.22	3419.27	2678.06	2421.5	2747.44	3574.43	4567.68	4613.31	3902.03	2121.94	4037.44	3516.06	7235.19	2601.53	2133.23	2946.34	2067.79	3303.7	3914.47	3734.81	2489.39	5516.33	3126.35	2050.75	3412.41	3067.98	2332.48	3429.59	1921.68	2204.46	3698.71	2355.13	6257.11	2648.74	2818.03	203.149	2438.83	6625.35	2378.96	2420.23	3868.26	5610.46	2262.52	2630.95	4239.24	2178.77	2875.36	2424.65	2041.44	3026.78	3547.58	2311.14	2011.2	3391.48	2436.03	2679.21	4096.92	3177.89	3822.58	2601.11	3399.42	5165.62	3579.69	4044.51	3702.13	3420.88	3631.06	4566.15	2842.96	3873.07	2511.49	2719.98	4925.54	3815.55	2619.57	2526.11	3316.8	3207.88	2198.71	2138.34	3120.7	2071.4	2077.31	2948.72	2234.17	2526.83	3748.14	3925.81	2992.92	2284.76	1790.33	3719.24	3558.08	3093.03	3954.79	3512.2	2249.02	2396.93	4218.86	3226.55	2147.62	3515.76	4456.45	3394.86	2574.96	3201.62	2888.58	2512.28	4263.76	3706.88	3349.83	3343.46	2213.73	3509.94	5513.62	3046.42	3140.69	2155.63	2425.37	3323.67	2365.83	4137.47	3806.81	4643.63	3294.43	4120.61	2680.71	3289.69	2808.05	2684.72	2517.41	3321.19	2716.17	2546.7	3445.39	2893.9	3797.9	2795.65	2366.31	4804.25	1735.63	4214.17	3444.29	3170.51	1865.94	6612.92	2102.78	2674.97	2940.04	3117.23	2669.49	2253.99	2822.75	2636.42	3994.17	3113.08	3416.46	4198.62	4333.85	2555.15	3000.11	3424.27	2576.8	1667.6	2014.98	2707.34	3307.32	4381.31	2294.03	3431.54	2433.37	2346.5	3156.09	2797.52	4248.96	2011.09	4069.35	4611.09
ENSG00000130939	198.937	172.763	183.695	258.593	162.356	118.169	175.211	101.687	214.285	229.505	194.238	273.742	164.209	309.778	167.726	191.612	150.848	239.621	147.371	150.916	129.66	246.681	246.475	195.37	130.248	208.335	157.943	122.461	134.474	143.032	93.521	161.52	181.693	177.666	201.378	194.87	120.121	197.651	309.369	117.92	150.417	180.083	205.343	152.125	248.368	222.967	173.51	172.172	178.906	200.724	82.4228	111.561	193.815	198.43	135.291	149.486	276.197	185.177	175.075	122.097	154.968	288.649	202.398	197.989	196.993	120.853	125.616	140.296	195.556	172.34	172.199	183.25	110.798	218.618	196.211	155.595	150.794	177.764	203.35	83.8759	213.322	143.333	207.02	233.074	188.772	155.319	173.356	193.979	171.112	183.924	123.583	176.891	228.6	203.107	124.225	278.886	176.899	139.815	169.484	100.632	134.523	166.713	263.756	117.8	147.979	131.801	56.7899	110.718	224.065	171.405	209.218	104.353	218.662	243.258	239.455	300.598	173.386	150.42	134.876	209.582	155.61	251.017	204.196	185.338	183.519	186.376	183.92	131.581	126.17	130.62	106.214	127.591	190.553	252.562	163.48	192.055	179.407	150.069	217.197	111.476	178.069	112.741	99.5257	137.953	237.431	178.584	256.511	162.418	230.111	99.9938	181.027	160.099	135.407	203.353	278.813	210.335	189.583	195.972	205.374	185.283	186.67	175.906	189.851	205.519	143.624	230.548	235.106	217.706	159.96	211.482	244.286	210.401	128.567	154.376	141.23	34.5297	200.219	153.713	128.362
ENSG00000130956	1421.43	2071.15	2611.66	2102.49	1404.69	2192.81	1853.56	1722.83	1561.4	1574.18	1867.24	893.476	1722.34	2341.12	1511.78	2332.02	2321.23	2692.35	2049.65	1598.89	1383.71	2464.34	1081.31	2630.77	2051.15	1514.91	1834.73	2513.5	2596.04	2375.93	888.434	1912.45	1961.09	844.709	1714.43	2160.7	540.576	1954	1537.04	1096.84	2281.97	1672.13	1611.49	2438.9	3065.77	1328.9	1786.51	867.639	1717.74	2117.9	1262.71	2089.9	2165.18	1744.67	1432.83	2177.6	1635.78	960.473	1888.21	956.692	2653.77	1455.23	1892.68	2317.9	1543.4	1606.32	1494.5	1037.75	1164.82	2147.8	918.36	1575.15	2087.52	1358.21	1087.31	1171.69	1393.46	1980.62	2204.57	2380.08	2061.48	2251.42	2169.59	1769.36	3372.79	2367.95	2513.06	2150.67	2431.16	1411.61	1807.17	2563.59	1279.15	1607.36	531.463	2614.79	2253.71	3252.96	1479.58	1286.82	2209.84	1656.93	1883.88	1803.21	3235.1	2459.23	1452.63	1238.54	1748.34	1472.07	1739.98	1726.89	1905.14	1677.32	1924.73	1147.83	2097.14	736.175	2303.9	1706.18	1222.16	1972.96	1395.59	1786.77	2192.88	865.176	1161.25	2497.76	1473.83	1223.76	1818.64	1705.88	1166.07	3979.19	2040.07	1580.44	2098.82	1756.5	1909.86	1585.8	1784.28	2321.03	1369.98	1654.72	1883.41	1676.38	914.093	2351.63	1920.83	2159.61	1573.79	2286.41	2335.69	1684.17	2193.74	1258.32	2059.43	1894.5	1104.46	863.642	2231.19	2187.25	1568.31	2036.63	2062.72	1370.25	2100.99	1063.07	838.243	1739.17	1942.69	1329.58	1741.7	1685.24	1741.55	1216.19	2060	827.984	2195.01
ENSG00000131013	180.545	145.19	127.992	159.032	176.349	130.68	164.513	81.6423	141.861	124.134	98.9853	158.431	155.72	171.588	148.342	146.488	146.837	85.233	118.882	135.07	173.512	171.126	120.368	133.005	107.325	148.39	136.418	22.3947	136.692	97.9936	186.272	121.375	137.875	130.487	110.085	182.113	18.4955	157.715	99.1566	113.047	120.332	118.373	122.236	119.533	146.675	164.229	76.3245	117.414	182.825	171.228	157.81	141.876	143.569	168.044	118.008	189.581	127.047	89.4928	125.765	103.79	181.129	169.256	175.224	151.482	131.622	76.0921	154.665	124.461	276.023	141.341	173.703	53.6105	150.529	158.474	187.395	133.881	119.89	94.2275	143.927	168.484	136.891	117.655	177.281	143.535	129.158	71.7825	112.721	126.862	113.059	231.704	125.026	98.9456	104.617	136.145	217.483	139.099	154.847	116.998	164.102	112.201	106.564	83.6708	132.989	126.566	123.678	166.942	56.8114	156.722	99.3445	114.669	132.142	166.778	121.851	130.933	133.477	139.519	121.836	168.928	97.5247	97.09	175.72	159.751	126.5	134.052	106.413	144.173	139.677	150.625	113.566	90.742	102.023	182.113	115.717	192.459	143.648	256.709	123.478	102.188	166.999	107.569	103.329	149.565	146.191	187.442	74.5609	167.17	153.991	166.934	122.86	124.023	138.168	96.0852	117.325	103.369	143.305	127.637	153.743	154.415	92.4428	158.553	194.114	75.9659	209.459	133.849	147.655	201.353	152.474	146.175	118.596	198.786	121.063	138.599	131.765	96.4181	152.603	2.53249	223.937	129.874	134.772
ENSG00000131051	1263.345	2063.4	1333.73	2386.08	2080.125	1655.565	1883.765	2022.29	1982.74	1619.8055	2008.605	1827.79	1385.465	782.8115	2246.615	2203.58	1639.27	1639.76	1727.385	1683.06	1517.085	1951.66	1295.3855	1571.71	1573.46	1936.905	1884.475	735.0315	1547.1955	1287.37	2579.355	1784.165	2252.34	1921.9565	2849.055	1694.94	612.733	1832.705	1109.9005	1913.81	2122.375	1558.23	1189.0235	1547.105	2197.18	1981.255	1266.725	2524.95	2594	1688.16	2173.68	1670.01	2407.975	1671.115	2126.425	1401.685	1458.945	2462.645	1808.09	1888.23	1369.8775	2270.2	925.993	2201.205	1773.0105	2134.24	1675.16	2143.565	1710.445	2050.915	2104.96	1091.415	1600.855	2125.61	1429.26	2457.72	2405.195	1666.29	1529.83	1497.84	1548.735	2282	2080.465	1823.385	1682.315	1852.005	1521.96	2169.27	1786.01	2003	2199.33	1189.255	1904.965	1186.312	2564.605	2224.875	2036.245	1848.815	2018.645	1729.007	1737.45	2475.89	1789.48	1539.8945	1723.255	1859.405	1726.095	2634.83	1584.45	1492.66	1877.57	1805.075	1611.53	2156.935	1717.87	1169.715	2138.14	1939.635	2018.735	2180.41	2654.7	1796.41	1781.88	1931.865	1682.478	2304.33	1774.33	1392.57	1873.725	2508.075	1818.36	1840.68	2580.14	1752.515	1685.265	1550.34	1495.5385	1668.865	1704.335	1763.71	1257.8805	2226.775	1379.143	1510.66	2081.765	2050.395	1587.1765	2219.08	1989.635	1244.655	2042.14	2113.04	2130.19	1829.165	1544.79	2814.22	1447.235	2252.245	2645.935	1157.119	1929.225	1915.86	2807.12	2470.655	1833.81	1908.905	2857.655	1209.3905	1338.3415	1603.155	1130.3215	1221.817	2184.18	1986.75	1857.565	965.8465	2332.775	2385.61	1798.6065
ENSG00000131069	1326.68	1606.99	1350.53	2344.23	868.63	945.552	2647.65	1254.49	2457.17	2363.99	2398.27	2041.22	1073.21	1892.35	3190.17	2787.78	2897.18	1880.4	2233.22	2615.65	2445.91	3378.67	638.012	2222.01	2152.22	1492.93	2251.73	1525.46	746.558	3056.64	1060.1	3336.86	1698.16	623.986	3566.69	2003.94	611.382	1999.71	1638.62	522.187	2604.26	1024.77	1757.29	2747.54	2915.3	2003.1	845.181	682.368	3378.96	2765.61	784.754	770.699	2481.33	2338.64	2859.68	784.8	1833.05	673.897	995.817	489.069	717.441	1877.81	1820.53	2049.17	2655.28	3341.68	1799.92	516.548	1060.66	1437.45	714.498	1606.49	2757.5	1741.06	1223.28	703.009	977.932	2510.22	1138.12	2370.19	1797.31	2870.68	2866.12	2373.29	2442.93	3406.12	2184.96	3650.79	3033.54	2739.36	2510.89	2545.39	1159.52	2202.78	619.602	2959.74	1606	2760.76	2422.94	484.374	1390.39	1102.14	2706.67	972.17	2305	1394.08	2661.25	771.499	2761.04	1056.49	2313.27	805.279	2044.39	2582.54	2727.68	686.416	1753.34	559.314	2669.23	1033.1	871.302	2086.25	2453.41	2296.46	1137.91	704.37	2044.49	1410.37	1084.41	791.016	1919.44	1032.79	691.657	2720.2	2118.26	1437.77	926.972	1201.39	2086.64	2717.22	1119.1	2701.64	1589.64	2133.62	2780.69	2169.34	548.724	2755.99	2830.85	3003.91	2137.93	3001.63	2571.8	3288.26	2195.2	963.147	2298.03	1297.52	783.753	390.87	1068.2	2720.2	3833.1	3011.12	2347.14	2168.38	4198.91	1639.21	678.998	2374.59	1506.85	1884.23	2321.05	2553.59	2669.51	658.696	2512.43	619.69	1290.94
ENSG00000131094	777.277	1417.17	965.746	1153.88	1419.73	1985.38	2154.8	1703.57	1603.29	1444.7	1229.68	680.762	1763.94	1963.42	1846.42	2075.3	1837.76	1746.41	1295.37	1435.99	1831.76	1729.4	1274.36	1697.86	1152.4	1586.65	1050.76	813.421	2166.31	1977.2	4705.98	1861.6	2000.36	3083.92	1099.17	1547.48	1027.82	1353.6	1973.32	1370.19	1456.55	1843.05	1656.38	1993.04	1506.08	1041.37	1393.05	1764.57	932.511	2254.69	1819.7	1595.47	1034.06	1605.85	1624.38	1500.17	792.729	1329.32	1264.12	2094.5	1503.88	1523.84	1917.51	1095.93	1318.86	1972.85	968.224	2100.63	466.536	1541.09	2744.52	1437.44	2179.24	792.307	2162.55	2064.78	1916.36	1084.37	1122.9	1986.37	2352.75	1961.05	1491.33	1241	1251.07	2258.01	1530.91	1201.95	1416.33	1671.77	1575.63	1953.43	1850.21	1938	1337.63	1878.57	1651.42	1652.23	1372.43	3020.17	1332.02	2245.71	1315.28	1860.02	1510.88	1925.76	1118.35	1870.33	2207.14	2224.89	1307.51	1697.44	1064.96	971.752	1927.77	1801.57	1178.8	1341.52	1311.45	2175.26	1159.23	629.006	956.751	1069.76	3014.06	1482.69	884.169	2679.68	1972.87	2231.56	1371.68	1219.33	1977.51	1559.01	1927.07	768.533	2248.97	2655.78	1078.27	1586.4	3038.32	1015.73	2436.79	1791.94	1552.78	1666.71	1523.73	1720.67	2109.92	2922.87	1404.84	1538.58	1911.03	2021.35	1335.47	1155.67	2131.5	1461.38	1408.71	2842.46	1316.6	1302.84	1282.04	1248.44	2575.52	1651.21	2361.51	843.177	1081.97	487.201	1928.14	1331.26	1244.04	1396.43	2216.21	2929.24	929.772	1872.11	2187.88
ENSG00000131171	1228.68	2487.84	953.254	1994.62	1789.73	1223.22	1252.11	748.661	1234.13	860.058	1371.68	1961.14	1885.86	891.172	1517.03	2042.47	1407.2	1840.67	1156.63	1743.78	1032.9	1938.01	886.021	1089.72	787.301	2251.61	971.657	2957.06	1073.98	1007.34	2270.32	1276.26	1601.32	326.571	1819.87	2365.45	376.209	1587.71	934.732	953.152	1838.75	327.907	932.066	1508.97	2222.02	1413.03	1491.06	1633.03	2545.33	1477.19	1050.58	1202.44	1456.13	1136.82	1186.79	1338.25	604.612	1026.68	1974.65	1356.5	1418.29	934.711	764.325	1603.81	1489.49	1733.79	1243.91	1795.47	1338.19	1698.92	1131.97	826.321	1651.81	1285.36	1342.09	2135.01	1858.45	1969.56	1794.12	1860.85	2154.34	1301.1	1936.55	1818.61	1631.08	1535.65	1533.23	1851.09	1263.41	1845.22	1244.14	1312.34	1284.24	1446.23	1483.63	1445.46	1777.54	678.591	2691.1	411.604	1457.15	1318.17	1296.47	520.858	1221.63	2098.43	1035.42	2005.54	1495.53	893.08	1665.44	1373.86	1514.6	1625.72	1098.03	1020.39	1482.62	1223.23	1474.18	1100.72	2018.43	1373.29	848.586	1423.43	971.064	1209.57	1412.82	1311.13	1389.69	1648.35	1003.05	2204.73	960.954	939.262	1158.11	1184.59	958.724	827.702	2363.29	1474.71	485.792	2103.85	407.36	1308.21	1172.31	1725.17	624.913	1829.2	1017.57	1037.51	894.838	1279.8	1318.99	1302.16	1335.77	1042.82	1845.39	2285.22	1256.69	611.153	2573.29	1480.92	2354.45	2368.11	1352.15	2138.05	2378.71	992.957	482.698	1067.31	1477.94	1617.79	1743.32	1045.93	1209.77	392.437	2411.38	1396.16	985.253
ENSG00000131236	3916.97	3768.895	3265.335	2609.555	4010.345	3509.59	3143.675	3707.6	3062.21	3527.19	3459.51	3276.055	3111.86	3547.2	3506.335	3015.52	3791.89	2073.89	2953.52	3865.85	3167.755	3821.625	5511.465	3725.055	3428.435	3051.83	2874.275	2754.11	3130.9	2939.515	4558.6	2700.21	3297.865	4460.825	2804.79	3080.805	2132.485	3247.96	2919.985	5081.655	2944.54	3483.82	2875.58	2989.89	3388.165	3984.38	2691.175	6171.22	2950.935	3290.87	5899.48	3400.505	2557.25	3114.62	3129.25	2360.87	4137.49	6075.415	3286.925	4685.81	3856.03	3078.455	3036.475	2571.495	3373.24	2958.525	4114.655	4165.575	3366.465	3664.865	5123.12	3451.395	3654.035	4185.255	1967.785	4570.095	4159.02	3793.05	3420.545	3135.72	2120.52	2880.125	2670.83	3366.925	4186.24	3249.605	2805.96	2433.135	3786.49	3115.785	3436.79	3339.27	3642.725	3513.9	5767.685	3035.385	3436.63	3614.945	3066.52	5080.35	3640.095	4883.23	2997.055	3370.345	3484.13	3231.745	3519.56	5928.285	2215.38	3377.645	3020.705	3706.73	2933.9	2421.8185	3234.12	5070.45	3623.585	5578.205	3160.255	4881.655	6062.235	3953.38	3411.43	3349.585	3209.585	3438.64411	4422.905	3818.865	3370.545	4533.15	3288.285	3207.43	4455.325	3352.125	3263.12	3259.99	3344.35	3580.44	2976.015	3390.735	3673.065	2772.49	4226.06	2742.075	3410.125	2417.55	6218.85	3012.43	3398.215	2949.01	2994.97	3242.125	3100.925	3864.99	3351.86	5891.525	2955.345	3570.115	5604.9	4572.79	3500.76	3633.25	2742.88	2719.44	3318.39	2493.97	3330.95	3188.62	7087.62	3870.32	2884.145	2773.075	2649.625	2859.625	2996.52	4382.12	2762.98	5686.035	3917.02
ENSG00000131242	577.193	996.912	1444.27	786.312	640.624	1046.23	710.965	1771.67	602.712	754.657	1296.8	553.273	845.532	954.893	1232.35	1152.81	1213.93	1461.64	1207.87	682.611	918.169	1279.35	401.393	1073.01	1223.37	992.868	824.656	583.956	1230.46	1641.25	1329.27	1152.51	1161.59	822.572	513.172	1098.05	1005.57	1374.13	668.542	538.677	1310.46	1909.85	1034.55	1174.95	1098.35	682.751	808.938	594.542	1021.89	1230.24	568.92	973.888	1006.5	850.522	1220.43	815.641	614.212	402.827	1145.67	396.097	995.095	1398.55	1140.92	1099.84	748.451	1250.81	575.178	495.123	443.393	1093.17	686.238	1440.64	1242.4	698.625	996.241	817.611	1118.03	1382.47	1344.32	1071.11	1099.96	1218.75	1323.05	1153.75	971.133	1429.98	1450.64	763.188	1202.17	1287.79	1509.85	1381.14	1113.45	1004.57	415.963	1350.73	1477.57	1585.53	1207.28	1012.82	1431.59	854.742	1309.47	1877.44	1449.73	959.014	1634.13	546.807	1256.25	1283.48	946.815	1077.93	1056.8	1004.52	1090.46	445.63	1213.68	471.309	1431.82	873.094	547.595	701.505	794.262	652.869	1187.29	564.759	553.442	1226.06	1010.53	1063.63	1663.6	1069.17	1100.96	1313.32	1390.1	614.319	1150.48	1564.54	1260	1330.46	1539.41	1509.79	1568.77	1022.34	1258.71	1231.88	331.306	1441.44	1272.37	1205.52	1424.74	1088.84	1860.15	1135.62	1541.4	453.783	1465.9	958.31	424.089	789.056	767.588	1209.36	767.287	1100.28	1168.14	877.123	851.474	531.989	440.917	661.993	1299.88	630.836	984.236	984.062	1422.21	1402.42	1124.63	454.445	1648.78
ENSG00000131323	287.454	685.824	749.916	573.003	444.162	841.689	463.877	606.346	565.843	485.961	530.209	368.824	496.945	481.045	583.714	503.398	534.847	503.566	570.258	545.372	557.03	663.026	446.242	494.868	383.987	628.656	447.44	805.483	581.28	507.384	902.578	508.399	710.268	463.288	980.725	587.047	34.271	604.954	446.937	270.299	429.02	631.77	576.52	737.998	746.14	437.126	405.736	483.277	618.141	552.137	420.361	724.161	476.047	487.759	790.275	646.162	38.9123	406.458	704.488	596.959	614.675	698.462	503.679	597.723	575.357	537.061	93.1873	520.303	425.163	669.046	543.243	610.055	669.932	518.763	529.923	522.462	428.464	690.245	532.021	580.376	294.876	448.425	658.388	48.6423	626.51	609.27	588.604	1121.66	609.036	529.073	562.155	486.249	521.85	435.606	471.994	649.593	674.097	447.558	644.033	412.829	658.772	411.608	616.841	489.282	626.805	564.716	529.828	411.791	440.029	695.794	536.086	616.905	614.55	543.941	537.435	428.187	633.325	325.882	797.692	334.057	567.093	70.6686	482.08	557.642	755.824	433.131	499.475	575.135	545.681	514.48	496.538	678.824	410.386	471.64	598.308	281.113	650.265	520.533	724.035	602.91	482.992	593.062	546.862	500.06	579.329	310.692	389.241	481.935	542.927	659.633	392.153	396.32	628.256	498.461	506.135	472.105	567.316	533.504	489.547	400.608	470.17	619.177	860.537	477.144	520.277	398.67	647.544	269.611	386.107	157.137	611.355	441.842	495.215	634.054	738.799	535.206	594.355	439.189	817.458
