GSM7573.tmn_LEVEL	GSM31427.tmn_LEVEL	GSM31323.tmn_LEVEL	GSM4473.tmn_LEVEL	GSM4476.tmn_LEVEL	GSM31494.tmn_LEVEL	GSM31468.tmn_LEVEL	GSM31370.tmn_LEVEL	GSM31474.tmn_LEVEL	GSM31361.tmn_LEVEL	GSM4458.tmn_LEVEL	GSM4469.tmn_LEVEL	GSM31421.tmn_LEVEL	GSM31514.tmn_LEVEL	GSM4446.tmn_LEVEL	GSM4443.tmn_LEVEL	GSM4432.tmn_LEVEL	GSM4480.tmn_LEVEL	GSM31379.tmn_LEVEL	GSM31465.tmn_LEVEL	GSM31503.tmn_LEVEL	GSM4454.tmn_LEVEL	GSM31553.tmn_LEVEL	GSM4445.tmn_LEVEL	GSM31565.tmn_LEVEL	GSM31426.tmn_LEVEL	GSM31377.tmn_LEVEL	GSM31336.tmn_LEVEL	GSM31347.tmn_LEVEL	GSM31444.tmn_LEVEL	GSM31606.tmn_LEVEL	GSM4429.tmn_LEVEL	GSM4451.tmn_LEVEL	GSM31607.tmn_LEVEL	GSM31252.tmn_LEVEL	GSM31402.tmn_LEVEL	GSM7588.tmn_LEVEL	GSM4461.tmn_LEVEL	GSM31516.tmn_LEVEL	GSM7594.tmn_LEVEL	GSM4486.tmn_LEVEL	GSM31372.tmn_LEVEL	GSM31523.tmn_LEVEL	GSM31404.tmn_LEVEL	GSM4438.tmn_LEVEL	GSM31531.tmn_LEVEL	GSM31501.tmn_LEVEL	GSM31591.tmn_LEVEL	GSM7579.tmn_LEVEL	GSM31438.tmn_LEVEL	GSM31592.tmn_LEVEL	GSM31387.tmn_LEVEL	GSM4474.tmn_LEVEL	GSM31570.tmn_LEVEL	GSM7585.tmn_LEVEL	GSM31393.tmn_LEVEL	GSM4466.tmn_LEVEL	GSM31579.tmn_LEVEL	GSM4465.tmn_LEVEL	GSM31615.tmn_LEVEL	GSM4453.tmn_LEVEL	GSM4439.tmn_LEVEL	GSM31517.tmn_LEVEL	GSM31374.tmn_LEVEL	GSM31355.tmn_LEVEL	GSM4448.tmn_LEVEL	GSM31193.tmn_LEVEL	GSM31596.tmn_LEVEL	GSM7567.tmn_LEVEL	GSM4463.tmn_LEVEL	GSM31612.tmn_LEVEL	GSM31259.tmn_LEVEL	GSM4430.tmn_LEVEL	GSM31530.tmn_LEVEL	GSM31463.tmn_LEVEL	GSM31543.tmn_LEVEL	GSM31544.tmn_LEVEL	GSM31275.tmn_LEVEL	GSM31301.tmn_LEVEL	GSM31408.tmn_LEVEL	GSM4479.tmn_LEVEL	GSM4449.tmn_LEVEL	GSM31227.tmn_LEVEL	GSM31195.tmn_LEVEL	GSM4456.tmn_LEVEL	GSM31436.tmn_LEVEL	GSM31327.tmn_LEVEL	GSM31255.tmn_LEVEL	GSM4457.tmn_LEVEL	GSM31571.tmn_LEVEL	GSM31417.tmn_LEVEL	GSM31282.tmn_LEVEL	GSM31346.tmn_LEVEL	GSM4444.tmn_LEVEL	GSM7591.tmn_LEVEL	GSM4455.tmn_LEVEL	GSM31313.tmn_LEVEL	GSM31326.tmn_LEVEL	GSM31398.tmn_LEVEL	GSM31605.tmn_LEVEL	GSM31307.tmn_LEVEL	GSM4478.tmn_LEVEL	GSM31325.tmn_LEVEL	GSM31369.tmn_LEVEL	GSM4459.tmn_LEVEL	GSM4452.tmn_LEVEL	GSM4460.tmn_LEVEL	GSM31588.tmn_LEVEL	GSM31228.tmn_LEVEL	GSM31348.tmn_LEVEL	GSM31505.tmn_LEVEL	GSM31386.tmn_LEVEL	GSM31375.tmn_LEVEL	GSM31271.tmn_LEVEL	GSM4428.tmn_LEVEL	GSM31552.tmn_LEVEL	GSM31312.tmn_LEVEL	GSM7597.tmn_LEVEL	GSM4434.tmn_LEVEL	GSM4475.tmn_LEVEL	GSM31583.tmn_LEVEL	GSM4468.tmn_LEVEL	GSM31352.tmn_LEVEL	GSM31362.tmn_LEVEL	GSM31460.tmn_LEVEL	GSM7600.tmn_LEVEL	GSM31535.tmn_LEVEL	GSM4450.tmn_LEVEL	GSM31495.tmn_LEVEL	GSM31540.tmn_LEVEL	GSM4441.tmn_LEVEL	GSM4464.tmn_LEVEL	GSM31549.tmn_LEVEL	GSM31322.tmn_LEVEL	GSM31279.tmn_LEVEL	GSM7570.tmn_LEVEL	GSM31461.tmn_LEVEL	GSM31477.tmn_LEVEL	GSM31667.tmn_LEVEL	GSM4427.tmn_LEVEL	GSM31476.tmn_LEVEL	GSM4483.tmn_LEVEL	GSM31490.tmn_LEVEL	GSM31486.tmn_LEVEL	GSM4436.tmn_LEVEL	GSM4471.tmn_LEVEL	GSM31560.tmn_LEVEL	GSM4481.tmn_LEVEL	GSM4442.tmn_LEVEL	GSM31435.tmn_LEVEL	GSM4437.tmn_LEVEL	GSM4447.tmn_LEVEL	GSM31331.tmn_LEVEL	GSM4440.tmn_LEVEL	GSM31508.tmn_LEVEL	GSM31573.tmn_LEVEL	GSM4426.tmn_LEVEL	GSM4462.tmn_LEVEL	GSM31576.tmn_LEVEL	GSM31608.tmn_LEVEL	GSM31419.tmn_LEVEL	GSM4435.tmn_LEVEL	GSM7582.tmn_LEVEL	GSM4482.tmn_LEVEL	GSM4484.tmn_LEVEL	GSM4472.tmn_LEVEL	GSM4485.tmn_LEVEL	GSM7576.tmn_LEVEL	GSM31555.tmn_LEVEL	GSM4470.tmn_LEVEL	GSM31261.tmn_LEVEL	GSM31467.tmn_LEVEL	GSM31804.tmn_LEVEL	GSM31484.tmn_LEVEL	GSM4431.tmn_LEVEL	GSM31529.tmn_LEVEL	GSM31262.tmn_LEVEL	GSM31581.tmn_LEVEL	GSM31367.tmn_LEVEL
ENSG00000131381	436.225	732.815	738.682	449.988	449.413	499.966	486.753	641.282	455.569	480.266	694.093	491.151	637.882	517.41	792.457	556.258	753.047	534.943	586.728	443.994	644.203	501.332	298.876	588.634	405.995	823.843	831.382	316.693	445.913	429.398	189.291	652.912	613.599	693.372	658.884	600.179	423.263	688.495	364.226	519.537	372.07	639.436	575.607	517.614	750.37	437.57	408.226	408.192	508.2	528.447	341.651	531.184	390.358	401.11	516.371	372.932	405.896	449.293	579.654	520.237	581.558	663.638	450.463	547.658	490.157	622.012	328.958	456.734	379.709	792.613	643.84	646.694	671.748	346.618	735.137	479.774	420.31	1090.22	791.386	325.356	561.979	645.471	473.188	411.577	674.697	527.629	643.564	851.455	661.916	546.111	678.357	716.081	573.447	641.962	589.873	613.544	853.915	483.019	797.214	498.896	768.354	463.125	628.21	555.622	531.599	685.979	989.293	377.854	728.458	486.967	610.611	513.189	545.88	542.826	668.851	245.407	756.047	496.28	751.937	439.833	321.242	305.191	498.575	538.248	739.897	615.277	350.398	654.981	564.159	443.682	679.305	623.082	449.83	628.706	560.505	490.359	360.817	801.012	768.846	355.38	465.055	584.774	777.96	559.404	693.111	488.689	281.383	563.608	553.555	626.119	647.573	726.172	762.069	664.365	729.387	556.144	613.514	689.744	410.022	530.145	635.95	850.172	605.274	490.477	441.051	538.333	575.407	572.253	378.696	408	527.467	396.772	463.951	623.98	597.32	544.581	189.789	343.226	578.467
ENSG00000131389	1603.47	1739.795	1487.86	866.0695	2227.19	1667.81	2125.53	2015.765	1452.225	1871.66	1110.325	2020.485	1848.36	1582.095	1050.23	1632.965	1760.755	2224.69	1110.2	1883.115	1114.195	1991.425	2301.115	1953.965	995.703	2250.265	1170.565	1479.555	1709.405	1385.76	538.4815	1378.935	1525.835	2429.965	2225.505	1785.855	526.54	1191	1444	3553.14	711.9385	2223.7	1457.775	1346.14	1843.93	1638.97	1410.43	2783.43	1089.26	1169.933	2876.81	1819.185	642.1275	1141.86	1243.57	1470.29	1088.66	2897.46	1273.76	3284.065	1718.87	1395.4705	1066.4635	1016.367	1753.225	971.7245	1474.345	2768.54	1778.89	2418.625	3298.745	1971.18	1419.715	1236.62	1417.47	2380.095	2058.39	2192.725	1977.01	1385.465	1729.29	1160.135	1332.115	956.654	1554.75	1217.525	1469.66	1930.005	1788.65	1071.11	1361.19	1535.31	1838.795	2136.53	3890.7	2195.32	1581.685	1180.6315	1757.22	2609.785	1933.75	2104.235	1379.545	1823.2	1040.341	1322.805	1496.11	2973.4	1961.86	1974.7	1091.475	968.678	1081.276	1368.885	1697.14	1933.55	1761.63	3154.215	2519.5	1709.13	3187.24	1156.805	1925.645	1709.165	1397.94	4354.09	1451.52	1599.505	1631.155	2305.035	1540.31	1559.175	2087.69	1179.895	1314.51	1982.15	1914.64	2210.905	1908.21	1521.085	1838.375	767.199	1905.465	726.208	1043.977	491.011	2738.355	1109.17	1485.77	1516.545	1124.885	1156.405	1418.585	1474.42	1764.405	2516.38	2045.415	2188.69	2541.125	2304.72	1982.8	2278.575	1276.255	888.828	1488.755	1007.1985	1415.565	2275.95	2204.935	1343.77	2242.22	2040.135	1093.51	1077.156	1339.155	2001.77	1148.1	3153.125	1858.405
ENSG00000131409	1279.92	1705.02	2573.49	1361.4	1145.36	2784.56	2019.26	2348.29	2147.06	2777.83	2309.37	1094.68	2219.99	3092.72	2017.05	2288.37	2340.01	2838.36	2259.69	1980.13	2228.69	2846.44	1818.28	2568.29	2536.17	1767.21	2064.49	3032.62	2946.45	2961.88	3428.66	1928.92	2210.87	2105.23	1290.96	2148.23	1021.24	2150.76	1977.48	1522.71	2309.53	2974.17	2371.12	2404.14	2089.83	2192.9	1995.12	1568.17	1830.26	2797.64	1864.65	2126.14	1583.42	1715.98	2226.91	2020.89	1797.23	1338.86	2580.56	1693.78	2120.72	2263.14	2910.04	1843.61	1986.22	2284.8	1603.94	1742.09	1081.21	2340.34	2093.72	3411.23	2654.5	1701.05	3018.06	1943.09	2424.14	2166.7	1690.49	2401.71	2856.95	2194.61	1881.14	1839.34	2345.62	2438.9	2339.76	1537.73	2783	1902.92	2410.43	3325.13	2694.14	2653.55	1255.17	2626.34	2276.86	2949.6	1811.65	2292.46	1702.45	3201.49	1813.97	2794.87	2131.74	2139.43	2233.51	1823.13	2540.57	3319.16	1581.8	2055.85	2061.93	1701.74	2395.46	2372.46	1729.03	1297.51	2356.73	3292.79	1675.82	1898.55	1839.07	1651.39	3602.32	78.7026	1879.47	2980.87	2203.32	2173.65	2934.27	2178.05	2151.35	2874.4	2693.24	1441.78	3220.13	2986.01	2300.94	2548.19	3354.62	1518.49	2760.16	2216.48	2119.49	2488.91	2176.25	2495.1	2546.85	3125.63	2191.44	1921.98	2644.52	2571.65	3040.11	1177.12	3315.84	1953.67	1135.17	1911.38	1978.47	1802.98	1861.56	1506.16	3594.49	2175.8	3357.88	1662.33	2609.69	1651.86	3191.75	1978.89	1947.45	1898.99	2276.03	3595.52	1523.29	1705.25	3252.74
ENSG00000131477	2724.31	1946.55	3368.64	2086.33	1862.34	3106.68	3257.27	2840.84	2484.54	3261.1	2505.61	2062.25	2792.37	3494.84	1844.63	2020.99	2807.4	2565.37	3090.05	2747.83	2959.5	2435.48	3774.79	2374.08	2124.95	2541.45	2718.45	2824.95	3104.59	2461.76	1797.61	3382.8	2201.05	4018.38	2556.34	2604.33	1898.16	2440.06	3250.67	2558.58	1786.41	2747.94	2465.48	2319.79	2020.43	2312.45	2143.91	2069.64	1580.51	2404.65	2458.89	2949.82	2020.1	1940.6	2035.36	2557.01	2327.17	2337.21	2469.51	3426.24	2176.3	2537.49	2840.84	2798.37	3198.95	2404.5	2365.7	3669.57	2274.62	1873.6	4227.97	2265.31	2391.6	2533.12	3093.21	1731.69	2289.56	2441.93	2258.62	2290.83	2361.75	2784.42	2027.69	1561	2656.94	2279.15	2428.45	3118.48	2847.46	2203.31	2198.26	2605.84	2894.28	2788.73	2350.52	2606.47	2369.55	2015.65	2139.49	3819.95	2378.47	2560.61	2109.91	3401.03	2783.91	2385.71	2357.44	1830.45	2153.95	3315.44	2345.77	2369.45	2412.21	1945.21	2950.76	3102.98	2145.51	2194.77	2288.95	2618.98	2280.94	2296.48	3338.71	2966.89	3264.21	2258.54	2617.95	2521.57	2718.73	2255.09	2415.76	2154.75	2712.95	2636.46	2967.07	2936.45	3053.19	3243.5	2486.84	2588.92	3749.58	1859.24	2121.35	3058.22	2350.77	2038.65	4350.91	2956.95	2434.9	3187.58	2803.27	2395.9	2350.84	2469.67	2600.63	1524.5	2343.55	2043.06	2467.36	3595.28	2038.76	2418.26	1742.7	2011.84	2565.49	1180.9	2113.23	2714.7	3546.38	2058.83	2897.38	2552.66	2510.18	2974.14	2185.22	3925.86	1918.91	2280.74	3768.71
ENSG00000131507	1820.6	4400.62	3733.14	3972.45	3867.71	4008.05	3219.54	3560.55	3740.71	3732.26	4054.71	4476.61	3993.01	2041.66	4924.19	4643.92	3697.12	3666.88	4403.36	2805.71	3854.71	5125.78	2497.31	3910.92	3111.45	3698.41	4881.51	7448.42	3497.33	2573.05	4022.65	3524.49	5116.45	2056.69	4901.89	4005.88	454.623	4955.61	2723.71	3887.06	3536.55	2444.25	2713.74	3516.34	4976.66	3445.11	3429.3	3731.04	5338.53	4463.27	3271.88	4588.62	4202.03	3103.81	3659.79	3465.11	2624.95	4275.22	5111.23	3489.93	3490.4	5771.13	2458.09	4827.71	3946.01	4994.55	2775.96	3936.12	3617.52	4662.82	2815.08	3213.1	3282.48	3769.62	5807.9	3977.66	3777.63	3404.37	4354.92	3564.84	3812.98	4881.96	5047.13	2281.31	4868.29	3818.66	3979.48	5452.77	4976.27	3268.79	4617.72	3836.59	3936.38	3119.72	4518.5	5135.97	3675.61	3566.73	4563.27	1500.93	4054.2	4146.61	4633.05	3180.43	3115.03	4368.13	5374.93	4682.95	3271.37	3629.55	4116.23	4236.6	4142.11	5103.05	3428.22	3238.94	4361.75	2687.63	5569.58	3566.76	4600.31	2845.48	3235.42	4492.28	3187.67	1825.08	3844.11	2849.64	3620.48	4110.31	5583.88	5892.07	4176.89	3025.49	4078.78	4165.73	2665.99	2913.3	4202.31	3202.82	2210.42	4051.32	2133.06	3732.03	4657.53	3431.28	1964.54	3769.7	3684.86	2709.87	4123.85	3828.1	4931.46	4716.48	3213.27	3285.21	3284.27	4754.43	4191.94	2819.8	5044.07	4781.62	5773.6	3970.83	4136.64	3242.66	4645.24	3544.66	1844.55	3089.25	3022.98	2243.12	3978.05	4231.85	3565.62	1540.44	4871.27	3866.08	3633.52
ENSG00000131711	6837.63	2929.41	7989.23	13408.1	10965.8	10341.4	10185	14413.9	11505.9	11475.2	9995.42	9508.26	6492	15210.3	10116.9	11713.4	8631.89	10489.8	13989.2	10755.3	13303.8	9015.13	7536.18	12678.1	12364	1798.6	14465.9	9599.86	12913.4	10703.1	9035.05	9773.22	10065.8	6715.62	7744.82	4518.05	684.691	5588.46	11644	5879.95	15886.4	12371.8	12460.5	12644.3	4698.92	12036.2	10754.3	7995.17	10350.1	12182.2	6915.96	12314.6	14775.1	11965.3	10752.9	11345.8	10876.3	7742.81	10371.3	6092.9	10329.6	9010.68	12947.6	15182.2	13700.6	8397.81	9627.4	6675.44	9969.75	5886.43	5922.7	13984.1	13093.4	13067.2	14015.2	8496.44	9479.64	5197.44	10235	11400.5	8862.49	9251.97	13574.5	11809.1	8623.37	12041.8	11079.5	8318.23	9364.19	12961.5	10868.5	12827.3	10859.2	11148.4	6167.84	6699.67	5843.44	19480.1	2290.03	6487.81	12104.3	9841.55	11790.4	12270.2	9146.97	12000.3	9731.03	7301.79	8915.29	10731.8	13819.9	11490.8	14141	13917	11770.4	9095.42	6969.8	4393.42	6892.6	9538.53	6800.39	12842.6	11954.3	13169	9834.54	6119.2	13906.5	10533.8	11001.2	7728.79	8417.47	8436.12	8848.51	18909.2	13312.2	10416.9	11380.3	11079.2	3662.3	14150.5	11614.4	14665	11161.6	12712.3	12273	7760.25	8062.62	12682.8	12088.6	13030.9	8848.16	8257.72	11246	8977.93	13779.4	9355.42	10303.6	5548.31	7161.32	7844.87	7883.55	6898.3	11904.7	14137.5	13825.8	8828.89	12855.4	10782.1	5392.6	14007.5	11771	11240.9	14209.7	13700.4	12230.7	9150.38	14385.6	7709.23	14113.8
ENSG00000131724	288.831	216.14	86.0407	320.073	309.929	170.15	252.633	186.172	301.541	235.585	129.516	374.308	212.262	133.09	159.541	211.357	100.271	172.393	188.775	332.532	191.198	222.93	271.155	263.639	143.954	270.01	175.943	186.534	162.062	73.9435	251.18	115.276	175.675	205.538	127.412	182.099	92.2666	147.34	219.947	362.839	132.95	119.52	140.145	123.028	144.551	306.056	125.034	455.242	244.702	79.9529	410.852	259.686	247.253	156.17	189.123	221.687	157.244	461.66	207.854	457.428	221.051	146.054	171.402	195.254	309.071	178.211	249.633	464.82	494.861	209.066	337.777	101.999	116.548	302.597	217.431	379.801	339.877	163.496	172.742	112.803	137.076	167.213	182.128	250.346	279.361	59.5122	88.1329	211.141	243.701	178.286	100.382	78.4205	260.948	294.671	540.427	228.677	199.748	258.586	151.994	195.459	172.305	231.648	197.674	116.617	153.921	231.799	58.3777	456.094	103.705	190.5	218.243	198.253	182.522	138.862	104.283	294.737	168.49	370.782	148.194	240.608	525.962	202.503	228.699	288.795	221.978	300.907	411.908	144.715	186.633	365.935	108.197	217.176	385.823	122.802	92.5446	423.856	187.985	150.963	150.892	82.02	105.985	131.011	114.298	172.426	84.0383	148.677	267.303	140.197	136.867	66.1436	89.4227	162.067	110.495	129.172	81.9473	447.952	127.781	207.498	467.989	198.776	270.679	154.259	290.152	146.805	111.107	243.505	160.627	323.201	293.206	178.44	171.005	186.078	124.585	179.257	71.2519	100.869	145.29	407.607	155.341
ENSG00000131771	444.745	1449.37	2212.31	988.786	523.843	1667.85	880.629	2501.22	449.468	593.353	2200.22	336.022	1422.14	1530.8	2248.52	1289.09	2136.41	2171.54	1908.96	501.413	1701.29	1528.8	415.265	1232.5	1750.98	1697.72	1530.32	984.651	2023.29	2604.35	3645.59	2120.13	1366.56	2563.56	1051.57	1856.87	625.131	2583.37	1459.11	692.829	1084.49	3406.9	1905.92	1854.15	1642.83	567.525	894.659	807.042	1501.6	1846.81	754.48	1212.58	1120.89	1169.74	1802.01	1115.9	421.402	374.941	1226.21	1198.44	1274.23	1166.41	2011.87	1370.36	649.331	1897.52	549.942	1320.65	299.245	1308.27	871.597	1577.72	1815.01	444.372	999.015	1900.72	2071.64	1716.93	1240.21	1800.38	2271.19	2218.17	1454.5	1305.45	972.862	1442.72	2104.4	1461.18	1262.21	1968.14	1954.55	2181.4	2112.58	1192.09	551.519	1371.02	1757.8	1238.75	1860.27	3018.42	1602.25	1034.29	1343.38	2465.69	2101.41	1121.14	2205.34	813.135	2531.93	2200.77	1324.02	1438.16	1486.72	1171.8	1933.92	463.402	1516.76	436.174	1712.9	817.402	439.658	446.58	564.239	542.978	2133.94	760.252	560.522	1616.21	1329.48	1898.51	2426.26	1468.75	1809.41	1497.91	2170.09	430.773	2321.78	2738.21	1689.82	1600.36	2437.5	1144.16	3279.27	1801.82	1935.68	2473.57	464.347	1791.48	1436.76	2450.76	2256.98	2417.49	2052.58	2137.21	1566.53	302.705	2356.72	1248.22	384.487	2416.44	1297.53	1613.51	1426.3	1034.09	1614.55	2291.58	950.24	466.284	411.065	423.923	1459.55	760.655	1163.12	1750.54	1576.33	2611.1	962.899	871.934	3769.78
ENSG00000132205	659.1	411.476	237.604	530.578	491.769	436.654	380.743	232.966	420.089	458.792	467.445	682.939	469.598	995.091	510.052	499.719	436.592	458.926	334.524	568.735	528.596	495.018	1274.5	396.967	413.53	435.337	437.412	174.906	304.281	820.395	852.258	511.857	607.798	488.314	289.238	595.532	105.559	429.371	1296.53	498.48	237.272	330.314	1050.65	622.611	386.719	531.732	333.629	945.172	648.331	492.285	824.147	277.898	299.768	453.994	571.784	211.65	340.49	1104.65	235.28	674.394	466.007	406.244	890.835	453.304	317.959	727.322	582.788	717.485	562.721	376.028	569.961	312.376	450.565	530.539	439.748	457.068	288.894	285.899	193.908	593.784	769.442	605.079	537.788	392.482	437.692	612.87	455.567	392.206	311.377	601.524	335.785	427.428	331.931	386.128	665.942	445.36	378.58	417.666	397.031	347.41	274.362	820.454	428.422	377.321	384.585	554.477	388.688	679.849	545.183	336.65	544.063	281.065	471.612	363.35	720.952	1817.64	255.125	557.991	399.741	494.928	1213.78	362.546	395.231	293.941	557.275	960.082	630.906	481.686	586.258	304.328	264.098	282.687	389.72	588.597	377.471	457.787	451.731	420.81	396.132	578.741	359.859	427.34	322.528	757.193	339.233	519.334	1810.25	594.385	435.217	424.987	407.381	395.865	493.247	292.856	461.315	870.666	466.622	411.338	1066.24	456.588	398.211	363.814	586.161	493.757	440.598	501.609	448.213	327.251	1016.55	428.616	448.999	352.551	515.52	501.991	578.275	294.987	339.184	935.761	340.411
ENSG00000132254	1321.57	1281.86	1384.67	1661.41	1390.54	1410.87	1468.58	1192.33	1527.07	1233.3	1290.4	1474.4	1435.17	1735.24	1211.86	1314.25	1583.17	1096.72	1534.35	1302.42	1355.6	1262	1177	1603.78	1473.27	1198.69	1417.1	1865.62	1295.57	1374.76	1328.86	1220.21	1463.62	1416.88	1350.65	1380.19	1272.09	1250.64	1551.26	1132.12	1841.21	1363.55	1492.05	1410.65	1307.84	1541.13	1448.08	1204.11	1244.53	1292.91	1365.16	1454.5	1706.93	1312.11	1428.27	1621.26	2124.34	1266.81	1312.85	1202.28	1602.26	1592.79	1611.4	1636.6	1284.34	1226.47	1430.05	1116.16	1393.93	1299.46	1187.94	1106.02	1211.76	1435.31	1790.29	1210.74	1241.13	1054.94	1353.85	964.603	1210.03	1421.66	1731.38	1302.16	1413.84	1009.95	1382.66	1280.68	1135.05	1283.44	1397.43	1431.07	1251.07	1593.73	1472.61	1359.99	1484.84	873.798	1295.21	1214.93	1368.54	1322.87	1310.71	1172.67	1570.04	1581.43	951.85	1393.36	916.549	1333.5	1327.27	1279.57	1605.6	1571.17	1291.94	1328.83	1357.05	1173.09	1473.03	1495.14	1105.11	1810.45	1469.49	1459.48	1418.79	1259.65	1442.96	1415.92	1229.27	1272.89	1229.21	1228.35	1344.55	1150.98	1445.74	1276.83	1455.18	1361.49	1229.47	1289.29	1369.79	1328.51	1167.97	1686.22	1387.38	1291.47	1342.42	1539.36	1400.16	1623.07	1383.71	1382.54	1109.11	1662.27	1279	1282.73	1497.18	1442	1308.61	1314.46	1447.99	1269.09	1437.47	1640.71	1451.87	1206.93	1350.43	1227.23	1441.88	1976.44	1303.66	1494.42	1738.68	1348.25	1341.45	1690.73	1371.62	1282.08	1424.2
ENSG00000132294	244.402	1076.33	1469.84	969.591	871.095	1280.01	791.879	1551.09	632.084	1113.66	1131.67	944.504	490.085	570.67	908.911	821.764	909.213	1070.71	1146.19	770.107	728.276	954.052	556.527	823.217	483.93	1204.16	1134.39	1294.2	935.075	637.309	446.256	872.884	884.31	513.369	1734.01	1155.11	174.325	1735.44	507.214	472.086	750.945	546.773	707.485	937.344	1486.44	798.704	484.696	501.991	1111.6	738.32	675.476	1110.71	731.879	462.625	793.59	723.12	394.362	664.579	1095.09	891.151	724.445	677.209	653.743	1566.72	1118.61	1019.4	609.964	892.195	473.749	1670.68	504.696	1307.17	867.755	546.953	819.397	724.72	735.198	1647.05	1162.49	703.362	1189.36	1000.3	1126.97	396.015	990.186	646.936	1081.24	2118.44	1669.27	585.098	1046.02	836.227	1057.16	575	677.832	1005.45	1218.91	1092.73	1144.07	508.282	1228.6	620.878	1275.31	798.054	671.638	833.352	1641.74	440.454	1310.38	1061.52	970.499	685.388	1361.78	1269.89	898.54	365.865	1169.48	336.008	1349.88	628.399	918.149	415.287	1077.67	1148.14	897.319	682.552	441.015	810.909	1089.17	713.705	1472.81	1182.69	497.594	903.106	852.511	473.705	767.866	986.714	1587.76	806.409	704.384	698.32	747.265	577.433	1042.63	420.284	480.322	698.33	556.972	818.947	1107.64	1293.52	1154.72	972.154	1051.8	749.421	1014.61	1518.96	728.932	650.69	971.93	1397.44	1070.97	863.775	690.767	553.696	818.737	410.917	238.004	665.276	1278.86	366.128	821.358	972.75	652.661	388.55	1131.28	657.386	769.466
ENSG00000132313	815.17	825.99	960.491	718.785	467.011	920.879	1148.93	907.5	1052.77	1197.71	936.391	693.611	758.622	1478.66	861.405	1029.18	942.137	782.068	938.373	1065.43	990.513	1157.88	1275.73	1118.97	621.018	956.493	962.678	1461.99	565.651	800.557	1522.84	931.491	848.836	754.101	1014.39	1006.07	35.2758	986.551	1460.51	623.569	509.024	788.796	1298.83	869.394	1017.2	1346.3	867.079	1022.78	1018.97	768.093	927.181	916.116	733.576	694.167	1068.26	791.718	479.408	901.897	707.857	918.642	902.411	829.039	1480.92	999.204	1152.72	1168.2	1060.67	961.948	863.478	927.008	779.85	1220.94	997.847	1104.82	1222.64	960.02	444.464	1209	872.705	759.912	833.708	853.083	742.726	531.727	1120.98	786.747	1052.94	1395.33	1359.23	946.813	846.824	916.93	983.144	1178.02	727.947	1065.21	1034.55	521.593	925.764	618.136	887.118	593.031	796.881	945.659	1134.98	1063.57	983.285	1051.25	872.769	1079.46	985.494	862.821	861.396	241.787	907.009	1210.27	896.421	470.649	655.171	647.353	1062.98	601.606	862.721	1117.96	1229.8	869.258	1165.39	918.114	838.335	834.905	1240.01	944.305	810.831	672.293	1042.54	901.107	831.158	1070.33	1075.62	622.128	872.533	508.451	943.763	915.141	941.401	856.106	1438.27	807.821	906.695	677.248	802.288	921.813	968.862	894.448	1054.87	817.437	976.749	810.476	952.368	833.135	750.639	865.723	1278.34	636.939	605.081	839.222	1064.81	722.226	1117.05	393.905	1175.71	687.779	611.995	941.547	1135.09	841.37	601.381	1090.83	1228.48
ENSG00000132329	912.985	1022.53	1210.54	1130.6	1088.31	1089.45	902.237	1040.67	813.665	796.192	995.067	637.628	1254.87	966.367	1132.4	958.313	1204.35	954.366	1148.6	808.518	1162.22	904.69	915.702	955.983	972.593	1000.05	955.361	1080.35	1187.67	1470.71	2099.78	1243.8	1048.63	965.946	876.23	1067.33	1328.23	865.851	951.197	712.402	1512.65	1224.67	959.441	1203.93	1030.89	896.591	1268	720.873	963.096	1428.65	885.606	1050.94	1122.18	980.376	1105.58	918.242	1067.42	696.009	1237.91	1020.14	1167.64	804.498	1122.79	949.686	871.683	1307.46	872.016	1039.11	693.613	912.65	1000.58	1093.3	1230.75	703.411	1107.53	1112.96	1037.56	1088.07	1166.45	1428.96	1175.05	1126.95	1327.19	1116.06	944.391	1338.25	1207.78	898.425	896.117	1222.65	1305.19	1439.81	1035.25	939.413	608.05	738.956	1149	1242.73	1193.13	1399.71	1126.08	1011.36	1072.41	1344.96	1120.4	1141.38	998.998	1030.67	974.183	1132.08	1176.12	1158.55	993.884	1147.11	1141.27	990.669	1113.36	904.302	1007.45	1150.85	796.753	1194.78	658.496	852.055	1234.9	725.298	675.706	1135.56	944.488	1026.21	1011.06	1053.54	939.572	1048.58	1544.07	941.322	1156.37	1195.17	1069.8	1396.65	1401.47	1308.98	1283.08	1033.63	1035.62	1262.73	939.943	1006.42	870.533	1335.66	1130	1059.69	1115.98	1321.96	917.021	947.935	1331.54	1059.16	812.132	1251.3	1069.18	849.845	821.941	1175.36	1462.77	1026.97	1131.34	766.712	1227.25	912.706	1165.26	1144.98	1448.8	1011.69	1272.21	1662.78	1255.36	871.728	1269.53
