GSM31482.tbw_LEVEL	GSM31415.tbw_LEVEL	GSM31389.tbw_LEVEL	GSM31475.tbw_LEVEL	GSM31318.tbw_LEVEL	GSM31492.tbw_LEVEL	GSM31558.tbw_LEVEL	GSM4422.tbw_LEVEL	GSM31595.tbw_LEVEL	GSM1333.tbw_LEVEL	GSM31603.tbw_LEVEL	GSM31311.tbw_LEVEL	GSM31604.tbw_LEVEL	GSM31397.tbw_LEVEL	GSM31316.tbw_LEVEL	GSM31434.tbw_LEVEL	GSM31278.tbw_LEVEL	GSM31497.tbw_LEVEL	GSM31513.tbw_LEVEL	GSM31401.tbw_LEVEL	GSM1337.tbw_LEVEL	GSM31390.tbw_LEVEL	GSM31289.tbw_LEVEL	GSM31270.tbw_LEVEL	GSM31299.tbw_LEVEL	GSM31413.tbw_LEVEL	GSM31483.tbw_LEVEL	GSM1324.tbw_LEVEL	GSM31268.tbw_LEVEL	GSM31258.tbw_LEVEL	GSM31509.tbw_LEVEL	GSM31334.tbw_LEVEL	GSM7578.tbw_LEVEL	GSM31281.tbw_LEVEL	GSM31454.tbw_LEVEL	GSM31488.tbw_LEVEL	GSM31196.tbw_LEVEL	GSM31273.tbw_LEVEL	GSM7572.tbw_LEVEL	GSM31423.tbw_LEVEL	GSM7584.tbw_LEVEL	GSM31568.tbw_LEVEL	GSM31264.tbw_LEVEL	GSM31538.tbw_LEVEL	GSM31263.tbw_LEVEL	GSM7566.tbw_LEVEL	GSM31341.tbw_LEVEL	GSM31274.tbw_LEVEL	GSM31666.tbw_LEVEL	GSM29449.tbw_LEVEL	GSM1335.tbw_LEVEL	GSM7575.tbw_LEVEL	GSM31197.tbw_LEVEL	GSM7599.tbw_LEVEL	GSM31330.tbw_LEVEL	GSM7587.tbw_LEVEL	GSM31533.tbw_LEVEL	GSM31599.tbw_LEVEL	GSM31449.tbw_LEVEL	GSM31447.tbw_LEVEL	GSM31254.tbw_LEVEL	GSM31522.tbw_LEVEL	GSM31432.tbw_LEVEL	GSM31493.tbw_LEVEL	GSM31525.tbw_LEVEL	GSM31572.tbw_LEVEL	GSM31464.tbw_LEVEL	GSM4420.tbw_LEVEL	GSM31597.tbw_LEVEL	GSM31539.tbw_LEVEL	GSM1136.tbw_LEVEL	GSM31333.tbw_LEVEL	GSM31342.tbw_LEVEL	GSM31611.tbw_LEVEL	GSM31287.tbw_LEVEL	GSM31229.tbw_LEVEL	GSM31446.tbw_LEVEL	GSM31324.tbw_LEVEL	GSM31457.tbw_LEVEL	GSM31610.tbw_LEVEL	GSM4418.tbw_LEVEL	GSM31450.tbw_LEVEL	GSM31321.tbw_LEVEL	GSM31303.tbw_LEVEL	GSM31335.tbw_LEVEL	GSM31380.tbw_LEVEL	GSM31230.tbw_LEVEL	GSM31350.tbw_LEVEL	GSM31574.tbw_LEVEL	GSM31365.tbw_LEVEL	GSM31226.tbw_LEVEL	GSM31498.tbw_LEVEL	GSM31536.tbw_LEVEL	GSM31524.tbw_LEVEL	GSM31431.tbw_LEVEL	GSM31584.tbw_LEVEL	GSM1330.tbw_LEVEL	GSM31406.tbw_LEVEL	GSM31542.tbw_LEVEL	GSM31424.tbw_LEVEL	GSM31280.tbw_LEVEL	GSM7593.tbw_LEVEL	GSM31269.tbw_LEVEL	GSM31360.tbw_LEVEL	GSM31310.tbw_LEVEL	GSM31550.tbw_LEVEL	GSM31466.tbw_LEVEL	GSM31225.tbw_LEVEL	GSM1336.tbw_LEVEL	GSM31500.tbw_LEVEL	GSM31373.tbw_LEVEL	GSM31665.tbw_LEVEL	GSM31283.tbw_LEVEL	GSM31451.tbw_LEVEL	GSM7590.tbw_LEVEL	GSM31353.tbw_LEVEL	GSM31598.tbw_LEVEL	GSM31582.tbw_LEVEL	GSM31459.tbw_LEVEL	GSM1327.tbw_LEVEL	GSM31319.tbw_LEVEL	GSM31340.tbw_LEVEL	GSM31411.tbw_LEVEL	GSM31405.tbw_LEVEL	GSM31364.tbw_LEVEL	GSM31414.tbw_LEVEL	GSM1332.tbw_LEVEL	GSM31478.tbw_LEVEL	GSM1326.tbw_LEVEL	GSM31306.tbw_LEVEL	GSM4477.tbw_LEVEL	GSM31381.tbw_LEVEL	GSM31410.tbw_LEVEL	GSM31396.tbw_LEVEL	GSM31391.tbw_LEVEL	GSM7596.tbw_LEVEL	GSM1338.tbw_LEVEL	GSM31458.tbw_LEVEL	GSM31320.tbw_LEVEL	GSM31541.tbw_LEVEL	GSM31491.tbw_LEVEL	GSM1334.tbw_LEVEL	GSM31515.tbw_LEVEL	GSM31300.tbw_LEVEL	GSM31469.tbw_LEVEL	GSM1323.tbw_LEVEL	GSM31317.tbw_LEVEL	GSM31439.tbw_LEVEL	GSM31359.tbw_LEVEL	GSM31473.tbw_LEVEL	GSM1329.tbw_LEVEL	GSM31288.tbw_LEVEL	GSM31507.tbw_LEVEL	GSM31286.tbw_LEVEL	GSM7581.tbw_LEVEL	GSM31337.tbw_LEVEL	GSM31385.tbw_LEVEL	GSM31453.tbw_LEVEL	GSM31443.tbw_LEVEL	GSM31345.tbw_LEVEL	GSM31448.tbw_LEVEL	GSM31551.tbw_LEVEL	GSM4419.tbw_LEVEL	GSM31338.tbw_LEVEL	GSM31332.tbw_LEVEL	GSM31400.tbw_LEVEL	GSM31339.tbw_LEVEL	GSM31455.tbw_LEVEL	GSM4421.tbw_LEVEL	GSM31383.tbw_LEVEL	GSM31315.tbw_LEVEL	GSM31425.tbw_LEVEL	GSM31580.tbw_LEVEL	GSM7569.tbw_LEVEL	GSM31354.tbw_LEVEL	GSM31442.tbw_LEVEL	GSM31329.tbw_LEVEL	GSM31412.tbw_LEVEL	GSM31452.tbw_LEVEL	GSM31328.tbw_LEVEL	GSM31253.tbw_LEVEL	GSM31430.tbw_LEVEL	GSM31433.tbw_LEVEL	GSM1328.tbw_LEVEL	GSM31557.tbw_LEVEL	GSM31267.tbw_LEVEL	GSM31194.tbw_LEVEL	GSM31343.tbw_LEVEL	GSM31561.tbw_LEVEL	GSM31250.tbw_LEVEL	GSM31395.tbw_LEVEL	GSM31205.tbw_LEVEL	GSM31521.tbw_LEVEL	GSM31616.tbw_LEVEL	GSM31577.tbw_LEVEL	GSM1137.tbw_LEVEL
ENSG00000148834	213.271	4057.25	89.4201	200.403	4106.45	815.9675	157.04265	1065.2715	1332.472	1573.45	190.2105	3848.215	291.1945	3505.025	3147.05	5305.925	6197.805	34.22145	740.514	1869.454	980.649	398.221	3035.155	1348.145	4521.45	4004.135	594.4415	3194.63	203.412	3357.115	175.842	3658.58	1761.52	2807.29	4315.96	220.8145	6066.18	3794.675	2106.62	4023.16	4885.075	225.337	189.18375	1165.0075	5676.075	3230.3	4709.04	2957.92	1199.176	350.094	3121.83	2025.145	2928.965	5086.245	6515.75	2698.7	1275.9	827.184	4195.41	4415.28	773.635	311.6165	3556.09	729.837	126.65335	390.3825	493.2835	2682.105	2010.19	1320.035	2624.725	3304.33	692.2905	218.59	3654.03	3960.985	2143.82	2462.675	273.442	177.4797	1624.305	3724.425	2865.41	4750.575	3456.195	507.764	1086.973	387.2915	1031.4185	166.8415	4895.715	177.3255	1193.2875	395.5275	6622.625	1759.04	2776.38	2780	532.9185	4583.315	2419.065	3566.665	5567.42	947.0875	3806.075	648.034	207.795	4232.955	1424.73	782.7705	242.7985	279.348	3232.06	2368.215	7228.245	880.377	809.854	1004.8285	159.3225	2367.185	4775.45	3594.85	3803.555	3868.455	177.617	2953.465	1930.45	940.376	3192.49	4362.925	1544.395	657.414	4782.205	6465.65	944.9555	4486.76	684.0825	575.458	6270.39	1353.342	604.699	882.401	397.928	2744.27	663.6275	1698.2	3884.93	3477.965	515.1715	751.642	1659.135	3608.37	648.2405	3123.55	4180.095	5529.51	895.8785	323.6555	3213.055	651.4315	4657.535	505.4045	2306.905	3825.4	5543.655	2552.76	872.2105	3590.125	1662.875	627.5725	6173.255	4170.815	1119.968	2682.025	863.3215	3556.225	3514.37	5563.85	3603.47	3164.21	6307.87	7425.19	5422.655	3096.72	433.879	159.127	656.1335	524.693	517.0165	2604.775	36.1884	5459.5	371.7895	623.15	833.842	5524.44
ENSG00000148985	79.1593	1737.16	59.8277	78.4813	2254.71	403.409	79.411	830.419	411.967	1107.61	107.034	1930.97	56.7462	1735.58	2546.93	1052.04	1788.78	81.0116	201.508	1020.57	858.65	263.282	1402.21	1107.48	1362.13	1551.7	300.206	1649.49	87.8291	2007.17	102.234	1458.04	1061.58	1041.53	1896.34	106.173	3120.45	1741.31	1258.28	1428.03	2339.83	128.938	295.238	423.01	2370.21	1639.48	2635.07	1965.34	345.638	213.253	1552.93	982.402	1326.01	1645.93	3349.16	1449.01	525.899	249.099	1461.12	1740.82	637.114	155.146	1427.71	479.069	44.2112	209.329	256.556	1444.15	621.738	364.315	1386.52	1710.29	436.68	97.1649	1340.48	3333.47	1103.68	1933.4	88.0798	77.8779	1242.43	1867.12	1388.38	1516.63	2222.09	254.329	699.86	216.041	380.33	69.8881	3712.51	180.301	381.039	126.663	2406.46	570.447	2154.12	1397	207.522	1617.21	1167.49	1272.65	1628.23	345.228	1696.4	207.659	118.81	1657.86	1397.8	540.575	105.366	166.179	1383.26	1640.4	2766.03	359.28	195.199	389.802	99.3565	3016.34	2086.74	1717.36	1534.61	1846.76	81.0636	1632.46	977.519	401.483	2462.78	1959.97	945.769	370.581	2524.2	1436.86	421.92	1893.28	728.423	184.659	1835.34	401.956	274.096	621.129	165.278	1616.25	315.444	1318.47	2288.43	1658.81	211.03	349.253	1127.61	1697.51	276.645	1117.28	1835.45	2324.54	455.837	190.449	1778.73	188.132	1827.24	204.825	1354.22	2824.15	2287.11	2159.76	421.706	1100.99	852.127	273.648	1933.77	1591.92	516.235	1238.07	512.023	2039.42	1790.48	2008.28	2499.49	1643.86	2458.74	2195.67	1804.77	1880.04	230.397	67.2499	320.372	199.302	153.359	1087.8	63.4499	5556.29	116.143	198.498	402.33	3228.33
ENSG00000149084	215.21765	6459.73	114.4076	275.42505	6472.155	829.6355	312.9565	1486.8065	745.3425	2311.85	110.26595	5405.785	209.02475	5674.155	5296.755	3545.458	8121.56	68.122	386.4585	2488.45	1761.5585	300.41795	4432.31	1682.805	7974.55	6285.525	464.6645	6144.61	227.6996	5994.205	147.83645	5085.715	1336.9425	3673.29	4720.585	266.3845	8699.53	5511.36	1657.972	4892.07	9764.27	431.822	809.0374	1428.4195	9403.34	2646.29	5236.565	4004.905	803.759	271.6878	6245.695	2021.39	4244.87	3764.905	8787.72	4869.425	1395.6605	535.455	6354.12	5719.66	595.2585	209.0763	5058.63	885.649	161.0935	555.618	650.59	4363.825	1114.1645	1197.198	2025.875	4559.195	662.8295	208.0687	4385.305	10109.455	2282.485	3679.745	277.2087	122.1899	2687.755	5503.025	2646.455	6546.67	6446.985	416.5995	1662.373	407.774	523.45	197.3353	7532.125	239.66655	1070.292	193.65295	9920.06	1298.5335	3310.815	4643.88	729.722	3930.885	3357.605	3538.405	8809.555	885.3615	5541.945	220.469	173.2078	7460.665	2061.51	1240.4685	242.60925	444.012	3926.615	5656.53	4587.08	955.0915	434.1225	683.127	256.60335	2627.5	4740.135	4804.335	6081.585	6344.69	215.54105	5967.07	3236.1	935.5015	5620.475	5828.4	1287.097	836.8005	7568.93	7145.625	1127.217	2878.44	754.2185	545.309	5169.525	1073.7795	770.911	1026.7385	281.8248	2519.8	570.8145	2090.415	4938.225	5848.975	491.265	394.0955	1944.837	5856.13	552.049	4638.36	6450.28	6866.145	1036.611	758.5165	5066.915	536.6035	7395.815	265.6665	4126.9	5956.36	8777.345	4496.45	868.2465	5495.555	1908.015	568.3965	7107.86	6656.35	979.3885	2570.825	978.63	5801.235	4388.215	6537.375	6436.97	5376.43	10647.27	10650.01	3636.125	4458.78	158.84775	152.3719	479.2985	575.9055	230.9758	3592.068	81.47325	9905.69	173.2633	402.748	395.1605	8028.23
ENSG00000149091	174.816	2378.44	82.0347	248.246	2268.05	437.058	115.507	598.378	566.896	871.156	191.359	3076.47	212.843	1657.99	1526.61	1819.45	2320.92	90.9529	253.275	1220.16	160.869	255.361	1824.85	561.014	1407.33	2678.51	233.89	2069.31	156.976	648.985	168.026	2074.65	1042.9	1683.53	2367.82	194.759	1385.18	1836.49	1053.3	2263.33	1869.09	114.197	183.967	780.158	2488.26	982.795	2488.76	1672.91	503.086	227.545	1840.9	1064.05	1752.03	2739.53	3985.74	1874.45	429.273	397.903	2204.28	2793.04	873	243.598	2001.37	425.807	100.053	235.143	227.934	1525.31	1044.28	581.108	1193.63	2017.52	367.291	155.922	1331.7	2598.06	1488.27	1672.3	162.353	183.552	1195.87	2795.68	1620.62	2374.2	2981.71	215.73	731.869	286.126	301.717	157.316	3150.9	117.485	429.308	363.648	4596.8	958.706	1434.69	1451.47	376.541	2268.17	1501.49	1631.35	3278.43	310.706	2187.94	433.018	75.4667	1888.02	993.254	540.763	205.249	91.0943	1974.08	2457.82	3856.14	340.425	385.226	485.048	192.025	3093.88	2178.88	1989.12	1883.43	2750.54	157.966	2752.8	1042.58	323.799	3054.01	2451.27	535.154	241.74	2642.8	3643.39	506.458	2244.05	363.247	417.557	2624.62	771.936	231.601	328.4	251.139	1589.74	224.36	1185.81	2323.86	2427.37	155.999	304.843	1424.11	2171.94	293.637	1658	3138.51	3290.91	442.894	144.005	2039.32	343.128	2619.65	388.007	1589.13	2297.11	3196.18	1826.24	249.201	1228.37	881.201	225.713	3753.68	2305.8	565.135	1359.67	487.675	2953.91	2604.62	2486.45	3642.11	2785.06	1135.1	3828.77	1984.9	2136.31	375.527	154.337	384.206	350.508	400.327	1276.55	138.565	3683.11	232.183	482.71	449.509	2892.32
ENSG00000149100	23.2225	1431.35	21.7091	39.1198	1460.05	204.849	61.792	331.423	352.104	466.817	34.0306	1578.01	44.2744	668.004	1224.7	868.234	1460.06	10.6623	170.602	672.011	322.44	97.7332	671.165	368.448	3202.38	1196.63	161.899	1455.62	25.8789	1506.22	19.5462	783.74	404.321	765.978	1405.05	37.487	2748.45	1585.72	934.631	972.9	3323.65	108.502	784.275	406.733	1719.32	1327.44	1519.76	1374.17	236.333	55.3712	1416.06	1193.9	1335.83	2127.84	2826.93	1153	311.752	193.206	1262.77	1043	190.336	71.7922	1425.03	185.562	29.0888	155.813	158.585	1017.96	421.496	313.471	658.427	739.377	104.925	58.7316	1063.81	3583.33	700.203	929.07	54.3413	26.9423	587.226	1087.65	664.653	1398.98	2343.84	131.681	315.249	112.459	168.312	45.7829	1886.91	72.3259	329.404	40.0503	2551.88	409.762	936.25	1482.16	127.828	807.603	1229.76	1085.21	1438.13	253.41	1325.17	109.394	40.3846	2382.33	424.915	241.242	62.6636	162.96	661.729	1437.01	1836.38	236.871	154.708	258.49	46.7616	1661.48	1154.81	1283.45	1551.74	2033.62	24.9879	820.499	664.548	203.155	3510.34	1135.04	362.85	158.169	1598.15	1013.87	241.842	1716.09	129.614	173.745	1331.87	253.379	231.926	256.372	64.6031	325.028	190.017	531.359	902.886	1282.32	122.191	193.565	541.968	1432.97	172.365	1042.82	1471.29	1609.05	296.45	187.372	1558.2	157.44	1325.57	79.9685	839.314	2387.96	1864.6	1394.21	213.552	1760.88	559.374	152.153	1270.65	1342.35	357.455	1092.42	256.266	2005.41	902.905	1867.13	2181.87	1146.76	2827.47	1914	1031.76	1954.6	65.3779	26.9891	212.672	95.8703	89.9549	556.566	28.308	7172.68	57.6145	119.416	167.242	2726.49
ENSG00000149131	120.675	2211.99	74.3388	140.049	3288.97	308.738	96.1318	717.331	559.645	695.601	444.519	1928.81	348.227	2080.55	2068.78	2235.14	1621.6	62.1079	651.784	1004.92	268.572	161.868	985.22	677.307	3489.95	1765.29	194.122	1394.15	174.743	1171.78	138.077	1536.87	1181.8	1205.29	1968.99	151.479	2496.72	2376.04	1164.42	2135.96	1843.9	97.7486	76.8851	1486.17	3580.06	1194.28	2179.78	1745.7	358.438	229.685	634.727	1685.73	3906.78	3664.6	2447.33	1301.73	417.796	941.51	1579.92	1996.58	657.454	165.428	2452.6	430.809	160.575	172.658	130.089	1327.29	1350.65	1202.5	1546.59	1018.29	260.158	366.495	1870.17	7034.98	577.746	836.875	164.991	237.226	812.269	2049.82	1500.27	1851.5	2015.61	133.169	413.243	252.681	497.694	183.269	5475.54	134.328	421.795	435.235	5578.26	1215.23	1987.08	1201.33	604.042	2189.27	1114.35	2153.28	2291.17	347.054	1943.21	424.986	74.9198	3674.76	841.68	587.455	147.027	121.613	1091.78	2545.61	5757.35	601.934	970.761	657.386	154.715	3631.26	2081.73	1846.41	1705.99	2447.2	121.13	1360.54	1156.69	333.912	5262.61	1151.22	901.253	212.199	2206.49	3118.81	578.814	2916.07	347.284	341.555	3508.37	1466.35	197.555	446.165	195.179	803.614	291.266	974.312	2178.78	1239.42	276.434	482.064	1048.62	2409.69	301.182	1192.72	1373.35	1435.92	317.792	130.707	1091.25	414.308	2107.78	336.906	1441.09	2384.65	1635.45	1886.43	355.849	2108.65	851.813	165.038	2248.72	3079.59	578.401	1369.51	400.252	1625.91	1064.87	1887.39	2612.61	1714.96	1668.07	3963.03	2394.29	3062.79	270.331	119.368	268.534	388.993	202.448	1711.22	77.7759	5313.48	168.718	710.628	352.679	3375.03
ENSG00000149136	59.5801	1332.12	20.8897	68.3071	1503.8	220.776	60.2618	435.49	195.98	491.173	44.5864	766.296	60.8798	839.758	1107.93	699.529	1200.02	17.7343	145.477	390.873	204.715	96.234	700.835	519.956	1018.95	830.274	144.474	1082.14	47.1275	697.439	41.6503	984.482	538.05	592.857	799.417	58.5913	712.958	995.243	801.12	930.77	1258.61	93.9659	7.71573	257.762	1791.02	1245.84	1204.57	945.35	236.301	91.4228	988.552	738.116	1085.01	1100.58	1354.49	1068.09	244.906	122.296	924.499	975.779	316.823	64.3496	1259.07	228.583	30.5016	101.474	126.216	663.481	348.535	244.741	1029.21	928.607	159.581	51.5761	943.037	1339.19	480.117	593.301	57.6855	39.8548	678.699	1075.59	769.646	1111.62	1310.63	123.956	385.837	102.325	258.986	38.0833	1455.15	33.2826	302.203	55.6694	1874.86	243.087	833.462	953.721	123.265	887.845	776.825	786.146	1370.34	227.04	758.057	143.974	41.3855	1551.07	513.385	259.547	76.5835	114.224	665.426	798.312	1340.86	251.45	119.611	161.178	51.9851	517.151	1041.27	914.368	1055.19	924.561	58.0357	795.488	693.928	291.342	277.409	987.466	690.689	196.386	1188.09	1291.67	228.708	853.931	300.342	124.041	1151.42	287.966	172.5	303.461	63.2188	677.59	195.971	513.691	1010.39	1084.33	128.057	209.177	543.708	1061.21	178.92	958.445	1320.21	1172.64	232.442	84.2848	594.397	118.565	1148.54	124.973	842.564	1192.82	1454.95	824.904	141.283	549.63	512.698	179.258	1387.51	1183.91	332.558	831.525	295.061	748.339	604.951	1132.82	1136.79	1259.73	1077.87	1515.89	932.161	1055.21	87.1268	46.985	148.859	127.673	127.175	461.792	7.13767	1717.37	70.9429	133.059	176.003	2230.94
ENSG00000149182	208.762	4546.09	131.981	316.346	3973.07	803.183	289.554	1456.44	657.779	1985.97	218.11	4385.64	242.332	3215.5	3332.22	3569.47	4894.88	190.404	418.144	1944.27	663.974	442.214	4229.39	2276.23	3819.26	5639.14	580.583	2864.07	219.035	1927.9	193.476	5031.64	1422.39	3086.31	2234.82	293.747	3635.54	3894.26	2399.01	3936.57	3932.81	307.821	409.889	1013.36	4505.07	2372.32	4080.13	2662	538.073	493.235	2795.76	2169.44	2090.91	3184.39	4631.37	3607.12	1008.17	464.82	3814.02	6069.54	765.055	332.196	3429.21	514.706	162.2	322.522	530.775	2623.54	752.373	840.756	2771.96	5676.55	626.462	354.346	3073.35	5727.95	1908.71	3035.94	268.589	279.971	2513.89	3682.46	2317.01	4299.35	5031	449.735	1739.28	382.437	377.446	290.259	5412.48	337.372	774.374	325.091	5364.02	817.312	3123.67	3779.37	326.855	4398.97	3457.12	2750.65	4937.65	687.151	4586.6	623.933	372.026	4141.78	2640.58	1077.04	245.391	370.078	3429.87	4073.27	3903.53	541.228	410.616	625.267	266.431	3560.26	3526.54	3447.94	3679.39	5030.14	250.496	5581.49	2076.15	839.978	4295.32	2915.31	2135.06	638.48	5655.4	5227.6	955.772	2557.98	1101.87	435.633	2821.61	837.785	474.176	1196.72	443.119	1694.5	356.199	2032.33	3138.17	4170.88	389.556	666.138	2814.17	4608.03	646.907	3089.58	4257.02	5035.02	909.105	350.996	3382.41	552.169	5913.63	546.573	4726.16	4424.51	5106.64	2596.66	488.615	3352.53	2408.3	502.475	5492.7	4512.52	705.766	2229.49	791.89	5502.4	3452.72	4420.71	4899.51	3711.88	4535.6	4791.45	3543.97	4111.47	531.308	275.88	483.789	593.917	504.204	2010.89	340.952	6180.51	470.748	423.147	620.294	3721.25
ENSG00000149187	136.674	2260.62	60.2144	85.8201	2885.37	740.366	157.93	773.208	662.499	1113.24	96.9403	3055.14	159.444	2912.99	2499.56	1587.32	3883.04	58.5151	352.121	1024.68	630.898	346.682	2216.32	911.107	3283.31	3310.86	379.054	2392.08	79.5125	1648.12	96.6605	2188.86	1289.35	1635.85	2133.4	97.0753	3991.58	2634.91	1660.71	2456.77	4441.22	217.66	155.004	1043.77	3571.16	2396.71	2386	1993.16	914.847	125.59	2435.9	1691.5	1868.51	3601.9	4834.75	2052.52	634.401	408.514	1768.83	3488.3	449.782	273.253	2439.93	384.161	66.9734	395.905	467.386	3319.11	1260.09	840.915	1676.28	1947.48	461.889	111.032	2049.83	2787.08	1266.54	1566.82	195.003	112.166	1562.62	2111.69	1884.17	2542.87	2145.54	411.355	785.05	220.502	454.468	113.401	3388.69	116.268	721.212	194.028	5304.66	1141.14	3181.93	1484.59	548.318	2338.13	1497.3	1868.27	4092.12	597.743	2748.43	361.14	169.163	3151.09	1064.1	496.397	198.861	281.885	2041.35	1738.2	4077.89	610.277	398.943	634.23	110.136	2191.55	3578.52	2284.26	1725.23	2553.26	70.6192	1914.96	1550.15	681.985	3417.42	2791.92	1009.74	430.109	3160.12	3777.24	627.935	1897.23	444.316	408.415	3645.96	1092.34	360.304	832.239	178.625	2184.05	445.704	2030.49	2624.6	2080.08	321.813	595.531	981.681	1937.82	425.251	1514.01	3270.66	3837.44	708.561	330.782	1987.15	369.395	3870.54	360.503	2726.51	2827.42	2918.39	2334.27	299.108	1147.49	1431.66	403.537	4816.44	2928.85	884.87	2319.24	617.214	2618.29	2259.91	3074.42	2348.3	1843.22	4156.26	4521.93	2329.35	1666.97	280.115	77.2877	468.318	400.805	313.547	1667.63	69.0224	5267.7	226.665	238.611	679.521	4297.41
ENSG00000149196	272.437	5021.01	92.999	330.655	7256.9	685.655	230.713	1116.47	940.492	2055.23	149.673	5479.73	186.35	5026.04	6210.8	2862.17	6700.44	150.983	596.329	1757.03	1020.23	359.706	4777.01	1552.93	6741.08	6302.03	411.185	4156.84	223.93	4119.22	133.71	6118.28	1463.97	3046.74	3831.53	226.5	8255.34	4492.25	2092.1	3767.01	8577.1	283.561	1031.32	1285.35	6509.55	5089.86	4025.75	3742.59	997.399	361.806	4077.54	2838.2	4182.11	5046.71	7074.08	4610.01	1737.48	621.954	4632.33	6042.95	812.722	230.052	3997.41	710.402	147.465	506.006	631.867	3633.38	1331.69	1002.34	2453.17	3966.84	735.659	255.463	4649.64	5862.12	1977.2	4378.86	316.325	151.868	2261.88	3964.58	2652.24	5689.65	5307.2	429.548	1702.81	353.415	862.915	268.368	5646.47	221.853	1417.08	309.546	7317.22	1279.82	3881.37	4682.2	697.217	4020.71	3354.94	2896.17	7777.91	887.759	4461.43	633.012	273.353	5195.85	1928.31	756.482	343.842	341.257	4383.14	4572.74	6454.66	1030.46	625.97	990.751	117.754	3558.36	4341.24	3864.47	3845.36	5687.35	123.141	4710.01	2237.35	1074.21	6203.99	3570.55	1706.68	667.269	6955.67	6552.18	816.601	3760.59	767.37	561.8	4977.07	1377.58	443.879	769.805	308.508	2633.07	605.727	2613.18	4392.07	3803.24	513.394	872.51	1857.02	4144.99	503.805	3372.06	3891.07	5396.35	825.857	634.13	4485.88	583.211	6778.76	533.133	3225.37	4126.36	6116.97	4500.01	874.182	3900.12	2371.23	565.291	8360.04	5542.17	1131.75	3130.65	1056.76	5120.62	4427.65	6136.93	4757.12	3456.34	7772.21	7582.52	2989.1	4144.04	462.679	205.006	670.774	527.945	575.053	3013.01	144.684	13973	312.886	566.021	884.66	9486.62
ENSG00000149273	1634.325	22105.9	595.1075	2051.965	19257.4	3468.02	1268.35	7560.425	4887.35	9498.81	1413.2425	21896.45	1770.955	18582.65	17539.15	14352.61	22913.5	435.89355	4248.77	8971.545	4626.91	2203.385	15561.4	8474.715	14129.83	19304.7	2328.295	17083.8	1737.64	14993.7	1289.766	19650.55	6408.81	13091.705	20470.3	1553.9	15460.815	17856.15	14525.35	20105.3	20091.6	1682.275	678.596	6656.575	25383.95	21465.8	21143.55	13197.18	6302.945	2107.78	17385	16054.05	17817.65	19878.6	22757.15	16472.7	7696.045	3821.705	20350.1	21377.25	4776.975	2330.345	20186.5	3398.44	1284.8945	2920.67	1630.8395	18680.7	7578.675	5888.785	14925.95	17922.1	2982.8	1958.5	18341.7	22743	9530.62	14052.14	1657.364	1547.6095	10688.645	17773.65	15382.65	22161.15	20664.5	2334.37	7790.455	2141.685	3925.255	1471.179	26014.05	1278.0705	7204.155	2752.94	23591.1	7667.835	16653.35	17473.85	3969.33	15330.45	12379.09	17136.55	24530.3	4445.885	19397	4213.77	1240.567	26262.7	11802.805	5124.49	1791.1	2665.36	17819.1	18624.5	22679.05	4516.99	3523.69	4352.29	1141.594	16115.9	19719.35	15055.95	18608.95	19832.85	1559.625	13536.6	10775.56	5242.655	19544.55	18285.25	12618.14	3067.465	22490.25	23278.7	4950.68	20377.4	5487.585	2966.615	24214.9	6476.165	2666.655	3339.27	2861.21	7461.635	3251.865	10941.965	17411.65	17520.35	2879.76	3146.645	12563.45	18714.65	2867.305	15483.1	21097.4	14617.95	3458.185	2329.905	14372.42	3369.66	22135.1	3963.605	17838.5	18837.55	22656.4	15649.4	2988.335	14139.87	10550.22	2562.305	24577.1	23094.05	7270.61	17708.35	5125.985	18160.65	14194.7	21114.05	20848	17485.7	15800.27	23713.5	19726.3	18785.45	2781.465	1404.58	3553.655	3222.06	3707.11	10627.415	774.8815	17822.5	2753.75	2632.74	4242.93	25476.65
