Ortholog	LFQ.intensity.p01	LFQ.intensity.p02	LFQ.intensity.p03	LFQ.intensity.p04	LFQ.intensity.p05	LFQ.intensity.p06	LFQ.intensity.p07	LFQ.intensity.p08	LFQ.intensity.p09	LFQ.intensity.p10	LFQ.intensity.p11	LFQ.intensity.p12	LFQ.intensity.p13	LFQ.intensity.p14	LFQ.intensity.p15
ENSG00000112699	1549700	1404600	1840200	1206700	1186100	1163200	0	1805300	952080	1677400	1640100	2119300	1328300	1431400	0
ENSG00000112769	6557000	4068400	4415400	2521800	2403400	2330500	2037200	1555900	1812800	1982900	1283600	913000	1201800	2177600	1358800
ENSG00000112796	0	260150	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000112851	314610	271750	330780	0	0	277830	499290	376560	0	0	0	165270	0	0	0
ENSG00000112855	2411500	2363800	2780500	2771900	1636800	2369100	2435600	2260900	2558600	2272900	2491800	2620600	2282200	2918700	2781100
ENSG00000112893	749140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000112972	0	486650	506140	608030	463710	596680	765340	1843700	710410	636630	10438000	11729000	7889700	11679000	18526000
ENSG00000112992	14873000	13611000	12770000	13582000	15918000	10971000	10662000	13610000	8498800	9441100	7958000	11846000	8457100	7915000	8252400
ENSG00000113013	13499000	13030000	12993000	12283000	14787000	11689000	13962000	9909700	11909000	17314000	14419000	16367000	11697000	18374000	16629000
ENSG00000113048	0	0	450970	0	0	0	307710	176110	0	107050	0	190550	0	0	0
ENSG00000113068	4526400	5327400	4354600	5925700	3719600	4904900	6336100	6521800	5835900	5270900	6964300	7622400	6560500	6800300	6194300
ENSG00000113140	2973700	2353700	3565300	2882000	1198900	1865800	0	1424500	1450800	1000300	0	0	0	0	0
ENSG00000113161	0	0	0	0	0	0	0	0	0	0	437070	0	0	0	0
ENSG00000113194	0	0	0	405790	0	0	555100	544910	0	0	0	0	0	0	0
ENSG00000113273	1945700	4321000	2668300	1940600	2084800	2150800	3076600	2739400	2055200	2301900	2114900	0	0	0	1159500
ENSG00000113282	0	0	0	471970	547780	867370	714320	427340	0	366280	0	496420	811140	759510	929750
ENSG00000113312	0	0	455650	828330	0	0	0	870630	0	660290	802280	940330	1446000	1084200	802350
ENSG00000113368	8944300	7748400	7679400	7305900	5567500	6891600	7709000	6872900	7329700	8406800	3561100	3311700	2455700	4405300	2266500
ENSG00000113407	3517500	3348800	3135400	2990600	3308900	3271200	3492600	2550700	2707700	2294000	2373800	2206100	1936200	2401900	2242200
ENSG00000113558	6854700	10449000	9128000	10692000	13015000	12193000	16262000	14701000	18231000	14726000	26416000	27603000	19791000	16374000	18461000
ENSG00000113575	6985400	2745700	5994100	0	6664500	6720100	5743200	5282200	8036900	5673200	5533900	9281400	4744300	8025800	7207200
ENSG00000113578	0	0	0	0	0	1808600	0	1746600	2213100	0	3954800	3530800	2413800	3396700	0
ENSG00000113595	646850	0	0	0	0	615730	2119000	120160	473040	0	1348000	1652800	2033100	1188000	654140
ENSG00000113615	283680	0	323680	267370	0	298800	462050	0	250920	0	279370	268490	0	0	0
ENSG00000113643	2372900	2240900	2011100	2205500	2036000	1894200	1995900	1854600	1517900	1707500	1385200	1169200	1195700	1402400	1399300
ENSG00000113648	8603400	9190800	8411100	7924100	9023500	8415600	8221600	8606800	7192800	7918700	3653500	3718600	5627600	4784300	4399300
ENSG00000113649	0	0	0	0	0	0	426890	0	0	0	0	0	0	0	0
ENSG00000113657	11100000	12137000	9705500	11504000	11125000	11600000	12509000	12287000	13926000	11143000	11405000	10887000	10832000	12807000	12329000
ENSG00000113658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85935
ENSG00000113712	0	484960	0	0	0	397080	0	0	0	275800	350250	763910	0	0	0
ENSG00000113719	1852300	1654200	1802100	1102900	1463400	1489600	1435200	1392400	0	970660	0	0	0	1115400	0
ENSG00000113758	2551400	1000000	1396900	0	1742500	1805000	2385600	1103300	2243200	1247900	2181100	3574300	2685900	3412800	2516600
ENSG00000113905	0	0	830490	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113966	229670	0	216310	0	0	0	0	0	0	0	0	995620	0	0	0
ENSG00000114021	6255000	6223300	5016900	6003200	5753500	6382200	5461900	6095700	7354500	7319800	8209900	7290100	7409700	8402400	7554900
ENSG00000114023	1941300	1144200	2559000	1278600	2541900	2208000	2722200	2809400	2155800	1419000	5378100	2671400	3168000	3884200	2924800
ENSG00000114054	0	727360	716650	746760	0	698230	827450	699200	1000200	0	754550	915030	745240	789840	713800
ENSG00000114062	0	0	0	0	0	0	0	0	0	0	0	560050	0	0	0
ENSG00000114115	11572000	9209900	7446600	7052000	7199900	5351900	3582600	4959300	5617800	4370900	0	0	0	0	2409800
ENSG00000114279	0	705400	0	0	0	0	1059900	0	1367100	0	1341000	2488200	1731900	1856300	2334300
ENSG00000114331	855190	0	0	0	774390	854920	0	0	603110	775570	904670	0	0	719000	0
ENSG00000114349	3338900	4142900	3486800	3944900	5592000	5156300	6089900	5167000	6320100	3209000	7975800	14656000	8062500	11002000	7410400
ENSG00000114353	25615000	23549000	22813000	26668000	32782000	20280000	33575000	28619000	30255000	35069000	26734000	36522000	28962000	32663000	26661000
ENSG00000114354	2258000	1017200	1565800	1003800	1607700	1292700	1022700	1973000	1376400	1818500	1753300	0	1638700	2181700	1998600
ENSG00000114491	324630	367180	306740	337240	0	387440	374130	318060	252290	304440	255810	244130	0	274830	0
ENSG00000114520	0	0	540640	405830	390490	371670	0	0	0	462690	0	449170	438370	573800	449900
ENSG00000114573	23839000	22457000	22059000	22621000	26765000	22750000	20457000	22021000	25417000	23497000	28789000	23250000	27218000	25798000	22203000
ENSG00000114744	1288500	1016100	1268000	0	0	909020	0	1410100	1344700	0	1329700	1358000	1141200	0	289530
ENSG00000114779	0	0	0	1503200	1514800	1788700	2343100	2278700	1481900	2992400	1836700	3091200	2214400	2569900	2713200
ENSG00000114784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620240
ENSG00000114867	1821200	2023300	1924100	1394500	1499100	1330700	1432200	1786800	1467100	1249500	1395600	1737200	1423800	1280500	1118400
ENSG00000114942	0	3318700	6297000	3106200	0	4143700	3920300	4228000	4929400	3214400	2998500	3502300	1460600	2678000	3263200
ENSG00000114948	0	753860	0	776960	2177000	968640	885710	0	1564900	1139300	2022700	1778600	2188000	2368900	2415900
ENSG00000114978	3883900	3854100	3509500	3636000	0	0	3606800	2870000	4186000	2739300	1833300	3121000	2039700	0	2096400
ENSG00000115053	7088800	6194500	5926500	5056000	6547800	5916900	6315600	4245500	5394200	5740400	3823900	5371600	4624600	3675700	3230300
ENSG00000115073	4694500	6740300	2681800	3399700	1874500	2944500	4619800	4708800	3862100	4112200	6505900	5227800	5643700	2086900	5336000
ENSG00000115091	8764000	6785400	7647400	6891100	8168100	5555300	4687700	3628900	5593600	5144700	3181700	2524400	3182400	3664900	3659100
ENSG00000115145	0	0	0	0	0	0	552490	0	0	0	0	0	0	0	0
ENSG00000115194	0	0	0	0	0	0	0	0	191390	0	0	991780	0	720120	0
ENSG00000115216	0	0	0	0	0	0	0	0	0	0	0	0	248220	0	0
ENSG00000115221	0	0	0	0	0	0	0	896380	1069900	0	700800	0	0	0	0
ENSG00000115233	0	0	2028900	0	0	0	865550	0	0	0	0	0	0	857390	0
ENSG00000115255	0	0	0	0	0	4502300	0	9648000	0	0	0	0	0	0	0
ENSG00000115268	0	1869500	1654800	0	0	0	3593700	3566300	2813000	0	2141400	0	0	0	0
ENSG00000115286	6246000	4435100	7774300	8407500	8415400	11049000	15897000	14951000	13157000	10144000	19903000	18189000	13093000	7411200	10038000
ENSG00000115310	20856000	27190000	29297000	28757000	33628000	40723000	45342000	37835000	45640000	46433000	46047000	43327000	42459000	45644000	53573000
ENSG00000115317	0	884080	0	0	819410	0	838980	820150	0	0	1107900	1020900	967370	0	991490
ENSG00000115355	0	0	0	0	0	0	0	0	0	0	0	0	1279900	1393000	0
ENSG00000115361	6335500	6604200	8154100	6037400	5988600	8527500	6448700	4355800	5939500	3174100	2391400	3268300	2796100	3667400	3157500
ENSG00000115365	2066500	1885900	2760800	3350400	3064700	4863600	4885000	5155600	3949600	4470400	5815300	8283400	4442000	7491100	6312700
ENSG00000115415	2444700	4090500	2629500	2208600	3149300	3314200	3456200	2427100	3176700	3817500	1923400	2816400	1641200	2918500	2385100
ENSG00000115484	10583000	10090000	10002000	8844600	10639000	9404200	9331300	9353700	7545400	9891900	9482500	10326000	8124000	9594800	9766100
ENSG00000115486	428330	0	626680	143720	211320	0	0	0	0	0	0	0	0	0	0
ENSG00000115524	2089300	2014300	1821300	1800700	2430200	1931500	1716000	1261600	1359500	1485300	770650	950140	748500	1393600	647660
ENSG00000115539	0	0	0	0	0	316340	0	0	0	0	0	0	0	0	0
ENSG00000115540	0	0	0	0	0	0	0	750400	0	0	0	0	0	0	0
ENSG00000115657	982040	492990	1215400	397860	420440	647840	793650	559370	527380	0	453260	444690	0	446170	0
ENSG00000115677	8427200	8387700	8559500	7580700	6096700	6411100	5699400	6589400	4919600	5790000	4231600	6043100	4855600	5253900	5008100
ENSG00000115756	1660100	3487900	2070200	0	2109700	3949700	4615700	3194800	0	3372300	1840700	2793500	5713000	3757400	4319300
ENSG00000115840	6395300	6812700	6559200	7689500	8999900	8083800	9501000	7629200	6730700	7180900	9029900	12732000	9734600	10290000	12774000
ENSG00000115866	4433300	4374600	5069900	3994300	4503000	3911100	3542000	3690100	3230400	3573000	1689000	2099000	2760700	2597300	3041500
ENSG00000115875	0	0	0	0	3162100	0	0	2874600	3123400	0	0	0	0	3009700	0
ENSG00000115896	1250200	1715600	2171000	3311400	2371800	3760800	3336200	3170800	3608700	3374800	4001900	3815600	3794400	4312300	3740700
ENSG00000115902	0	0	0	0	0	0	0	609020	0	722650	773080	1268700	0	609840	0
ENSG00000115944	8087800	6909800	4927200	5892300	4222200	5594800	8473900	7668700	5692100	5760300	6174000	11331000	8145000	9715100	9404300
ENSG00000115977	0	548790	1691600	1872100	1970000	3942200	3206900	3154700	3834400	3391600	6321900	6578100	4800500	7177400	6824300
ENSG00000116001	0	0	0	0	0	0	579160	484270	0	0	0	0	0	0	0
ENSG00000116005	1870000	2453400	1969700	1947200	2445900	1519600	2339300	1954100	1634700	1856900	1362100	1535300	1914700	1817100	1878400
ENSG00000116030	0	0	0	0	1275900	0	0	0	0	0	0	0	0	0	0
ENSG00000116039	9959300	11133000	13397000	13174000	13937000	9931600	11803000	10341000	10920000	12058000	12072000	14022000	12686000	15051000	12656000
ENSG00000116096	0	0	0	0	0	0	694290	840430	0	0	0	0	0	755780	0
ENSG00000116120	664850	0	722290	520980	0	0	592310	379500	0	0	365750	0	415280	518650	367590
ENSG00000116141	0	0	0	0	0	409290	433320	476790	0	0	476350	444690	0	572240	470410
ENSG00000116157	3133100	3022000	2723000	2178400	1780100	1755000	0	2226800	1347300	1785100	0	0	0	0	0
ENSG00000116161	3772200	5307400	2849400	3437000	2134100	2264600	5868600	4033100	1693900	3565700	6725800	7466400	8421500	8107500	4555700
ENSG00000116254	0	0	5444100	0	1171000	693400	1737800	0	1631400	0	0	1563700	0	0	0
ENSG00000116266	461010	800200	341070	562150	523550	692950	794510	925330	632270	717960	746040	658410	585080	790040	0
ENSG00000116288	22161000	37210000	28544000	33471000	32812000	37547000	52913000	55901000	55817000	38740000	65975000	57888000	67112000	80107000	56984000
ENSG00000116337	694160	0	1004300	823370	0	963540	985580	969730	801130	815950	1009100	1428300	941740	1067500	890780
ENSG00000116350	2602500	1762400	764960	2425400	0	1081600	1240200	1860700	0	917080	0	842190	1509600	0	1325500
ENSG00000116455	224940	297260	0	0	0	0	784350	0	180780	220650	227440	242770	0	386340	198710
ENSG00000116459	31933000	28681000	26510000	31256000	28512000	34422000	34168000	42519000	42453000	41181000	57634000	54560000	50322000	44884000	48823000
ENSG00000116473	18172000	27457000	18450000	17312000	12187000	28910000	26238000	34598000	36525000	30628000	39447000	34438000	39575000	46939000	23953000
ENSG00000116478	0	0	480680	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116489	7342700	6482200	8445700	7143000	6106700	6506800	6679600	4786800	6160200	5706600	4876300	4764900	3422600	6211700	5184700
ENSG00000116584	0	628040	0	373050	266570	528080	614390	560510	0	391430	443510	475020	482130	745410	536080
ENSG00000116586	0	0	1205200	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116649	0	1423700	1549400	985390	916240	1312000	0	1245600	1267400	1536800	1043900	1313200	0	1696800	0
ENSG00000116661	4419000	5034300	6534200	6224900	9361300	10998000	9186100	8681500	11498000	10376000	18026000	18768000	15154000	19189000	16028000
ENSG00000116663	0	1093500	1167200	0	1216800	1335700	1118000	1422000	1226200	1223400	1250800	1401800	1048700	1381500	1047100
ENSG00000116675	0	0	0	0	0	0	0	0	0	0	1532600	1478100	1001000	1301000	0
ENSG00000116688	0	0	0	0	0	0	0	240840	0	0	0	0	0	0	0
ENSG00000116748	769450	1481900	1135300	1464300	1566000	1304100	1185600	1177700	1730700	1342400	975500	1353700	1273100	0	921480
ENSG00000116750	466880	0	471290	0	0	412700	448940	532410	167230	877750	520400	523390	509870	455240	539720
ENSG00000116852	0	2083700	0	1883900	1286000	2398800	2755200	2343000	1977900	3006500	3693100	3141500	2683700	2754300	2301300
ENSG00000116863	0	0	0	0	0	0	0	0	0	0	0	0	0	833490	0
ENSG00000116871	0	760800	705580	1330400	631430	868620	1314100	1324400	966210	1195400	1236000	993740	1325400	1277900	728560
ENSG00000116903	0	0	609000	462130	742970	761080	780360	1192000	997460	1609600	1473900	1506500	1122100	275100	1691000
ENSG00000116954	523990	584400	337940	427640	181270	231500	0	0	0	0	260700	229580	181590	0	0
ENSG00000116983	18150000	25101000	22708000	34705000	38730000	43754000	41519000	41689000	56232000	41442000	70243000	68843000	72467000	68218000	55840000
ENSG00000117054	0	0	0	0	0	0	0	0	198720	605290	302250	0	0	309300	0
ENSG00000117091	795690	0	725520	0	616090	757760	0	0	0	0	0	0	0	0	0
ENSG00000117118	4890100	3646700	4789200	4319000	6181800	8098000	7331800	6544000	6813300	6699400	7903100	9276000	8334700	6815000	7922800
ENSG00000117143	0	0	0	0	287660	276690	341800	0	256730	0	0	492500	0	0	0
ENSG00000117245	0	1195000	803890	803360	0	1080800	565440	862750	439220	879290	0	1003600	917210	969420	740090
ENSG00000117280	4699800	3045600	4509000	2728900	2759800	2515500	1529800	1085200	0	2939100	0	0	0	0	0
ENSG00000117305	2689200	1709400	0	3102000	2189500	851190	0	1750400	2281200	1637500	0	1328100	0	0	0
ENSG00000117308	682740	737600	1067300	0	703530	850670	728940	742470	826860	1111600	978280	1232000	970250	1114000	0
ENSG00000117394	1919800	1908100	0	0	1628900	2402900	1744300	1655700	1800700	3245800	2641300	3444900	2032400	4325600	1251300
ENSG00000117448	28093000	24875000	25931000	23005000	19312000	20875000	18812000	18939000	21383000	21864000	17391000	19521000	17972000	21902000	17466000
ENSG00000117450	80310000	80189000	108410000	118080000	102210000	103210000	127890000	155410000	142620000	118530000	144510000	164240000	116060000	95500000	86383000
ENSG00000117519	7111700	9215300	7013300	8597400	7153300	7979200	8064600	8737400	8023900	6605400	5371900	4292500	5158700	6480000	3692800
ENSG00000117528	1691400	1808300	1684200	1466100	1798200	2007800	1831900	1928200	1760800	1671000	1602100	2129500	1563200	2091300	1565500
ENSG00000117592	25083000	27512000	28299000	34296000	35421000	42673000	51907000	33908000	56534000	60996000	67256000	62764000	85125000	64254000	61572000
ENSG00000117632	12570000	14178000	12035000	14008000	13516000	16637000	19385000	23869000	22594000	19960000	25101000	35005000	28097000	23224000	31819000
ENSG00000117758	2515900	2482400	3754000	2732000	3371100	3557700	3304900	2710700	3538500	2809500	2747100	0	2933700	2691200	2119200
ENSG00000117862	3804000	0	4406200	3250300	3963600	3792400	3513600	2875800	3826700	2677200	2049200	2581800	0	0	2460200
ENSG00000117868	807970	0	774660	546610	0	424600	508300	0	0	765000	521760	663330	728820	0	0
ENSG00000117899	3331500	3053600	3640200	3571900	3374900	3506400	2785700	3401400	2347100	2965000	0	3462700	2856900	3113300	2256200
ENSG00000117906	450100	0	0	0	1216400	0	0	0	0	0	0	490590	0	0	0
ENSG00000117984	113090000	55098000	68394000	33239000	51159000	48609000	35056000	61191000	36973000	31443000	822050	3042500	1605200	2524900	3469600
ENSG00000118137	16707000	9242100	13631000	11251000	11916000	6418200	5832600	7681900	6554300	7974300	6216700	0	0	6576100	8705400
ENSG00000118271	45385000	25962000	26774000	22659000	18770000	7327900	4392700	12378000	12645000	12805000	7186600	2747200	5955700	13795000	9056900
ENSG00000118298	1350700	1280800	1197700	1350100	1483900	1971900	2411000	2107600	1755100	1518300	2224400	1913000	1355200	3586200	4108600
ENSG00000118363	14726000	7732200	0	6330000	3203500	4346100	0	4271100	0	4966600	0	0	0	0	0
ENSG00000118508	4699800	3045600	4509000	2728900	2759800	2515500	1529800	1085200	0	2939100	0	0	0	0	0
ENSG00000118520	1915000	1686100	2877700	1658700	1806500	1116800	933930	0	0	0	0	0	0	0	0
ENSG00000118640	0	0	0	0	0	0	0	0	0	0	0	246770	0	0	0
ENSG00000118705	7608200	7692600	7146600	5253400	8920000	5492000	5756700	4414500	3456300	4502900	1816300	1793100	0	2080700	2887900
ENSG00000118873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163570
ENSG00000118898	3827200	0	0	0	0	3944500	0	0	6237600	4812600	6139400	0	6551700	0	0
ENSG00000118939	3569000	3866400	0	1916300	3838700	2106000	1761500	4279500	2983800	5134800	5129300	1837000	3225700	4393700	1104800
ENSG00000118960	0	370490	0	366410	0	0	0	321460	0	391760	0	0	0	0	0
ENSG00000119125	3918600	2257300	5206000	2986600	2777200	2095100	1940500	1364900	1028200	1723700	743260	595160	1046000	1055400	823610
ENSG00000119139	1491000	3093500	2113500	3510800	2660600	4273800	3891700	4434300	2610000	3904700	2812000	3729200	3098000	2878900	2661900
ENSG00000119242	443120	0	365230	0	0	443840	405660	1322400	153450	746540	725290	1794400	1399900	585800	1046100
ENSG00000119280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491090
ENSG00000119314	2312700	2049400	1983600	1560100	971590	0	1101600	1639100	0	1310000	0	0	0	0	0
ENSG00000119318	629130	510490	440440	588690	434310	565060	629110	596200	0	629110	942680	880470	1132900	0	0
ENSG00000119321	1113800	1024500	1136700	740490	987780	1029300	914470	0	939740	1498100	891470	0	0	937190	971700
ENSG00000119335	4816100	3347200	4636800	3799300	0	4048700	3830500	3428300	3748800	3797300	3103300	0	0	0	0
ENSG00000119383	4346700	4403700	4002200	4225100	3173500	4736500	5216300	5252200	5174000	5618400	5213400	5578800	4468100	6299500	5025400
ENSG00000119396	10012000	16479000	17133000	15773000	20449000	17903000	9974700	12702000	16650000	13434000	21005000	17934000	27193000	16155000	14187000
ENSG00000119414	0	0	0	0	0	0	0	1155700	0	0	0	0	0	0	0
ENSG00000119431	595540	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119471	833790	779480	720150	751010	1069300	985250	968570	987690	775150	1231000	1149200	763440	781950	1463200	1809800
ENSG00000119523	4079700	3764700	3543300	3604400	3572800	4442400	4704700	3556000	3284100	1357600	2304800	1251900	2749200	2220500	1716900
ENSG00000119541	655640	724420	529130	607720	0	0	765870	841660	450780	625050	553560	645430	588520	768420	820320
ENSG00000119640	0	0	0	0	2331700	2979200	3599400	0	2789400	0	2793600	3955900	4071500	0	3977000
ENSG00000119673	0	0	0	0	0	0	313130	0	0	0	0	0	0	0	0
ENSG00000119689	2133600	1762100	2686300	1613600	1118300	3139400	3633700	2094800	3144700	2894000	3264400	3806900	1890400	3392900	3936000
ENSG00000119705	0	0	0	0	0	0	0	0	0	0	0	0	1306000	0	0
ENSG00000119729	27652000	40340000	29544000	41973000	40085000	41073000	51463000	43805000	55581000	44320000	51784000	56290000	39314000	44785000	29252000
ENSG00000119782	0	0	0	3810400	0	3532300	0	0	0	2998500	4783500	0	2938600	0	0
ENSG00000119787	0	0	0	0	0	0	0	0	0	0	0	0	84551	366950	0
ENSG00000119812	0	0	0	0	0	0	0	0	0	322210	0	0	0	0	415040
ENSG00000119862	0	0	0	0	0	0	0	0	0	0	0	2049400	1368900	0	0
ENSG00000119865	614180	0	548170	0	0	0	0	0	0	0	0	2636200	1565500	3772700	0
ENSG00000119912	2257700	1909700	2917900	2100300	1802400	2473000	2652500	2756800	1310000	1682700	1462700	1649700	986210	1536500	1416600
ENSG00000119979	0	0	0	0	0	0	0	570020	0	0	0	0	0	0	0
ENSG00000120008	0	0	0	0	0	0	61754	0	0	0	0	0	0	0	0
ENSG00000120053	40811000	33985000	37536000	50089000	48169000	69600000	62752000	61632000	56817000	35969000	60575000	64741000	63226000	44913000	46352000
ENSG00000120254	2806700	2719500	3119300	2855500	2412500	1389000	2553200	2357800	2459500	1875600	2290900	2177900	2492400	2087800	2396600
