Ortholog	LFQ.intensity.p01	LFQ.intensity.p02	LFQ.intensity.p03	LFQ.intensity.p04	LFQ.intensity.p05	LFQ.intensity.p06	LFQ.intensity.p07	LFQ.intensity.p08	LFQ.intensity.p09	LFQ.intensity.p10	LFQ.intensity.p11	LFQ.intensity.p12	LFQ.intensity.p13	LFQ.intensity.p14	LFQ.intensity.p15
ENSG00000103723	653340	1086700	1161800	738830	0	1358300	1551300	1281900	1128400	1826700	2243400	2884000	1676500	1881900	2484500
ENSG00000103740	1415700	1124300	848600	2181900	1452400	4209300	3170000	3202300	4165600	5790900	5393300	6525200	5885500	5183800	4704800
ENSG00000103769	0	0	0	0	0	0	0	0	0	0	242970	0	0	0	0
ENSG00000103966	838390	638830	798820	702970	602360	845280	680680	658110	0	637090	0	0	525940	0	0
ENSG00000104067	5176200	5158000	4836300	6073500	5263700	5717000	6722100	5530100	5577500	5156800	4381300	5393800	4981400	4414700	4451900
ENSG00000104093	1259700	2671700	1690900	2070000	2126300	3894600	3967800	3320500	3514500	2966200	5838000	5122000	5089700	4829900	5561800
ENSG00000104131	1629500	1223700	1485500	1927200	0	2031900	2134600	1824000	2116700	2318500	1889300	0	2058000	2484000	2443700
ENSG00000104142	999810	1969800	1090300	704640	684090	1815300	1095700	1473800	1017900	849500	365490	472450	0	0	0
ENSG00000104177	837040	805190	0	662230	0	636260	535790	922950	0	742710	802690	588490	759030	849480	599750
ENSG00000104267	5703200	7350700	5323800	6016700	8678400	10518000	12052000	8512700	12004000	11312000	13482000	17126000	10525000	12683000	21586000
ENSG00000104324	1079300	570800	809310	1045400	660900	0	0	424220	528020	0	346930	0	223240	225510	368380
ENSG00000104327	0	0	0	0	0	603810	955190	801910	861550	1546700	0	0	0	0	0
ENSG00000104331	0	0	0	0	0	807130	785140	866850	0	0	0	0	0	0	0
ENSG00000104381	2287500	2514000	2790200	3907100	3060100	3243700	3003600	3850400	4213700	3747900	5308100	5618300	5808200	6110600	7508500
ENSG00000104408	1159000	0	1310100	1188400	1551400	0	0	0	0	0	0	0	0	0	0
ENSG00000104419	3346500	3715500	2949700	3742900	4519600	4769500	5269900	4518200	3552100	3856000	6085600	5418900	4338600	6176500	5568500
ENSG00000104427	0	0	0	0	0	0	0	1562800	0	1436900	2016000	2281600	1898300	2598900	1755300
ENSG00000104435	6866600	7577400	7269300	9826300	0	8697700	0	0	7526800	0	9379000	11666000	0	10896000	8443600
ENSG00000104442	0	0	482530	596490	0	966230	0	548300	849650	663530	2169200	2600300	1056900	1939900	2435700
ENSG00000104490	7548000	9534700	7687500	0	7402800	10050000	9042600	23113000	7108000	8874200	8221400	21056000	23680000	22328000	13553000
ENSG00000104522	1347000	1569800	1604500	1470500	1397500	1393900	0	1220300	1904000	1183900	860270	2020300	1036200	945820	913970
ENSG00000104524	514390	0	630940	672300	625510	0	941630	1257100	731160	0	897860	1079900	1172300	1070600	1473600
ENSG00000104529	10692000	10141000	11683000	9751800	7563200	8992000	10156000	9388400	9648200	9666500	6631900	8190300	5568600	7263900	5516600
ENSG00000104537	2913300	2803400	2881100	2786400	3334900	3147800	2766300	3018400	1683500	2205100	1705700	1939500	2155400	1857900	2199000
ENSG00000104643	0	0	0	0	0	0	0	0	0	373640	0	0	0	0	0
ENSG00000104738	0	0	0	0	0	0	105780	0	0	0	0	0	0	0	0
ENSG00000104763	2648800	1877600	2472000	1931300	1810100	2255400	2711200	1919100	2051500	2673400	1232000	1916000	2399700	1912100	1079700
ENSG00000104805	1943000	1597100	1477900	1713800	1605000	1378000	1189100	1053200	1577700	1135600	1125500	873310	1051500	1244900	1529400
ENSG00000104812	0	0	0	0	0	0	0	0	0	0	0	0	191960	0	0
ENSG00000104823	4075100	4092500	3906000	3374100	5849500	4982000	5525100	3834000	4728700	5024600	4020000	4318700	5382300	3132700	4537600
ENSG00000104824	4627200	3582700	2749300	4099500	2465900	3869800	3760400	3645700	3726600	3255000	1955200	1588400	1960200	2164600	1997200
ENSG00000104833	15676000	23027000	19073000	37607000	23566000	33220000	39982000	27239000	54541000	37969000	65850000	53218000	64131000	51760000	44196000
ENSG00000104852	0	1078800	1618900	1003500	758930	0	713910	0	0	0	0	0	0	0	0
ENSG00000104853	676420	1029000	884360	1441600	0	0	1132300	1378100	0	1263500	1046200	1536100	779510	723700	879490
ENSG00000104892	4085800	3791200	3387100	4064800	3396500	3804200	4339100	3982800	4243300	3128600	3388400	4444700	3456700	3807400	4344000
ENSG00000104946	0	0	0	0	0	0	0	0	0	0	382610	433030	0	323810	0
ENSG00000104969	2645200	2745900	2857500	2704600	1595300	2337000	1491900	3628000	2448000	5421100	2979200	3541900	2707000	3017400	2598300
ENSG00000104980	1416100	1465300	1299400	1829500	1619500	1630600	1927300	1580200	1050700	0	1080800	1276600	1018900	1011300	1304800
ENSG00000105135	301400	527890	628430	589870	0	731190	497150	480070	0	0	377010	555210	0	476260	0
ENSG00000105185	3152400	4371700	3606100	4335700	3751500	4295200	4736300	4481900	4140300	5315300	2424100	4211600	4297100	5497600	4522500
ENSG00000105193	25124000	18405000	14523000	21071000	20994000	20179000	24173000	21840000	24728000	21204000	20379000	21132000	16838000	14705000	15556000
ENSG00000105197	2434900	2121000	2102800	3447700	2993900	2129200	2713300	4033600	2475500	2774700	2728300	3333600	3502400	3130100	3610400
ENSG00000105202	1865500	1375200	1828700	0	0	743050	1403900	1377000	1491600	1408200	0	0	0	0	1296100
ENSG00000105220	27230000	24666000	31794000	26673000	29808000	26364000	31154000	25856000	29573000	26383000	28496000	28217000	25333000	30146000	31817000
ENSG00000105223	2575400	1830000	1938300	2704000	2260200	1765600	1230100	1572700	756640	445040	0	340840	315220	383090	346630
ENSG00000105254	3215500	3408300	4224700	4462700	5388300	4060900	4530400	3430700	5919400	5544500	6107500	6605900	5859400	4721500	4348800
ENSG00000105290	516060	391410	861160	710870	765640	733080	791330	0	0	816050	640650	630060	619820	458840	494350
ENSG00000105323	0	0	0	0	0	0	0	0	0	646110	0	0	0	0	0
ENSG00000105357	8498600	12271000	10162000	11539000	12666000	12473000	13913000	15618000	12353000	13563000	12016000	14332000	11509000	15008000	12162000
ENSG00000105379	6790300	7159600	6570000	5715400	6915800	7251600	6874200	6976400	7316600	7684400	8612600	9830200	7309700	7080000	8170900
ENSG00000105402	5243300	4911900	4227300	7985000	5978600	4057000	6298400	5623000	7795100	7271900	7963600	9464100	10333000	9858800	10700000
ENSG00000105409	91096000	93207000	76419000	122670000	128210000	152080000	145010000	145150000	192160000	128650000	202340000	215740000	201970000	167570000	196700000
ENSG00000105514	0	0	0	0	0	0	3998700	3760800	0	0	5462200	0	6786200	3420000	0
ENSG00000105568	11420000	14813000	9103600	12827000	14892000	15033000	15600000	15682000	13560000	12722000	14920000	15441000	13190000	11132000	12631000
ENSG00000105612	2962600	2444800	2115700	1861100	1850300	0	1904200	1657900	1676200	2090500	0	0	0	0	0
ENSG00000105613	0	0	0	0	0	0	0	0	0	0	202640	0	0	0	0
ENSG00000105640	4578800	5366900	6738700	9530200	6440600	5621400	8123600	5640700	0	9113700	3435700	0	967050	2970400	0
ENSG00000105649	9469600	3306400	7725200	4678900	8966600	11730000	4770600	8158300	31803000	4734400	29144000	6261700	38504000	16297000	26625000
ENSG00000105655	2466100	2161100	2291300	2039900	2134100	1697800	1368700	1655200	1728400	1443300	1641800	1521700	1030400	1630400	1616800
ENSG00000105669	0	0	2157700	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105675	0	0	0	0	0	0	0	0	0	0	0	0	188130	0	0
ENSG00000105679	113040000	115950000	124150000	146080000	140240000	178450000	120570000	222930000	210770000	199300000	264820000	233340000	243730000	208700000	241110000
ENSG00000105695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8773900
ENSG00000105701	0	0	0	0	0	0	0	0	0	737200	647200	0	457550	0	0
ENSG00000105723	0	0	0	0	239370	413890	318300	0	392270	0	400820	476980	329490	560070	427290
ENSG00000105755	0	0	1048800	0	0	0	1383900	865410	0	0	0	0	0	0	1231700
ENSG00000105767	1406300	2235300	1202700	1778200	3398100	2444800	2515000	2151500	3995000	2124900	2863500	3071900	3414100	3802800	4781300
ENSG00000105835	953050	721220	1148800	557840	690920	611970	717120	496640	712840	689340	596220	439370	390270	586500	747450
ENSG00000105854	2961700	4187200	4055300	3086200	2682800	3566400	4527900	3404400	3183400	3690500	3569300	3943700	2867600	3161900	2823700
ENSG00000105887	5396500	8285400	8562400	7756900	9162400	8165200	4296000	8544700	5317900	7148900	8699000	9160100	11766000	10484000	9799400
ENSG00000105926	606590	748760	0	0	574150	499660	429530	514600	0	0	689090	456200	502880	730790	0
ENSG00000105953	15726000	13387000	12992000	15952000	16771000	11694000	14733000	14605000	16164000	9873900	15903000	12643000	14225000	10447000	14540000
ENSG00000105963	1985800	2161600	2019600	2310700	2854800	2326200	3741800	2799200	2670400	0	1659500	1538900	1220200	0	0
ENSG00000105968	13251000	12495000	19813000	10731000	0	8465900	0	10653000	0	0	0	0	0	0	0
ENSG00000105974	4790300	6329100	5486100	7576100	4951800	5531700	5423900	5806700	2548600	5076200	4443600	3842600	6659400	5702800	5830500
ENSG00000106028	0	0	0	0	0	0	0	2110700	2023800	0	2218100	0	2543000	2325300	0
ENSG00000106049	3375000	3668900	4862900	4572000	2140800	4729800	5493200	3666200	5357500	5188800	5769200	9406200	7339800	6757200	8078500
ENSG00000106089	0	0	0	0	0	959880	1603300	0	0	1640700	2061700	2393900	1847300	2492500	2644400
ENSG00000106105	4982300	4812800	4749100	4142700	4049700	3730700	4899300	4082400	3319000	5362200	8387900	7673800	7052000	5287100	6017700
ENSG00000106211	109140000	126070000	121960000	159590000	93243000	108300000	118390000	121720000	139500000	169470000	55824000	73860000	41098000	53179000	51719000
ENSG00000106244	0	0	0	0	0	0	0	0	0	0	0	0	939440	0	0
ENSG00000106263	3360900	2337900	2445400	2591400	2703600	2728500	3325400	2250800	1722400	2074300	2021900	2845200	1821500	2094500	2458400
ENSG00000106268	0	0	867850	0	0	0	1332800	989350	0	0	0	0	0	0	717550
ENSG00000106305	931150	1371300	1345900	891390	837730	1237500	0	706360	1221100	992840	716350	1411200	0	900850	476730
ENSG00000106333	387330	0	480200	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106367	0	0	0	577310	552840	0	667330	544820	0	987860	0	0	0	0	588830
ENSG00000106397	730870	673350	751890	0	0	0	472230	0	0	0	0	0	0	0	0
ENSG00000106554	2774800	2919500	3264200	2725900	4292900	3719000	4100300	2955900	4438400	4535700	5285500	4350200	5355500	6001600	6408400
ENSG00000106565	1075700	825680	0	1125800	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106588	13978000	8001100	4021600	3227200	4933100	3518800	4827600	4531000	4928000	7114000	2301300	4831400	5619300	8088300	3681600
ENSG00000106605	5743500	4641900	7156800	4588000	4611200	5265200	6384300	4011400	4617400	6214100	6962600	6710200	4600600	6514900	4473800
ENSG00000106633	14555000	7036500	13299000	6158300	8741400	4331700	3202700	2287400	2388000	2035000	0	0	0	609230	0
ENSG00000106636	5673500	5849300	4041900	6277000	2226700	4840800	6123700	5928200	2651800	6406300	4966600	7232600	5500400	7554500	5052000
ENSG00000106665	5445700	6892600	7034900	8860700	7790500	7170100	8603500	7450500	8522800	7305100	7034800	9231200	6789400	8558700	6552200
ENSG00000106682	2209400	2665200	2068400	1959300	1810200	2679400	2298400	2819900	2069100	2931200	3089400	2976500	2679800	4122700	3122100
ENSG00000106803	6813000	0	0	5199700	5148100	3838400	4316200	0	5310200	0	0	0	0	0	0
ENSG00000106804	907380	1321000	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106809	4378300	6308000	4895000	3509500	3799000	3336600	3446700	3793100	3076400	3167300	2823300	1563600	1810500	5516600	3789400
ENSG00000106853	0	0	882870	0	861500	0	898130	979780	0	591200	0	0	0	0	0
ENSG00000106927	0	0	435760	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106976	16738000	30200000	26320000	30600000	27304000	43241000	37454000	41325000	38231000	35980000	50875000	56074000	44576000	48396000	51593000
ENSG00000106993	0	0	0	0	0	0	0	0	0	0	136540	0	0	0	0
ENSG00000107020	1822600	1836300	1267500	1506100	1519900	1808400	3199300	2465900	2138200	2076500	1419800	2324400	2032400	2225800	2064400
ENSG00000107130	0	0	0	984390	926570	1111100	1858000	0	1405500	0	1503900	4752800	2654300	1851400	1761700
ENSG00000107164	0	480480	454660	534890	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107201	0	0	0	0	0	0	0	0	0	317190	0	0	0	0	0
ENSG00000107295	3878100	7854000	7984100	10405000	9407100	14239000	14106000	15861000	15658000	15097000	21076000	21331000	19434000	14708000	15125000
ENSG00000107317	3817800	3958700	3013200	3921200	4009000	3966600	3346500	2749800	3388500	2701600	4093900	2836800	3190200	3696800	4178600
ENSG00000107438	0	0	0	0	0	0	0	0	426740	0	0	0	0	0	0
ENSG00000107537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174570
ENSG00000107566	2884200	0	1870900	0	0	0	0	1707700	0	0	1426600	0	0	0	0
ENSG00000107581	8966900	8741300	7994700	6597600	6614600	6461600	7277800	5491300	6064800	5880400	4105000	4497800	3182600	2495600	3300000
ENSG00000107651	576630	889400	775800	0	0	902720	655740	773300	0	683670	815750	0	649690	0	0
ENSG00000107719	284160	0	0	0	0	0	0	358700	0	0	0	0	0	275000	0
ENSG00000107819	4114500	4443200	4615400	4757200	4807700	5331600	5740300	5390500	6159500	7185600	7592700	9005500	7210600	7202700	8759000
ENSG00000107833	0	0	0	0	0	0	0	0	462740	0	0	0	0	0	0
ENSG00000107902	1825800	0	1435000	1995800	3269200	0	4479200	0	2878900	2133600	4087200	3012500	0	4061600	3316600
ENSG00000107959	1410100	1758100	1341000	1407800	1445900	1404700	1376700	1121400	1245500	1007600	1120100	1012000	1564700	0	0
ENSG00000108010	4615900	6348300	5710600	4999600	5263700	5322000	7124300	7088800	6474900	6753500	8408000	7677800	7364100	7392900	4116500
ENSG00000108039	3212800	2645000	2450100	2480600	2474800	2152300	2494400	2060400	1886900	2704000	1739900	1389400	1821900	2885800	1774500
ENSG00000108055	1307900	998230	689720	0	0	634660	408770	986660	0	0	363180	0	0	0	0
ENSG00000108064	0	0	0	0	0	0	0	0	0	0	0	3345400	0	2171000	0
ENSG00000108094	0	909670	0	880150	0	1162500	901410	1489600	1242900	1249400	1424900	1334800	1215500	1357400	1395400
ENSG00000108100	513590	745270	646980	748690	0	636860	951060	823900	1009700	796470	790190	1080200	0	980140	774340
ENSG00000108107	7510600	5774700	5516900	4420700	6323100	5501800	7392600	4647000	8394600	0	4497400	2711900	5257600	0	4350400
ENSG00000108231	0	0	0	0	525320	0	414560	612900	0	586080	912490	1145300	915170	1065000	1047400
ENSG00000108298	6053500	5755700	8718100	5275300	3718200	7562500	6671500	7119200	7870600	7757000	9768400	3551400	5174300	3823300	2369100
ENSG00000108344	5327400	3881400	4100200	3270800	3766900	4107200	3696700	2597900	3317800	3643400	2818800	3197000	2925600	2970300	3400300
ENSG00000108381	5004500	6696600	5018300	5978500	5957300	6625200	7479000	6239200	6545800	7215600	7354000	8881600	7355200	8066100	8118900
ENSG00000108433	0	0	0	1676600	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108439	0	0	2138200	0	0	2345200	0	2117600	2685100	2784900	2001000	2653100	2373100	3513800	2305300
ENSG00000108468	0	1686200	1586500	0	0	0	1585100	0	0	0	0	0	0	0	0
ENSG00000108479	2854500	2236600	2415400	1762900	1834000	1182100	0	1393000	0	1641200	0	1465100	948870	740780	0
ENSG00000108515	1116300	1509500	1999300	1197300	1360100	672740	1165800	1251600	647900	1628800	2408800	1764300	963350	2600200	0
ENSG00000108518	60818000	45627000	80658000	57353000	63756000	69561000	64292000	96873000	58876000	79765000	40751000	14342000	46392000	35439000	30038000
ENSG00000108561	0	1790000	1755400	1885700	2282300	2236800	2580400	2349800	1356600	2620900	3730000	3622900	4974700	3455000	5172500
ENSG00000108578	1759500	948430	1424500	1305500	1955600	2030100	1524900	1229300	1431800	1506500	1200100	1149600	1183100	1545100	1144300
ENSG00000108588	543600	0	595390	509960	0	601120	616370	0	0	652320	574770	457080	0	583810	0
ENSG00000108654	3945100	3329400	3643300	2893400	2518600	2621800	3697300	3284800	2650000	2620700	1246300	1693500	1924900	1243200	1771700
ENSG00000108679	0	0	0	0	0	0	0	0	0	642810	0	0	0	0	0
ENSG00000108774	16633000	16882000	19422000	15004000	15746000	21046000	17507000	17463000	20992000	23284000	11543000	11963000	28297000	10800000	16140000
ENSG00000108784	641240	0	0	0	0	0	0	386080	0	0	0	0	0	0	0
ENSG00000108797	2644800	2898500	1713800	4348400	3075700	5085700	5004100	4147100	3427800	3385000	5851800	7316800	5997300	6267800	7275700
ENSG00000108819	1144700	1364200	1972900	1784400	0	1950700	1744100	1583200	1752000	1667500	1377500	1144800	1316700	1227000	1816400
ENSG00000108821	25202000	21576000	27522000	22246000	33833000	13941000	16553000	12156000	21476000	31666000	13235000	8666300	5798400	11782000	16891000
ENSG00000108828	15724000	11595000	15913000	14095000	12675000	15573000	12330000	13975000	12711000	13245000	9673600	11269000	10231000	10768000	11988000
ENSG00000108829	7045500	6481200	4887000	3701800	4204000	3694400	4084400	2850200	3639100	3406200	2402800	2040400	2757500	0	2483800
ENSG00000108861	5062700	5669700	5616000	6125600	4978700	5401800	4711700	3752800	7589400	0	4919000	6862300	8632100	9786100	7379400
ENSG00000108883	2222700	1915800	2471000	1462800	1739600	1497800	1373600	1160600	1209100	1256400	0	0	844870	903930	902700
ENSG00000108946	1346500	1329800	1444900	1069600	1949700	1982300	1901300	1458700	1671600	1805600	1678600	1836500	1510000	1296600	1334400
ENSG00000108953	72145000	75444000	81237000	93301000	92902000	98209000	95692000	109020000	127150000	97053000	109290000	133640000	107220000	109180000	99267000
ENSG00000108984	0	0	0	0	0	0	0	0	0	0	0	750210	665390	0	0
ENSG00000109061	153960	312200	57367000	95162	174270	0	242030	0	106680	0	176030	0	437940	266380	0
ENSG00000109072	6449200	4793900	3316100	2295200	2750100	0	0	1063900	0	0	0	0	0	0	0
ENSG00000109107	62601000	90774000	76626000	113220000	142520000	150870000	163660000	148920000	174580000	137660000	220100000	217580000	195570000	178180000	176000000
ENSG00000109111	1692400	1571200	2751800	0	0	0	0	0	0	0	0	2487700	0	0	0
ENSG00000109180	897970	1469500	0	0	769160	443180	1706600	1134500	1673200	1808200	2668700	3133700	3151400	896440	1762700
ENSG00000109270	3453800	2670600	0	1702200	1021600	2293600	1789600	0	1136900	2254100	0	1315700	2435200	3097900	0
ENSG00000109323	831260	664880	970490	970360	1005500	674910	0	723800	0	0	0	0	0	0	0
ENSG00000109332	0	3335200	4449600	4850700	3823800	5848600	4764200	5614400	5338000	0	5366700	5976300	5370700	0	6361000
ENSG00000109472	701140	792930	878050	1049400	720240	870560	1257600	730940	832080	741400	651180	0	0	0	0
ENSG00000109501	0	0	0	0	441250	0	0	0	539660	0	0	0	465420	0	500480
ENSG00000109511	41205000	34503000	40833000	36384000	33421000	36785000	40300000	40541000	33410000	30166000	33650000	31003000	30128000	42726000	38945000
ENSG00000109519	3978800	3802800	4918500	3185000	5033600	3033000	5102300	3509100	2961700	4068500	4552300	4575900	4650500	5196500	3922100
ENSG00000109606	641910	703900	709130	620400	487940	1203400	0	0	0	0	0	0	0	565210	0
ENSG00000109846	20383000	24147000	22460000	37010000	19511000	20515000	21470000	28655000	22850000	27549000	8021800	14706000	12383000	22456000	16452000
ENSG00000110047	1889100	2048300	1915000	1685500	2007300	1537800	1668000	1357600	1557700	1365600	1259500	1757500	1340400	1511300	1451400
ENSG00000110048	695390	903150	750980	1279400	913290	565370	1449100	834940	794970	849850	922880	1799000	684690	630930	1491500
ENSG00000110063	1372200	0	855660	684980	814840	896750	957970	0	829360	1075700	0	1395500	0	813310	779500
ENSG00000110090	2158000	2278900	1603700	1868800	1782900	1681700	1126700	1718700	0	1571800	1399100	0	992120	0	0
ENSG00000110107	707330	867820	863700	641920	731040	799180	0	778920	0	710400	510690	631610	589900	635840	827890
ENSG00000110169	28750000	11659000	11378000	9637600	10686000	3915500	4837600	4526500	1274900	1513100	1952500	750490	1363500	1773600	1650700
ENSG00000110172	1745400	1276400	1252900	1526400	2529400	1386400	2476100	1412500	1281700	1905700	2825000	4019700	2643300	2909000	2426900
ENSG00000110321	572420	367610	396380	322610	0	200090	392480	584270	0	0	0	336260	0	0	0
ENSG00000110344	868580	1041500	1029100	1213000	1096500	1247900	866260	1070000	833410	851380	869760	845500	776550	991130	872100
ENSG00000110367	0	916220	898110	0	0	0	898290	886860	0	0	0	0	0	985700	1003500
ENSG00000110435	2333200	2099000	1554600	2130000	1376000	3020300	2336500	2832700	2482900	3040600	1921300	1439000	2239500	2367400	2419800
ENSG00000110442	2867500	2531600	2430100	2576000	2392100	2997600	2953900	2171000	3310900	2116400	2325800	2181400	3417800	2336800	1956700
ENSG00000110536	0	0	890090	0	0	0	1585100	0	997530	0	0	2032000	0	1254500	0
ENSG00000110619	0	0	1022000	1070700	967910	1463100	1579900	1249600	1295700	1350900	0	1155800	598540	1236700	1258400
ENSG00000110651	2522800	4967200	3742400	9157000	6184300	6261800	3994100	6936100	7585600	4445600	8699000	9330700	4650600	3886000	3539800
ENSG00000110697	0	0	0	0	0	0	643700	541130	0	0	668160	750480	600290	585230	758310
ENSG00000110700	26511000	24809000	21432000	20673000	25328000	21873000	22436000	19731000	18661000	24300000	10020000	16027000	12753000	15099000	17925000
ENSG00000110711	929000	0	0	1150800	0	1347000	0	1460800	1539000	1467700	0	2270200	1674600	2244800	2079100
ENSG00000110717	3505200	3879600	3295000	4136700	4150000	4799400	6580300	2979800	4117000	4877000	4976200	6765700	8777900	7365500	7123100
ENSG00000110719	6353500	6546800	6036000	5889300	7623600	2584700	3647000	2881600	1704300	2151100	817280	0	0	0	0
ENSG00000110756	3717600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000110799	1158000	1947400	1639700	1454600	857150	0	754550	764050	361570	921080	552100	0	0	0	0
ENSG00000110880	2497200	2348300	2927500	2060700	2288600	2096300	1813900	1879300	2332600	1425200	1479600	1007100	1962100	1425100	2072500
ENSG00000110917	1495600	858570	1345000	992090	0	1138700	1863600	2116800	1180800	1266700	1010700	1373400	846280	1169100	0
ENSG00000110955	76880000	85140000	61877000	85695000	97708000	76335000	75680000	83924000	126700000	76368000	103070000	109960000	100650000	77313000	85771000
ENSG00000110958	4777300	4256900	4571700	0	3768100	4895200	3141800	6805700	5580500	2656200	4801400	6579300	5135300	4009900	4592300
ENSG00000111057	195710000	189660000	173740000	229200000	296950000	151080000	142700000	144280000	247950000	183000000	138190000	113610000	107510000	122600000	158010000
ENSG00000111077	0	0	0	0	0	0	0	461100	788920	0	0	0	0	0	0
ENSG00000111110	399870	0	347020	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111142	0	607120	582180	0	882900	565050	0	577070	768890	0	0	630170	372530	0	0
ENSG00000111144	3526000	3621700	4175700	4081500	3801900	3507100	3102800	3108200	3264500	3851900	1763500	2787000	3129400	2082600	2210200
ENSG00000111196	2705200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111218	3107200	3257900	4389300	2905900	2982300	2632900	0	2590300	3933100	950060	0	0	0	0	1127500
ENSG00000111229	22314000	25201000	15653000	17402000	19246000	20700000	23084000	18927000	16821000	17775000	15086000	13368000	15969000	14950000	13004000
ENSG00000111275	0	0	0	0	0	0	0	0	0	518790	0	0	0	0	0
ENSG00000111300	0	0	528750	0	0	645490	998880	1141600	623390	717420	0	666890	0	0	0
ENSG00000111348	12000000	7742600	11401000	8200900	8790500	7198300	7773100	3391000	6496500	8277500	3465900	3395800	3082600	0	2292300
ENSG00000111361	781550	0	425780	0	0	431670	0	552540	0	0	0	0	0	0	0
ENSG00000111450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540460
ENSG00000111481	4601500	3065400	2872700	2975300	2443700	1200300	2092900	2084700	1761300	3478100	0	0	2428000	2733700	2023400
ENSG00000111530	21761000	27370000	24839000	26818000	26348000	26313000	26481000	20791000	30408000	22411000	22675000	24040000	19186000	23778000	22036000
ENSG00000111540	4524600	5436400	4892000	5092600	4256700	0	4078000	2171400	6484500	6828700	4813500	9047300	9216400	4972600	6591200
ENSG00000111605	0	0	0	0	0	0	0	221100	0	0	0	0	0	0	0
ENSG00000111640	113040000	115950000	124150000	146080000	140240000	178450000	120570000	222930000	210770000	199300000	264820000	233340000	243730000	208700000	241110000
ENSG00000111652	1942700	1893600	1719900	2556600	1790400	2103200	2489400	2016900	2572400	2550300	3782400	3396200	2611500	4662700	3317000
ENSG00000111667	12582000	13466000	12980000	15085000	15132000	14069000	16028000	14618000	14959000	13888000	18497000	15598000	15268000	15178000	16438000
ENSG00000111669	115720000	73838000	91883000	96353000	105210000	89607000	88063000	110000000	89358000	118350000	144020000	116280000	128900000	166240000	124960000
ENSG00000111674	27182000	28316000	26371000	25740000	46491000	36989000	38077000	33416000	42620000	39485000	54246000	56449000	61821000	66961000	73659000
ENSG00000111678	0	0	0	551260	0	0	0	465800	0	0	242500	0	0	1681000	1223400
ENSG00000111684	1325400	0	1569300	1052500	1278500	758800	0	0	0	0	0	0	0	0	0
ENSG00000111711	0	0	230680	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111716	55861000	91069000	75030000	82140000	86799000	119200000	112640000	138710000	130990000	111850000	201720000	192680000	180040000	126220000	168160000
ENSG00000111737	7001700	3969400	3359500	0	5559600	4044300	0	4206500	0	5095100	4146800	5271600	4553900	5673300	4945300
ENSG00000111775	6523700	6635900	8707600	10054000	10475000	0	4941400	9837300	16497000	5811600	17394000	14859000	15802000	10318000	19191000
ENSG00000111897	0	0	0	0	0	0	0	0	0	0	0	1128300	0	0	0
ENSG00000111911	2452500	0	3353300	0	4580000	4849400	6281100	3129000	4617100	4916800	7549800	8207900	6557500	5450700	5188100
ENSG00000111913	199320000	111350000	161750000	83399000	132160000	89682000	71197000	68385000	92001000	72311000	5560100	9291900	6290500	7029700	8349400
ENSG00000112062	0	0	629860	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000112081	0	5290300	0	4517700	0	4975800	4330500	5171400	5503900	0	2814900	6111400	0	6077800	0
ENSG00000112096	27107000	26948000	24577000	37170000	40857000	34310000	36965000	38721000	49413000	30924000	54828000	53906000	55931000	39760000	58803000
ENSG00000112208	0	771390	0	0	0	775890	0	0	0	0	0	910960	0	0	0
ENSG00000112290	0	0	0	0	0	0	0	0	0	0	0	597740	0	0	0
ENSG00000112304	1036500	1039800	1116900	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000112305	0	0	1638100	1615000	1644900	1608400	2192400	1710200	1671900	1351500	0	1600700	1058100	1242500	0
ENSG00000112306	19005000	14179000	11465000	6935000	12286000	5652900	5494000	7244100	6592000	6037400	6080900	5870400	3165400	4379100	5181100
ENSG00000112339	0	0	776320	0	0	471700	0	0	0	0	0	0	0	0	0
ENSG00000112379	0	0	0	0	0	0	0	0	0	0	355570	0	0	435020	341910
ENSG00000112473	0	0	0	301680	0	120250	0	0	0	0	0	0	0	0	0
ENSG00000112493	885090	1014000	1035300	714330	692210	376260	904700	0	483670	0	0	0	0	0	0
ENSG00000112514	0	0	0	0	0	0	0	1972500	0	0	0	0	3214700	8315400	0
ENSG00000112667	0	0	0	0	0	0	0	0	0	0	0	0	1224000	0	0
ENSG00000112695	0	2225500	0	3497800	0	4430700	0	0	3515300	3697600	3381000	0	0	0	0
ENSG00000112697	647920	588150	898170	568620	0	980010	1082300	821940	1203100	734840	728280	719860	419580	0	1330700
