gene.symbol,CTR2
1700018L02Rik,2.198584
1700018L24Rik,0.1
1700019A02Rik,0.1
1700019B03Rik,0.1
1700019D03Rik,1.981733
1700019E08Rik,0.1
1700019E19Rik,8.437982
1700019G17Rik,2.753945
1700019G24Rik,0.124936
1700019L03Rik,0.329705
1700019M22Rik,0.1
1700019N12Rik,0.770678
1700019N19Rik,0.1
1700019O17Rik,0.1
1700020A23Rik,0.329341
1700020C07Rik,0.1
1700020D05Rik,1.008853
1700020I14Rik,43.637415
1700020L24Rik,2.14061
1700020M21Rik,0.1
1700020N01Rik,0.1
1700020N18Rik,0.1
1700020O03Rik,7.716846
1700021C14Rik,1.537679
1700021F05Rik,13.399093
1700021F07Rik,0.1
1700021K19Rik,16.824164
1700022A21Rik,0.1
1700022E09Rik,0.1
1700022I11Rik,0.1
1700022P22Rik,0.156557
1700023A16Rik,0.1
1700023E05Rik,0.1
1700023F02Rik,0.1
1700023I07Rik,0.1
1700023L04Rik,0.226294
1700024G13Rik,0.391304
1700024P03Rik,0.1
1700024P04Rik,0.1
1700024P16Rik,0.1
1700025B11Rik,0.1
1700025C18Rik,0.1
1700025E21Rik,0.10529
1700025F22Rik,0.1
1700025F24Rik,0.113372
1700025G04Rik,6.769672
1700025K23Rik,4.872616
1700025M24Rik,0.1
1700025N23Rik,0.1
1700026D08Rik,0.562244
1700026D11Rik,0.1
1700026J04Rik,0.132919
1700026L06Rik,0.464423
1700027A15Rik,0.1
1700027A23Rik,0.46015
1700027D21Rik,0.1
1700027F09Rik,0.1
1700027H10Rik,0.1
1700027I24Rik,0.1
1700027J07Rik,0.1
1700027L20Rik,0.115365
1700028B04Rik,0.1
1700028I16Rik,0.1
1700028J19Rik,0.40671
1700028K03Rik,0.940144
1700028M03Rik,0.1
1700028P14Rik,0.347764
1700028P15Rik,0.1
1700029B22Rik,0.1
1700029F09Rik,1.942318
1700029F12Rik,0.1
1700029G01Rik,0.485135
1700029H14Rik,0.1
1700029I15Rik,0.676947
1700029J03Rik,0.1
1700029J07Rik,1.644694
1700029J11Rik,0.1
1700029M20Rik,0.1
1700029P11Rik,0.1
1700030C10Rik,0.93231
1700030F18Rik,0.1
1700030J22Rik,1.097799
1700030K09Rik,2.864613
1700030L20Rik,0.1
1700031F05Rik,0.1
1700031M16Rik,0.1
1700034E13Rik,0.1
1700034F02Rik,0.214087
1700034H14Rik,5.16066
1700034H15Rik,0.197213
1700034I23Rik,0.1
1700034J05Rik,0.1
1700034K08Rik,0.1
1700034O15Rik,0.1
1700034P13Rik,0.351592
1700036G14Rik,0.1
1700037C18Rik,2.241773
1700037H04Rik,30.554865
1700039E15Rik,0.1
1700040I03Rik,5.325671
1700040L02Rik,0.695645
1700040N02Rik,0.1
1700041C23Rik,0.1
1700041M19Rik,0.1
1700042B14Rik,0.1
1700042G07Rik,0.1
1700042G15Rik,0.1
1700044K03Rik,0.1
1700045H11Rik,0.1
1700045I19Rik,0.494138
1700047G03Rik,0.1
1700047I17Rik2,0.1
1700047L14Rik,0.1
1700047M11Rik,13.206101
1700048O20Rik,2.209171
1700049E15Rik,0.1
1700049E22Rik,0.1
1700049G17Rik,0.984046
1700049L16Rik,0.1
1700052I22Rik,0.1
1700052K11Rik,1.263095
1700052N19Rik,6.556751
1700054K19Rik,0.1
1700054N08Rik,2.199265
1700054O13Rik,0.1
1700055C04Rik,0.1
1700055N04Rik,0.1
1700056E22Rik,0.204117
1700057G04Rik,0.1
1700057H15Rik,0.1
1700057K13Rik,0.1
1700058G18Rik,0.1
1700060C20Rik,0.1
1700061F12Rik,0.1
1700061G19Rik,0.1
1700061I17Rik,0.1
1700061J05Rik,0.1
1700063A18Rik,0.1
1700063D05Rik,3.781621
1700065D16Rik,0.1
1700065I16Rik,0.1
1700065I17Rik,0.1
1700065J11Rik,0.1
1700065J18Rik,0.1
1700066B17Rik,0.1
1700066B19Rik,0.1
1700066M21Rik,9.13424
1700066O22Rik,0.1
1700067G17Rik,0.1
1700067K01Rik,0.229055
1700067P10Rik,0.1
1700069L16Rik,0.1
1700069P05Rik,0.1
1700071K01Rik,0.1
1700072B07Rik,0.1
1700072E05Rik,0.1
1700073E17Rik,0.1
1700074P13Rik,0.1
1700080E11Rik,0.1
1700080N15Rik,0.1
1700080O16Rik,0.1
1700081H04Rik,0.1
1700081L11Rik,12.23598
1700084C01Rik,7.485508
1700084E18Rik,0.496835
1700084J12Rik,0.1
1700085B03Rik,0.1
1700086L19Rik,3.136375
1700086O06Rik,1.774757
1700088E04Rik,1.309217
1700090G07Rik,0.1
1700092M07Rik,0.1
1700093K21Rik,0.1
1700094D03Rik,1.507817
1700094J05Rik,0.1
1700095B10Rik,0.1
1700095B22Rik,0.325956
1700096J18Rik,0.226981
1700096K18Rik,1.861661
1700101E01Rik,0.264113
1700102P08Rik,0.162977
1700106J16Rik,0.1
1700106N22Rik,4.727396
1700108F19Rik,0.1
1700108J01Rik,0.1
1700108M19Rik,0.1
1700109F18Rik,0.1
1700109G14Rik,0.165343
1700109H08Rik,0.219561
1700110I01Rik,0.197697
1700110K17Rik,0.1
1700110M21Rik,0.1
1700111N16Rik,0.1
1700112E06Rik,1.341939
1700112H15Rik,0.1
1700113H08Rik,0.1
1700113I22Rik,0.341646
1700119H24Rik,0.1
1700120K04Rik,0.265744
1700121N20Rik,0.1
1700123I01Rik,0.1
1700123K08Rik,0.1
1700123L14Rik,0.1
1700123M08Rik,0.765192
1700123O20Rik,7.151267
1700125D06Rik,0.1
1700125G02Rik,0.128678
1700125G22Rik,0.1
1700125H03Rik,0.1
1700125H20Rik,0.1
1700126H18Rik,0.1
1700128F08Rik,0.1
1700129C05Rik,0.1
1810006J02Rik,0.1
1810006K21Rik,42.249637
1810007D17Rik,0.1
1810007I06Rik,0.1
1810008A18Rik,8.322073
1810009A15Rik,9.629835
1810009J06Rik,0.1
1810010D01Rik,0.706443
1810010H24Rik,2.206204
1810011H11Rik,0.319859
1810011O10Rik,0.621003
1810012P15Rik,5.077616
1810013D10Rik,20.073771
1810013L24Rik,10.301241
1810014B01Rik,2.429641
1810014F10Rik,12.399997
1810018F18Rik,0.1
1810019D21Rik,0.1
1810019J16Rik,0.1
1810020D17Rik,22.948642
1810021B22Rik,0.400089
1810022K09Rik,0.356232
1810024B03Rik,1.252637
1810026B05Rik,1.754715
1810026J23Rik,13.462438
1810027O10Rik,45.326891
1810029B16Rik,3.448945
1810030J14Rik,0.1
1810030N24Rik,10.496509
1810030O07Rik,5.593346
1810031K17Rik,9.131629
1810032O08Rik,0.798554
1810033B17Rik,0.1
1810035I16Rik,0.1
1810035L17Rik,39.308428
1810037I17Rik,24.329745
1810041L15Rik,4.016502
1810043G02Rik,15.223865
1810043H04Rik,13.294338
1810044D09Rik,0.921743
1810046J19Rik,44.595051
1810046K07Rik,0.1
1810048J11Rik,6.790256
1810049H13Rik,2.711043
1810053B23Rik,0.1
1810055G02Rik,5.541387
1810058I24Rik,1.602625
1810062G17Rik,0.180798
1810062O18Rik,0.146622
1810063B05Rik,10.438329
1810063B07Rik,1.665954
1810064F22Rik,0.1
1810065E05Rik,0.1
1810074P20Rik,7.253358
2010001E11Rik,0.1
2010001M06Rik,4.457672
2010001M09Rik,0.152162
2010002M12Rik,0.12325
2010002N04Rik,3.809978
2010003K11Rik,0.1
2010003K15Rik,0.1
2010005H15Rik,0.1
2010007H12Rik,7.317376
2010009K17Rik,0.1
2010011I20Rik,3.472841
2010012O05Rik,9.407677
2010015L04Rik,2.028459
2010016I18Rik,0.1
2010106E10Rik,0.1
2010106G01Rik,7.418039
2010107E04Rik,193.641042
2010107G12Rik,0.16329
2010107G23Rik,5.113949
2010107H07Rik,0.592746
2010109I03Rik,0.1
2010109K11Rik,3.417867
2010110P09Rik,0.670765
2010111I01Rik,2.074131
2010204K13Rik,3.10752
2010300C02Rik,3.639598
2010305A19Rik,2.49589
2010315B03Rik,0.1
2010317E24Rik,0.769046
2010320M18Rik,4.472786
2010321M09Rik,3.06537
2200002D01Rik,0.1
2200002J24Rik,0.1
2200002K05Rik,6.582794
2210009G21Rik,1.49637
2210010C04Rik,0.1
2210010C17Rik,0.1
2210012G02Rik,2.373745
2210013O21Rik,9.796203
2210015D19Rik,4.050462
2210016F16Rik,3.441101
2210016L21Rik,44.293391
2210018M11Rik,4.305572
2210019I11Rik,0.1
2210020M01Rik,2.607225
2210021J22Rik,5.987468
2210039B01Rik,0.1
2210403K04Rik,2.047413
2210404J11Rik,4.380352
2210404O07Rik,0.261916
2210407C18Rik,0.1
2210408F21Rik,3.14144
2210408I21Rik,1.51371
2210409E12Rik,0.1
2210411K11Rik,2.077785
2210414B05Rik,0.1
2210415F13Rik,0.1
2210417A02Rik,0.1
2210417K05Rik,0.1
2300002M23Rik,0.1
2300003K06Rik,0.1
2300005B03Rik,0.1
2300009A05Rik,12.101529
2310001A20Rik,24.067864
2310001H17Rik,0.481902
2310001K24Rik,0.1
2310002J15Rik,0.102462
2310002L09Rik,0.1
2310002L13Rik,0.1
2310003C23Rik,11.206892
2310003F16Rik,49.409965
2310003H01Rik,3.388595
2310003L22Rik,8.543783
2310004I24Rik,5.558137
2310004N24Rik,16.768051
2310005A03Rik,0.1
2310005G13Rik,0.1
2310007B03Rik,0.1
2310007L24Rik,0.1
2310008H04Rik,0.948398
2310008H09Rik,4.727715
2310009A05Rik,2.12393
2310009B15Rik,6.397399
2310010M20Rik,0.1
2310011J03Rik,12.029952
2310014F07Rik,0.1
2310014H01Rik,3.160734
2310014L17Rik,0.254176
2310015A10Rik,3.688342
2310015B20Rik,0.481652
2310015D24Rik,0.1
2310016C08Rik,3.091183
2310016M24Rik,52.563782
2310021P13Rik,18.813709
2310022A10Rik,7.446418
2310022B05Rik,40.293187
2310028H24Rik,66.668437
2310028O11Rik,23.785128
2310030A07Rik,0.1
2310030G06Rik,0.937634
2310030N02Rik,4.031435
2310033E01Rik,0.1
2310033P09Rik,5.74779
2310034C09Rik,0.1
2310034G01Rik,0.745167
2310034O05Rik,0.1
2310035C23Rik,9.826627
2310035K24Rik,6.81659
2310036O22Rik,35.867999
2310037I24Rik,3.054449
2310039H08Rik,1.846424
2310040G24Rik,0.461758
2310042D19Rik,1.070002
2310042E22Rik,0.1
2310043J07Rik,0.262225
2310043L19Rik,0.1
2310044G17Rik,24.740013
2310044H10Rik,92.347625
2310045N01Rik,10.152892
2310046A06Rik,0.205859
2310046K01Rik,0.714588
2310046O06Rik,6.181395
2310047B19Rik,4.237743
2310047M10Rik,17.944568
2310050B05Rik,0.126818
2310050C09Rik,0.1
2310057J16Rik,5.566989
2310057J18Rik,0.1
2310057M21Rik,7.314676
2310057N15Rik,0.1
2310061C15Rik,7.236429
2310061I04Rik,41.404614
2310061J03Rik,2.892705
2310061N02Rik,0.1
2310065F04Rik,0.1
2310067B10Rik,11.069027
2310068J16Rik,0.471884
2310069B03Rik,0.1
2310069G16Rik,3.478989
2310079F23Rik,1.023317
2310079G19Rik,0.1
2400001E08Rik,27.427901
2400003C14Rik,27.857129
2410001C21Rik,19.005416
2410002F23Rik,15.688886
2410002I01Rik,4.046952
2410002O22Rik,11.234964
2410003K15Rik,7.886702
2410004A20Rik,0.1
2410004B18Rik,14.055201
2410004I01Rik,0.458147
2410004N09Rik,1.753214
2410004P03Rik,1.284162
2410006H16Rik,17.853862
2410007B07Rik,0.1
2410012M07Rik,0.1
2410015M20Rik,35.191074
2410016O06Rik,2.998494
2410017I17Rik,0.1
2410017P09Rik,4.567405
2410018L13Rik,1.718916
2410018M08Rik,1.567478
2410022L05Rik,28.962727
2410042D21Rik,3.062527
2410057H14Rik,0.218695
2410066E13Rik,11.587479
2410075B13Rik,1.623492
2410076I21Rik,0.769094
2410088K16Rik,0.1
2410089E03Rik,4.091529
2410091C18Rik,9.611299
2410114N07Rik,0.1
2410127L17Rik,1.792048
2410131K14Rik,7.181919
2410137F16Rik,0.1
2410137M14Rik,0.1
2410141K09Rik,0.1
2500003M10Rik,32.454067
2500004C02Rik,2.473142
2510002D24Rik,5.192296
2510003D18Rik,0.140514
2510003E04Rik,49.33402
2510006D16Rik,28.799259
2510009E07Rik,11.342681
2510012J08Rik,6.847898
2510039O18Rik,8.908933
2510049J12Rik,0.481621
2600006L11Rik,0.1
2610001J05Rik,0.829581
2610002D18Rik,0.182317
2610002I17Rik,3.692778
2610002J02Rik,10.236172
2610002M06Rik,5.951623
2610005L07Rik,6.62714
2610008E11Rik,0.989445
2610015P09Rik,2.472891
2610017I09Rik,2.342065
2610018G03Rik,0.703959
2610019F03Rik,10.263416
2610020C07Rik,0.31003
2610020H08Rik,0.449535
2610021K21Rik,0.176836
2610024G14Rik,7.468631
2610027L16Rik,2.252932
2610028E06Rik,0.1
2610028H24Rik,0.1
2610029G23Rik,2.364232
2610029I01Rik,8.817183
2610034B18Rik,6.075671
2610034M16Rik,0.1
2610035D17Rik,7.033215
2610037D02Rik,0.1
2610039C10Rik,1.375072
2610044O15Rik,2.404195
2610100L16Rik,3.453555
2610101N10Rik,7.803624
2610109H07Rik,0.177587
2610203C20Rik,18.986849
2610203C22Rik,0.226299
2610204G22Rik,0.654775
2610206C17Rik,0.1
2610301B20Rik,13.871148
2610301G19Rik,16.197928
2610305D13Rik,1.131024
2610306M01Rik,3.567994
2610318N02Rik,0.1
2610507B11Rik,31.669455
2610507I01Rik,6.024262
2610524H06Rik,0.879215
2610528A11Rik,0.211037
2610528E23Rik,3.228108
2610528J11Rik,0.1
2700007P21Rik,5.771266
2700023E23Rik,1.932137
2700029M09Rik,20.925662
2700046A07Rik,1.404368
2700046G09Rik,1.201419
2700049A03Rik,0.917722
2700050L05Rik,3.260828
2700060E02Rik,6.777342
2700062C07Rik,4.117786
2700078E11Rik,9.612695
2700078K21Rik,21.346081
2700081O15Rik,5.113839
2700086A05Rik,0.677706
2700089E24Rik,42.721513
2700090O03Rik,7.666145
2700094K13Rik,14.729798
2700097O09Rik,2.894614
2700099C18Rik,0.14777
2810001G20Rik,7.15808
2810002D19Rik,0.550152
2810002N01Rik,12.502942
2810004N23Rik,6.139459
2810006K23Rik,3.311158
2810007J24Rik,0.1
2810008D09Rik,0.196646
2810008M24Rik,22.214256
2810021B07Rik,2.012654
2810021J22Rik,1.751301
2810025M15Rik,0.700567
2810030E01Rik,1.814831
2810032G03Rik,2.072438
2810046L04Rik,4.908708
2810047C21Rik1,0.696156
2810055F11Rik,1.48039
2810055G20Rik,1.210343
2810403A07Rik,13.103924
2810403D21Rik,1.706698
2810405F15Rik,0.163817
2810405K02Rik,60.187016
2810407C02Rik,56.528859
2810408A11Rik,0.1
2810408I11Rik,0.1
2810408M09Rik,5.165294
2810410L24Rik,8.994317
2810417H13Rik,0.1
2810422J05Rik,17.199161
2810422O20Rik,1.977141
2810428I15Rik,24.523125
2810429I04Rik,2.139208
2810432D09Rik,8.515471
2810432L12Rik,22.988231
2810433D01Rik,0.123967
2810442I21Rik,0.1
2810442N19Rik,0.1
2810453I06Rik,8.770196
2810454H06Rik,0.197356
2810459M11Rik,1.893332
2810474O19Rik,1.289672
2900002K06Rik,0.121935
2900005J15Rik,1.464132
2900006K08Rik,0.688094
2900010M23Rik,43.458618
2900011O08Rik,67.139539
2900026A02Rik,2.816687
2900041M22Rik,0.189742
2900052N01Rik,0.612054
2900053A13Rik,6.160334
2900056M20Rik,3.092494
2900060B14Rik,0.1
2900064A13Rik,57.290578
2900073G15Rik,12.173552
2900079G21Rik,2.712916
2900092C05Rik,0.1
2900092D14Rik,5.194194
2900092E17Rik,26.526334
2900093L17Rik,0.1
2900097C17Rik,239.027698
3000002C10Rik,0.976021
3010026O09Rik,4.601828
3110001D03Rik,17.172724
3110001I22Rik,0.697181
3110002H16Rik,10.778817
3110003A17Rik,5.678962
3110007F17Rik,2.23902
3110009E18Rik,1.261267
3110021A11Rik,0.141288
3110035E14Rik,12.779191
3110039I08Rik,0.336336
3110039M20Rik,0.1
3110040N11Rik,4.470073
3110043O21Rik,12.050428
3110045C21Rik,0.962115
3110047P20Rik,1.193204
3110052M02Rik,1.968116
3110056O03Rik,11.892561
3110057O12Rik,2.197504
3110062M04Rik,0.896055
3110070M22Rik,0.478221
3110079O15Rik,0.1
3110082D06Rik,0.77791
3110082I17Rik,3.130492
3110099E03Rik,0.1
3200002M19Rik,2.353626
3230401D17Rik,9.047701
3300002I08Rik,0.309354
3425401B19Rik,0.1
3632451O06Rik,14.34966
3632454L22Rik,0.405529
3830403N18Rik,0.1
3830406C13Rik,8.463434
3830408C21Rik,0.745678
3830417A13Rik,0.1
3830431G21Rik,9.023854
3930402G23Rik,0.1
4430402I18Rik,1.014441
4632411B12Rik,15.455859
4632415K11Rik,3.105951
4632415L05Rik,3.060326
4632427E13Rik,0.254836
4632428C04Rik,1.262202
4632428N05Rik,5.997963
4632434I11Rik,0.177874
4732415M23Rik,0.441531
4732416N19Rik,0.34523
4732418C07Rik,28.073434
4732456N10Rik,0.107335
4732471D19Rik,2.303432
4732471J01Rik,0.959744
4732490B19Rik,0.1
4831426I19Rik,1.435725
4831440E17Rik,0.557504
4832428D23Rik,0.1
4833403I15Rik,0.1
4833418N02Rik,0.1
4833419F23Rik,0.472645
4833420G17Rik,9.250599
4833422C13Rik,1.02396
4833422F24Rik,0.1
4833423E24Rik,4.3762
4833424O15Rik,4.052855
4833427G06Rik,0.1
4833428L15Rik,0.1
4833439L19Rik,31.408056
4833442J19Rik,1.281652
4921501E09Rik,0.1
4921504E06Rik,0.1
4921506M07Rik,0.1
4921507P07Rik,0.353321
4921509C19Rik,0.1
4921510H08Rik,0.1
4921511C20Rik,0.1
4921511H03Rik,0.1
4921513D23Rik,17.198589
4921513I03Rik,0.1
4921515J06Rik,0.201564
4921517D21Rik,0.1
4921517D22Rik,0.1
4921517L17Rik,1.431531
4921523A10Rik,0.1
4921524J17Rik,2.102943
4921524L21Rik,0.1
4921528I01Rik,0.1
4921528O07Rik,0.1
4921530D09Rik,0.1
4921530L18Rik,0.1
4921530L21Rik,0.1
4921531C22Rik,0.684643
4921533I20Rik,0.1
4921536K21Rik,0.171702
4921539E11Rik,0.1
4922501C03Rik,1.278355
4922501L14Rik,3.061501
4922502D21Rik,0.1
4922505E12Rik,0.1
4922505G16Rik,0.198826
4930402F06Rik,0.1
4930402H24Rik,22.882131
4930403L05Rik,0.1
4930403N07Rik,0.1
4930404A05Rik,0.1
4930404A10Rik,0.1
4930404H21Rik,0.1
4930404I05Rik,0.344089
4930404N11Rik,2.563676
4930405A21Rik,0.177433
4930406D18Rik,0.1
4930407I10Rik,0.1
4930408F14Rik,0.1
4930412B13Rik,0.1
4930412C18Rik,0.76087
4930412F15Rik,0.371344
4930412O13Rik,0.1
4930413E15Rik,0.1
4930414N06Rik,0.1
4930415F15Rik,0.1
4930415L06Rik,0.1
4930415O20Rik,0.115687
4930417G10Rik,0.710759
4930417O13Rik,0.1
4930419G24Rik,0.1
4930420K17Rik,7.469639
4930422G04Rik,0.599853
4930423M02Rik,0.1
4930425K10Rik,0.1
4930425O10Rik,0.1
4930426L09Rik,0.619718
4930427A07Rik,0.787336
4930428D18Rik,0.1
4930428E23Rik,0.1
4930428G15Rik,0.1
4930429B21Rik,1.216671
4930429D17Rik,0.1
4930429F11Rik,0.1
4930429F24Rik,0.1
4930430A15Rik,0.1
4930430D24Rik,0.1
4930430F08Rik,5.446068
4930430J02Rik,0.1
4930431A04Rik,0.1
4930432K09Rik,0.1
4930432K21Rik,0.603407
4930433B08Rik,0.1
4930433I11Rik,0.1
4930433N12Rik,0.1
4930435E12Rik,0.1
4930440C22Rik,0.1
4930441J16Rik,0.1
4930441O14Rik,0.401224
4930442J19Rik,0.1
4930442L01Rik,0.1
4930443G12Rik,0.1
4930443O20Rik,0.1
4930444A02Rik,5.7558
4930444F02Rik,0.1
4930444G20Rik,0.1
4930444P10Rik,0.357937
4930447C04Rik,1.864572
4930448H16Rik,0.1
4930448I06Rik,0.1
4930448I18Rik,0.1
4930448K20Rik,0.1
4930449I24Rik,0.1
4930451C15Rik,0.179289
4930451I11Rik,0.1
4930452B06Rik,2.500594
4930452N14Rik,0.1
4930453N24Rik,5.689717
4930455C21Rik,7.838698
4930455F16Rik,0.1
4930455F23Rik,6.338618
4930455H04Rik,0.1
4930458L03Rik,0.1
4930461G14Rik,0.1
4930465A12Rik,0.1
4930465K10Rik,0.1
4930467E23Rik,0.1
4930468A15Rik,0.1
4930469G21Rik,0.1
4930470P17Rik,0.1
4930471G03Rik,0.1
4930471I20Rik,0.100501
4930471M23Rik,9.080221
4930473A02Rik,0.1
4930473A06Rik,0.560419
4930474M22Rik,0.1
4930474N05Rik,0.1
4930474N09Rik,0.117633
4930478L05Rik,0.1
4930479M11Rik,0.1
4930480E11Rik,0.1
4930480G23Rik,0.1
4930481A15Rik,1.490351
4930483J18Rik,0.1
4930486F22Rik,0.1
4930486L24Rik,0.1
4930487H11Rik,0.1
4930488B22Rik,0.1
4930488L21Rik,0.150486
4930500J02Rik,0.1
4930500L23Rik,0.1
4930502A04Rik,0.1
4930502E18Rik,0.549045
4930503B20Rik,0.1
4930503E14Rik,0.102517
4930503E24Rik,1.823633
4930503H13Rik,0.1
4930503L19Rik,2.140192
4930503O07Rik,0.1
4930504O13Rik,0.1
4930505A04Rik,0.260651
4930506M07Rik,14.194764
4930507D05Rik,0.270294
4930509J09Rik,0.1
4930509K18Rik,0.1
4930511E03Rik,0.1
4930511I11Rik,0.1
4930511M06Rik,0.1
4930511M11Rik,0.113261
4930512B01Rik,0.1
4930513N10Rik,0.109442
4930515B02Rik,0.1
4930515G01Rik,0.112674
4930515G16Rik,0.1
4930515L03Rik,0.1
4930517E11Rik,0.1
4930519F09Rik,0.516563
4930519F16Rik,0.1
4930519F24Rik,0.1
4930519G04Rik,0.1
4930520O04Rik,0.415266
