condition	level	type	time	species	strain	tissue	gene.name	accession	db	pmid	direction	technique	technique.subtype	ensembl
spinal cord injury	T9	contusion	7d	10116	Fischer	spinal cord;parenchyma	Cytoplasmic aconitate hydratase	Q63270	UniProt	27150525	downregulated	proteomics	CAX-PAGELC-MS/MS	ENSG00000122729
spinal cord injury	T9	contusion	7d	10116	Fischer	spinal cord;parenchyma	Hexokinase-1	P05708	UniProt	27150525	downregulated	proteomics	CAX-PAGELC-MS/MS	ENSG00000156515
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	C-X-C motif chemokine 2	P30348	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000163739
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	C-X-C motif chemokine 2	P30348	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000163734
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	CXC chemokine RTCK1	Q99ME0	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000163736
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	C-C motif chemokine 3	P50229	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000277796
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	C-C motif chemokine	Q5I0L5	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000102962
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Protein Clcf1	F7EKG3	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000175505
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	C-type lectin domain family 11 member A	O88201	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000105472
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Galectin-1	P11762	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000100097
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Galectin-3	P08699	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000131981
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	CD9 antigen	P40241	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000010278
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Monocyte differentiation antigen CD14	Q63691	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000170458
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	CD44 antigen	P26051	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000026508
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	CD59 glycoprotein	P27274	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000085063
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Tetraspanin	Q6P9V1	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000110651
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	CD82 antigen	O70352	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000085117
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Platelet-derived growth factor receptor alpha	P20786	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000134853
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Complement C1q subcomponent subunit A	P31720	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000173372
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Complement C1q subcomponent subunit B	P31721	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000173369
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Complement C1q subcomponent subunit C	P31722	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000159189
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Complement C3	P01026	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000125730
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Complement factor D	P32038	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000197766
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Complement factor I	Q9WUW3	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000205403
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Neuromodulin	P07936	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000172020
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Connective tissue growth factor	Q9R1E9	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000118523
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Protein NOV homolog	Q9QZQ5	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000136999
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Placenta growth factor	Q63434	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000119630
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Macrophage stimulating 1 (Hepatocyte growth factor-like)	P70521	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000173531
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Lactadherin	P70490	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000140545
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Pdgf protein	Q05028	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000100311
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Vascular endothelial growth factor D	O35251	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000165197
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Neurofascin	P97685	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000163531
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Transforming growth factor beta-1	P17246	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000105329
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Transforming growth factor beta-2	Q07257	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000092969
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Transforming growth factor beta-3	Q07258	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000119699
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Fibroblast growth factor 1	P61149	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000113578
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Bone morphogenetic protein 3	P49002	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000152785
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Bone morphogenetic protein 2	P49001	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000125845
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Pleiotrophin	P63090	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000105894
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Hepatocyte growth factor-regulated tyrosine kinase substrate	Q9JJ50	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000185359
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Neurotrimin	Q62718	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000182667
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Proenkephalin-A	P04094	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000181195
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Neuropeptide W	Q8N729	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000183971
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Cysteine and glycine-rich protein 1	P47875	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000159176
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Cysteine-rich protein 2	P36201	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000182809
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Dihydropyrimidinase-related protein 5	Q9JHU0	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000157851
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Neuronal growth regulator 1	Q9Z0J8	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000172260
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Neuromodulin	P07936	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000172020
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Neuromodulin	P07936	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000172020
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Connective tissue growth factor	Q9R1E9	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000118523
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Neurofascin	P97685	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000163531
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Hepatoma-derived growth factor-related protein 3	Q923W4	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000166503
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Mesencephalic astrocyte-derived neurotrophic factor	P0C5H9	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000145050
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Fibroblast growth factor 1	P61149	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000113578
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Osteoclast-stimulating factor 1	Q6P686	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000134996
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Osteoclast-stimulating factor 1	Q6P686	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000134996
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Synaptosomal-associated protein 25	P60881	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000132639
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Synaptosomal-associated protein 25	P60881	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000132639
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Protein Syngr3	D4ABK1	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000127561
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Synaptonemal complex protein 1	Q03410	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000198765
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Synaptonemal complex protein 1	Q03410	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000198765
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Synaptojanin-1	Q62910	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000159082
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Synaptojanin-1	Q62910	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000159082
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Synaptojanin-1	Q62910	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000159082
spinal cord injury	T9	balloon compression	3d	10116	Wistar	spinal cord;parenchyma	Synapsin-1	P09951	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000008056
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Synapsin-1	P09951	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000008056
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Synapsin-1	P09951	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000008056
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Synaptotagmin-1	P21707	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000067715
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Synaptotagmin-1	P21707	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000067715
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Synaptotagmin-2	P29101	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000143858
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Synaptotagmin-2	P29101	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000143858
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Synaptic vesicle glycoprotein 2A	Q02563	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000159164
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Synaptic vesicle glycoprotein 2A	Q02563	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000159164
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Synaptophysin	P07825	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000102003
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Synaptophysin	P07825	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000102003
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Synaptobrevin homolog YKT6	Q5EGY4	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000106636
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Synaptobrevin homolog YKT6	Q5EGY4	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000106636
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Ras-related protein Rab-3A	P63012	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000105649
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Ras-related protein Rab-3A	P63012	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000105649
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Protein Rab5b	A1L1J8	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000111540
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Protein Rab5b	A1L1J8	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000111540
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Ras-related protein Rab-7a	P09527	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000075785
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Ras-related protein Rab-7a	P09527	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000075785
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Ras-related protein Rab-11B	O35509	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000185236
spinal cord injury	T9	balloon compression	10d	10116	Wistar	spinal cord;parenchyma	Ras-related protein Rab-11B	O35509	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000185236
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Ras-related protein Rab-21	Q6AXT5	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000080371
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Ras-related protein Rab-27B	Q99P74	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000041353
spinal cord injury	T9	balloon compression	7d	10116	Wistar	spinal cord;parenchyma	Ras-related protein Rab-31	Q6GQP4	UniProt	24860426	upregulated	proteomics	NanoLC-HR-MS/MS	ENSG00000168461
spinal cord injury	T11	contusion	8hr	10116	Sprague-Dawley	spinal cord;parenchyma	GDP-dissociation inhibitor-2	P50399	UniProt	7315910	upregulated	proteomics	MALDI-TOF/TOF	ENSG00000057608
spinal cord injury	T10	transection	1d	10116	Long-Evans	spinal cord;parenchyma	Transforming protein RhoA	P61589	UniProt	12860969	upregulated	proteomics	immunoblot	ENSG00000067560
spinal cord injury	T10	transection	3d	10116	Long-Evans	spinal cord;parenchyma	Transforming protein RhoA	P61589	UniProt	12860969	upregulated	proteomics	immunoblot	ENSG00000067560
spinal cord injury	T10	transection	7d	10116	Long-Evans	spinal cord;parenchyma	Transforming protein RhoA	P61589	UniProt	12860969	upregulated	proteomics	immunoblot	ENSG00000067560
spinal cord injury	T10	transection	1.5hr	10116	Long-Evans	spinal cord;parenchyma	Transforming protein RhoA	P61589	UniProt	12860969	upregulated	proteomics	immunoblot	ENSG00000067560
spinal cord injury	T9	contusion	6hr	10116	Sprague-Dawley	blood	gamma enolase	P07323	UniProt	15670387	upregulated	proteomics	immunosorbent assay	ENSG00000111674
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	blood	gamma enolase	P07323	UniProt	15670387	upregulated	proteomics	immunosorbent assay	ENSG00000111674
spinal cord injury	T9	contusion	6hr	10116	Sprague-Dawley	blood	Protein S100-b	P04631	UniProt	15670387	upregulated	proteomics	immunosorbent assay	ENSG00000160307
spinal cord injury	T9	contusion	2hr	10116	Sprague-Dawley	spinal cord;parenchyma	G1/S-specific cyclin-D3	P48961	UniProt	18008145	upregulated	proteomics	WB	ENSG00000112576
spinal cord injury	T9	contusion	8hr	10116	Sprague-Dawley	spinal cord;parenchyma	G1/S-specific cyclin-D3	P48961	UniProt	18008145	upregulated	proteomics	WB	ENSG00000112576
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	G1/S-specific cyclin-D3	P48961	UniProt	18008145	upregulated	proteomics	WB	ENSG00000112576
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	G1/S-specific cyclin-D3	P48961	UniProt	18008145	upregulated	proteomics	WB	ENSG00000112576
spinal cord injury	T9	contusion	5d	10116	Sprague-Dawley	spinal cord;parenchyma	G1/S-specific cyclin-D3	P48961	UniProt	18008145	upregulated	proteomics	WB	ENSG00000112576
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	G1/S-specific cyclin-D3	P48961	UniProt	18008145	upregulated	proteomics	WB	ENSG00000112576
spinal cord injury	T9	transection	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Dexamethasone-induced Ras-related protein 1	Q9JKF8	UniProt	18219571	upregulated	proteomics	WB	ENSG00000108551
spinal cord injury	T9	transection	5d	10116	Sprague-Dawley	spinal cord;parenchyma	Dexamethasone-induced Ras-related protein 1	Q9JKF8	UniProt	18219571	upregulated	proteomics	WB	ENSG00000108551
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	A-kinase anchor protein 12	Q5QD51	UniProt	18307037	upregulated	proteomics	WB	ENSG00000131016
spinal cord injury	T9	contusion	5d	10116	Sprague-Dawley	spinal cord;parenchyma	A-kinase anchor protein 12	Q5QD51	UniProt	18307037	upregulated	proteomics	WB	ENSG00000131016
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	A-kinase anchor protein 12	Q5QD51	UniProt	18307037	upregulated	proteomics	WB	ENSG00000131016
spinal cord injury	T9	contusion	14d	10116	Sprague-Dawley	spinal cord;parenchyma	A-kinase anchor protein 12	Q5QD51	UniProt	18307037	upregulated	proteomics	WB	ENSG00000131016
spinal cord injury	T8	contusion	2hr	10116	Sprague-Dawley	spinal cord;blood	gamma enolase	P07323	UniProt	18343116	upregulated	proteomics	WB	ENSG00000111674
spinal cord injury	T8	contusion	6hr	10116	Sprague-Dawley	spinal cord;blood	gamma enolase	P07323	UniProt	18343116	upregulated	proteomics	WB	ENSG00000111674
spinal cord injury	T8	contusion	12hr	10116	Sprague-Dawley	spinal cord;blood	gamma enolase	P07323	UniProt	18343116	upregulated	proteomics	WB	ENSG00000111674
spinal cord injury	T8	contusion	1d	10116	Sprague-Dawley	spinal cord;blood	gamma enolase	P07323	UniProt	18343116	upregulated	proteomics	WB	ENSG00000111674
spinal cord injury	T8	contusion	2hr	10116	Sprague-Dawley	spinal cord;CSF	gamma enolase	P07323	UniProt	18343116	upregulated	proteomics	WB	ENSG00000111674
spinal cord injury	T8	contusion	6hr	10116	Sprague-Dawley	spinal cord;CSF	gamma enolase	P07323	UniProt	18343116	upregulated	proteomics	WB	ENSG00000111674
spinal cord injury	T8	contusion	12hr	10116	Sprague-Dawley	spinal cord;CSF	gamma enolase	P07323	UniProt	18343116	upregulated	proteomics	WB	ENSG00000111674
spinal cord injury	T8	contusion	1d	10116	Sprague-Dawley	spinal cord;CSF	gamma enolase	P07323	UniProt	18343116	upregulated	proteomics	WB	ENSG00000111674
spinal cord injury	T8	contusion	2hr	10116	Sprague-Dawley	spinal cord;blood	Protein S100-b	P04631	UniProt	18343116	upregulated	proteomics	WB	ENSG00000160307
spinal cord injury	T8	contusion	6hr	10116	Sprague-Dawley	spinal cord;blood	Protein S100-b	P04631	UniProt	18343116	upregulated	proteomics	WB	ENSG00000160307
spinal cord injury	T8	contusion	12hr	10116	Sprague-Dawley	spinal cord;blood	Protein S100-b	P04631	UniProt	18343116	upregulated	proteomics	WB	ENSG00000160307
spinal cord injury	T8	contusion	1d	10116	Sprague-Dawley	spinal cord;blood	Protein S100-b	P04631	UniProt	18343116	upregulated	proteomics	WB	ENSG00000160307
spinal cord injury	T8	contusion	2hr	10116	Sprague-Dawley	spinal cord;CSF	Protein S100-b	P04631	UniProt	18343116	upregulated	proteomics	WB	ENSG00000160307
spinal cord injury	T8	contusion	6hr	10116	Sprague-Dawley	spinal cord;CSF	Protein S100-b	P04631	UniProt	18343116	upregulated	proteomics	WB	ENSG00000160307
spinal cord injury	T8	contusion	12hr	10116	Sprague-Dawley	spinal cord;CSF	Protein S100-b	P04631	UniProt	18343116	upregulated	proteomics	WB	ENSG00000160307
spinal cord injury	T8	contusion	1d	10116	Sprague-Dawley	spinal cord;CSF	Protein S100-b	P04631	UniProt	18343116	upregulated	proteomics	WB	ENSG00000160307
spinal cord injury	T8	contusion	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Ciliary neurotrophic factor	P20294	UniProt	18615534	upregulated	proteomics	WB	ENSG00000242689
spinal cord injury	T8	contusion	28d	10116	Sprague-Dawley	spinal cord;parenchyma	Ciliary neurotrophic factor	P20294	UniProt	18615534	upregulated	proteomics	WB	ENSG00000242689
spinal cord injury	T9	contusion	7d	10090	C57Bl/6	spinal cord;parenchyma	Disintegrin and metalloproteinase domain-containing protein 8	Q05910	UniProt	19003792	upregulated	proteomics	immunocytochemistry	ENSG00000151651
spinal cord injury	T9	contusion	14d	10090	C57Bl/6	spinal cord;parenchyma	Disintegrin and metalloproteinase domain-containing protein 8	Q05910	UniProt	19003792	upregulated	proteomics	immunocytochemistry	ENSG00000151651
spinal cord injury	T9	contusion	28d	10090	C57Bl/6	spinal cord;parenchyma	Disintegrin and metalloproteinase domain-containing protein 8	Q05910	UniProt	19003792	upregulated	proteomics	immunocytochemistry	ENSG00000151651
spinal cord injury	T6	clip compression	1d	10090	CD1	spinal cord;parenchyma	Nestin	Q6P5H2	UniProt	19528093	upregulated	proteomics	immunocytochemistry	ENSG00000132688
spinal cord injury	T6	clip compression	3d	10090	CD1	spinal cord;parenchyma	Nestin	Q6P5H2	UniProt	19528093	upregulated	proteomics	immunocytochemistry	ENSG00000132688
spinal cord injury	T6	clip compression	7d	10090	CD1	spinal cord;parenchyma	Nestin	Q6P5H2	UniProt	19528093	upregulated	proteomics	immunocytochemistry	ENSG00000132688
spinal cord injury	T6	clip compression	3d	10090	CD1	spinal cord;parenchyma	Glial fibrillary acidic protein	P03995	UniProt	19528093	upregulated	proteomics	immunocytochemistry	ENSG00000131095
spinal cord injury	T6	clip compression	7d	10090	CD1	spinal cord;parenchyma	Glial fibrillary acidic protein	P03995	UniProt	19528093	upregulated	proteomics	immunocytochemistry	ENSG00000131095
spinal cord injury	T6	clip compression	3d	10090	CD1	spinal cord;parenchyma	Chondroitin sulfate proteoglycan 4	Q8VHY0	UniProt	19528093	upregulated	proteomics	immunocytochemistry	ENSG00000173546
spinal cord injury	T6	clip compression	7d	10090	CD1	spinal cord;parenchyma	Chondroitin sulfate proteoglycan 4	Q8VHY0	UniProt	19528093	upregulated	proteomics	immunocytochemistry	ENSG00000173546
spinal cord injury	T6	clip compression	3d	10090	CD1	spinal cord;parenchyma	Uracil nucleotide/cysteinyl leukotriene receptor	Q6NS65	UniProt	19528093	upregulated	proteomics	immunocytochemistry	ENSG00000144230
spinal cord injury	T6	clip compression	7d	10090	CD1	spinal cord;parenchyma	Uracil nucleotide/cysteinyl leukotriene receptor	Q6NS65	UniProt	19528093	upregulated	proteomics	immunocytochemistry	ENSG00000144230
spinal cord injury	T6	clip compression	1d	10090	CD1	spinal cord;parenchyma	Tubulin beta-3 chain	Q9ERD7	UniProt	19528093	upregulated	proteomics	immunocytochemistry	ENSG00000258947
spinal cord injury	T6	clip compression	3d	10090	CD1	spinal cord;parenchyma	Tubulin beta-3 chain	Q9ERD7	UniProt	19528093	upregulated	proteomics	immunocytochemistry	ENSG00000258947
spinal cord injury	T6	clip compression	7d	10090	CD1	spinal cord;parenchyma	Tubulin beta-3 chain	Q9ERD7	UniProt	19528093	upregulated	proteomics	immunocytochemistry	ENSG00000258947
spinal cord injury	C2	hemisection	7d	10116	Sprague-Dawley	spinal cord;parenchyma	"Actin, cytoplasmic 1"	P60711	UniProt	19559075	upregulated	proteomics	WB	ENSG00000075624
