condition	level	type	time	species	strain	tissue	gene.name	accession	db	pmid	direction	technique	technique.subtype	ensembl
spinal cord injury	T7	transection	8d	10116	Wistar	spinal cord;parenchyma	Fumarylacetoacetate hydrolase domain containing 2A (predicted)	NP_001128306	RefSeq	19119913	upregulated	proteomics	2-DE	ENSG00000144199
spinal cord injury	T7	transection	8d	10116	Wistar	spinal cord;parenchyma	Triosephosphate isomerase 1	38512111	GI	19119913	upregulated	proteomics	2-DE	ENSG00000111669
spinal cord injury	T7	transection	8d	10116	Wistar	spinal cord;parenchyma	"Parkinson disease (autosomal recessive, early onset)"	16924002	GI	19119913	upregulated	proteomics	2-DE	ENSG00000116288
spinal cord injury	T7	transection	8d	10116	Wistar	spinal cord;parenchyma	Glutamate dehydrogenase 1	6980956	GI	19119913	upregulated	proteomics	2-DE	ENSG00000182890
spinal cord injury	T7	transection	8d	10116	Wistar	spinal cord;parenchyma	Glutamate dehydrogenase 1	6980956	GI	19119913	upregulated	proteomics	2-DE	ENSG00000148672
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	14-3-3 protein delta/zeta	P63102	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000164924
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Heat-shock protein HSP 90-alpha	P82995	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000080824
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Transferrin	P12346	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000091513
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Heat-shock cognate 71 kDa protein	P63018	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000109971
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Heat-shock 70 kDa protein 1L	P55063	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000204390
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Serum albumin precursor	P02770	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000163631
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Heat shock-related 70 kDa protein 2	P14659	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000126803
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Neurofilament light chain	P19527	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000277586
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Fetuin A	P24090	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000145192
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Probable coiled-coil domain-containing protein 8	P62521	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000169515
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Triosephosphate isomerase 1	P48500	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000111669
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Glutathione S-transferase Yb-3	P08009	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000213366
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Apolipoprotein A-I precursor	P04639	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000118137
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Peroxiredoxin-6	O35244	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000117592
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Albumin	P02770	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000163631
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Trioephosphate isomerase	P48500	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000111669
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Alpha crystalline B-chain	P23928	UniProt	19691422	upregulated	proteomics	2-DE	ENSG00000109846
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Dihydropyrimidinase-related protein 2	P47942	UniProt	19691422	downregulated	proteomics	2-DE	ENSG00000092964
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Glial fibrillary acidic protein	P47819	UniProt	19691422	downregulated	proteomics	2-DE	ENSG00000131095
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Creatine kinase B-type	P07335	UniProt	19691422	downregulated	proteomics	2-DE	ENSG00000166165
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Alpha-enolase	P04764	UniProt	19691422	downregulated	proteomics	2-DE	ENSG00000074800
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Gamma-enolase	P07323	UniProt	19691422	downregulated	proteomics	2-DE	ENSG00000111674
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Neurofilamint light chain	P19527	UniProt	19691422	phosphorylated-up	proteomics	2-DE	ENSG00000277586
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Fetuin-A	P24090	UniProt	19691422	phosphorylated-up	proteomics	2-DE	ENSG00000145192
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Probable coiled-coil domain-containing protein 8	P62521	UniProt	19691422	phosphorylated-up	proteomics	2-DE	ENSG00000169515
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	14-3-3 protein alpha/beta	P35213	UniProt	19691422	phosphorylated-up	proteomics	2-DE	ENSG00000166913
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	14-3-3 protein delta/zeta	P63102	UniProt	19691422	phosphorylated-up	proteomics	2-DE	ENSG00000164924
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Glyceraldehyde-3-phosphate dehydrogenase	P04797	UniProt	19691422	phosphorylated-up	proteomics	2-DE	ENSG00000111640
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Ubiquitin carboxyl-terminal hydrolase isozyme L1	Q00981	UniProt	19691422	phosphorylated-up	proteomics	2-DE	ENSG00000154277
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Cathepsin D precursor	P24268	UniProt	19691422	phosphorylated-down	proteomics	2-DE	ENSG00000117984
spinal cord injury	T10	contusion	1d	10116	Long-Evans	spinal cord;parenchyma	Neurofilament light chain	P19527	UniProt	19691422	phosphorylated-down	proteomics	2-DE	ENSG00000277586
spinal cord injury	T11	contusion	8hr	10116	Sprague-Dawley	spinal cord;parenchyma	14-3-3 protein epsilon	P62260	UniProt	20141154	upregulated	proteomics	2-DE	ENSG00000108953
spinal cord injury	T11	contusion	8hr	10116	Sprague-Dawley	spinal cord;parenchyma	"Dynein light chain 1, cytoplasmic "	P63170	UniProt	20141154	upregulated	proteomics	2-DE	ENSG00000088986
spinal cord injury	T11	contusion	8hr	10116	Sprague-Dawley	spinal cord;parenchyma	Tubulin beta-5 chain	P69897	UniProt	20141154	upregulated	proteomics	2-DE	ENSG00000196230
spinal cord injury	T11	contusion	8hr	10116	Sprague-Dawley	spinal cord;parenchyma	Adenylyl cyclase-associated protein 1 (Cap 1)	Q08163	UniProt	20141154	downregulated	proteomics	2-DE	ENSG00000131236
spinal cord injury	T11	contusion	8hr	10116	Sprague-Dawley	spinal cord;parenchyma	Dihydropyrimidinase-related protein 2	P47942	UniProt	20141154	downregulated	proteomics	2-DE	ENSG00000092964
spinal cord injury	T11	contusion	8hr	10116	Sprague-Dawley	spinal cord;parenchyma	F--actin-capping protein subunit beta	Q5XI32	UniProt	20141154	downregulated	proteomics	2-DE	ENSG00000077549
spinal cord injury	T11	contusion	8hr	10116	Sprague-Dawley	spinal cord;parenchyma	Glyceraldehyde-3-phosphate dehydrogenase	P04797	UniProt	20141154	downregulated	proteomics	2-DE	ENSG00000111640
spinal cord injury	T11	contusion	8hr	10116	Sprague-Dawley	spinal cord;parenchyma	Stress-induced phosphoprotein 1	O35814	UniProt	20141154	downregulated	proteomics	2-DE	ENSG00000168439
spinal cord injury	T11	contusion	8hr	10116	Sprague-Dawley	spinal cord;parenchyma	Transthyretin	P02767	UniProt	20141154	downregulated	proteomics	2-DE	ENSG00000118271
spinal cord injury	T10	contusion	8hr	10116	Wistar	spinal cord;parenchyma	"Fibrinogen, B beta polypeptide"	32527707	GI	20399821	upregulated	proteomics	2-DE	ENSG00000171564
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	"Fibrinogen, B beta polypeptide"	32527707	GI	20399821	upregulated	proteomics	2-DE	ENSG00000171564
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	"Fibrinogen, B beta polypeptide"	32527707	GI	20399821	upregulated	proteomics	2-DE	ENSG00000171564
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	"Fibrinogen, B beta polypeptide"	32527707	GI	20399821	upregulated	proteomics	2-DE	ENSG00000171564
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	Phosphoglycerate mutase 1	NP_445742	RefSeq	20399821	upregulated	proteomics	2-DE	ENSG00000171314
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	Phosphoglycerate mutase 1	NP_445742	RefSeq	20399821	upregulated	proteomics	2-DE	ENSG00000171314
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	Phosphoglycerate mutase 1	NP_445742	RefSeq	20399821	upregulated	proteomics	2-DE	ENSG00000171314
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	Ferritin light chain 1	84000579	GI	20399821	upregulated	proteomics	2-DE	ENSG00000087086
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	Ferritin light chain 1	84000579	GI	20399821	upregulated	proteomics	2-DE	ENSG00000087086
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	Ferritin light chain 1	84000579	GI	20399821	upregulated	proteomics	2-DE	ENSG00000087086
spinal cord injury	T10	contusion	8hr	10116	Wistar	spinal cord;parenchyma	Hemopexin	16758014	GI	20399821	upregulated	proteomics	2-DE	ENSG00000110169
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	Hemopexin	16758014	GI	20399821	upregulated	proteomics	2-DE	ENSG00000110169
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	Hemopexin	16758014	GI	20399821	upregulated	proteomics	2-DE	ENSG00000110169
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	Hemopexin	16758014	GI	20399821	upregulated	proteomics	2-DE	ENSG00000110169
spinal cord injury	T10	contusion	8hr	10116	Wistar	spinal cord;parenchyma	Apolipoprotein A-I	P04639	UniProt	20399821	upregulated	proteomics	2-DE	ENSG00000118137
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	Apolipoprotein A-I	P04639	UniProt	20399821	upregulated	proteomics	2-DE	ENSG00000118137
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	Apolipoprotein A-I	P04639	UniProt	20399821	upregulated	proteomics	2-DE	ENSG00000118137
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	Apolipoprotein A-I	P04639	UniProt	20399821	upregulated	proteomics	2-DE	ENSG00000118137
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	"Ferritin, heavy polypeptide 1"	6978859	GI	20399821	upregulated	proteomics	2-DE	ENSG00000167996
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	"Ferritin, heavy polypeptide 1"	6978859	GI	20399821	upregulated	proteomics	2-DE	ENSG00000167996
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	"Ferritin, heavy polypeptide 1"	6978859	GI	20399821	upregulated	proteomics	2-DE	ENSG00000167996
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	"Crystallin, alpha B"	57580	GI	20399821	upregulated	proteomics	2-DE	ENSG00000134970
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	"Crystallin, alpha B"	57580	GI	20399821	upregulated	proteomics	2-DE	ENSG00000171357
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	"Crystallin, alpha B"	57580	GI	20399821	upregulated	proteomics	2-DE	ENSG00000109846
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	"Crystallin, alpha B"	57580	GI	20399821	upregulated	proteomics	2-DE	ENSG00000134970
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	"Crystallin, alpha B"	57580	GI	20399821	upregulated	proteomics	2-DE	ENSG00000171357
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	"Crystallin, alpha B"	57580	GI	20399821	upregulated	proteomics	2-DE	ENSG00000109846
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	"Crystallin, alpha B"	57580	GI	20399821	upregulated	proteomics	2-DE	ENSG00000134970
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	"Crystallin, alpha B"	57580	GI	20399821	upregulated	proteomics	2-DE	ENSG00000171357
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	"Crystallin, alpha B"	57580	GI	20399821	upregulated	proteomics	2-DE	ENSG00000109846
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	"Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide"	13928824	GI	20399821	upregulated	proteomics	2-DE	ENSG00000108953
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	"Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide"	13928824	GI	20399821	upregulated	proteomics	2-DE	ENSG00000108953
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	"Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide"	13928824	GI	20399821	upregulated	proteomics	2-DE	ENSG00000108953
spinal cord injury	T10	contusion	8hr	10116	Wistar	spinal cord;parenchyma	3-Hydroxy-3methylglutaryl-Coenzyme A synthase 1	8393538	GI	20399821	downregulated	proteomics	2-DE	ENSG00000112972
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	3-Hydroxy-3methylglutaryl-Coenzyme A synthase 1	8393538	GI	20399821	downregulated	proteomics	2-DE	ENSG00000112972
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	3-Hydroxy-3methylglutaryl-Coenzyme A synthase 1	8393538	GI	20399821	downregulated	proteomics	2-DE	ENSG00000112972
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	3-Hydroxy-3methylglutaryl-Coenzyme A synthase 1	8393538	GI	20399821	downregulated	proteomics	2-DE	ENSG00000112972
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	NADH dehydrogenase (ubiquinone) flavoprotein 1	55741424	GI	20399821	upregulated	proteomics	2-DE	ENSG00000167792
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	NADH dehydrogenase (ubiquinone) flavoprotein 1	55741424	GI	20399821	upregulated	proteomics	2-DE	ENSG00000167792
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	NADH dehydrogenase (ubiquinone) flavoprotein 1	55741424	GI	20399821	upregulated	proteomics	2-DE	ENSG00000167792
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	Dihydropyrimidinase-like 2	NP_001099187	RefSeq	20399821	upregulated	proteomics	2-DE	ENSG00000092964
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	Dihydropyrimidinase-like 2	NP_001099187	RefSeq	20399821	upregulated	proteomics	2-DE	ENSG00000092964
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	Dihydropyrimidinase-like 2	NP_001099187	RefSeq	20399821	upregulated	proteomics	2-DE	ENSG00000092964
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	"Lectin, galactose binding, soluble 3"	1170759	GI	20399821	upregulated	proteomics	2-DE	ENSG00000131981
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	"Lectin, galactose binding, soluble 3"	1170759	GI	20399821	upregulated	proteomics	2-DE	ENSG00000131981
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	"Lectin, galactose binding, soluble 3"	1170759	GI	20399821	upregulated	proteomics	2-DE	ENSG00000131981
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	Heat shock 27 kDa protein 1	NP_114176	RefSeq	20399821	upregulated	proteomics	2-DE	ENSG00000106211
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	Heat shock 27 kDa protein 1	NP_114176	RefSeq	20399821	upregulated	proteomics	2-DE	ENSG00000106211
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	Heat shock 27 kDa protein 1	NP_114176	RefSeq	20399821	upregulated	proteomics	2-DE	ENSG00000106211
spinal cord injury	T10	contusion	8hr	10116	Wistar	spinal cord;parenchyma	"Cofilin 1, non-muscle"	P45592	UniProt	20399821	downregulated	proteomics	2-DE	ENSG00000172757
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	"Cofilin 1, non-muscle"	P45592	UniProt	20399821	downregulated	proteomics	2-DE	ENSG00000172757
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	"Cofilin 1, non-muscle"	P45592	UniProt	20399821	downregulated	proteomics	2-DE	ENSG00000172757
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	"Cofilin 1, non-muscle"	P45592	UniProt	20399821	downregulated	proteomics	2-DE	ENSG00000172757
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	Chloride intracellular channel 1	50657380	GI	20399821	upregulated	proteomics	2-DE	ENSG00000213719
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	Chloride intracellular channel 1	50657380	GI	20399821	upregulated	proteomics	2-DE	ENSG00000213719
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	Chloride intracellular channel 1	50657380	GI	20399821	upregulated	proteomics	2-DE	ENSG00000213719
spinal cord injury	T10	contusion	8hr	10116	Wistar	spinal cord;parenchyma	"Fibrinogen, alpha polypeptide"	P06399	UniProt	20399821	upregulated	proteomics	2-DE	ENSG00000171560
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	"Fibrinogen, alpha polypeptide"	P06399	UniProt	20399821	upregulated	proteomics	2-DE	ENSG00000171560
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	"Fibrinogen, alpha polypeptide"	P06399	UniProt	20399821	upregulated	proteomics	2-DE	ENSG00000171560
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	"Fibrinogen, alpha polypeptide"	P06399	UniProt	20399821	upregulated	proteomics	2-DE	ENSG00000171560
spinal cord injury	T10	contusion	8hr	10116	Wistar	spinal cord;parenchyma	Guanine deaminase	148747414	GI	20399821	upregulated	proteomics	2-DE	ENSG00000119125
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	Guanine deaminase	148747414	GI	20399821	upregulated	proteomics	2-DE	ENSG00000119125
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	Guanine deaminase	148747414	GI	20399821	upregulated	proteomics	2-DE	ENSG00000119125
spinal cord injury	T10	contusion	5d	10116	Wistar	spinal cord;parenchyma	Guanine deaminase	148747414	GI	20399821	upregulated	proteomics	2-DE	ENSG00000119125
spinal cord injury	T10	contusion	1d	10116	Wistar	spinal cord;parenchyma	Annexin A3	122065130	GI	20399821	upregulated	proteomics	2-DE	ENSG00000138772
spinal cord injury	T10	contusion	3d	10116	Wistar	spinal cord;parenchyma	Annexin A3	122065130	GI	20399821	upregulated	proteomics	2-DE	ENSG00000138772
